employee_id,productivity,hours_worked,age,experience,department,day,quarter,education,designation
1173,0.39875,960,2.9,0,finishing,Tuesday,Quarter2,Bachelor,Lead
918,0.700256795,3000,18.79,30,sweing,Tuesday,Quarter4,High School,Junior
173,0.900215716,10620,26.16,88,sweing,Sunday,Quarter2,Master,Senior
451,0.750031447,10320,20.4,56,sweing,Monday,Quarter4,High School,Lead
126,0.330113636,1440,4.15,0,finishing,Wednesday,Quarter1,High School,Lead
637,1.050666667,3000,3.94,0,finishing,Saturday,Quarter1,High School,Junior
531,0.971866667,600,3.94,0,finishing,Saturday,Quarter5,Master,Lead
91,0.809640152,1440,3.94,0,finishing,Tuesday,Quarter1,High School,Senior
1159,0.800401961,4080,15.26,63,sweing,Tuesday,Quarter2,High School,Senior
182,0.800246753,5670,11.61,50,sweing,Sunday,Quarter2,Master,Senior
850,0.785864198,4320,2.9,0,finishing,Thursday,Quarter3,High School,Senior
995,0.700019883,6840,26.66,38,sweing,Sunday,Quarter1,Bachelor,Lead
252,0.700095563,7320,20.79,0,sweing,Wednesday,Quarter2,Master,Senior
70,0.800684366,6780,25.9,38,sweing,Monday,Quarter1,High School,Senior
132,0.850181818,10530,28.08,75,sweing,Thursday,Quarter2,High School,Junior
301,0.838383838,2160,4.15,0,finishing,Sunday,Quarter3,Master,Senior
667,0.75065101,3960,18.79,34,sweing,Sunday,Quarter2,High School,Senior
327,0.750068049,10260,22.52,63,sweing,Monday,Quarter3,High School,Lead
1015,0.773333333,3360,4.6,0,finishing,Monday,Quarter1,Bachelor,Junior
500,0.989,1200,4.3,0,finishing,Thursday,Quarter5,Master,Lead
965,0.921703704,6300,4.6,0,finishing,Saturday,Quarter4,High School,Lead
948,0.800401961,4080,15.26,63,sweing,Thursday,Quarter4,Master,Senior
496,0.406354167,960,3.94,0,finishing,Wednesday,Quarter4,Bachelor,Junior
339,0.800261486,5580,11.41,63,sweing,Tuesday,Quarter3,High School,Senior
959,0.449964912,6840,27.48,38,sweing,Thursday,Quarter4,High School,Junior
165,0.750098351,7080,19.87,45,sweing,Saturday,Quarter2,Bachelor,Senior
29,0.800237288,7080,11.61,50,sweing,Saturday,Quarter1,Master,Senior
517,0.4925,960,3.94,0,finishing,Thursday,Quarter5,Master,Lead
194,0.955151515,1440,3.94,0,finishing,Monday,Quarter2,High School,Junior
900,0.3715625,960,2.9,0,finishing,Monday,Quarter4,High School,Lead
170,0.337973485,1440,4.15,0,finishing,Saturday,Quarter2,Bachelor,Lead
707,0.700618234,7020,30.1,40,sweing,Tuesday,Quarter2,Master,Junior
174,0.873068182,1440,3.94,0,finishing,Sunday,Quarter2,Bachelor,Senior
519,1.000457471,6960,22.52,113,sweing,Saturday,Quarter5,High School,Senior
915,0.726933333,1800,2.9,0,finishing,Tuesday,Quarter4,High School,Senior
1048,0.939166667,1200,4.6,0,finishing,Wednesday,Quarter1,High School,Senior
492,0.553333333,960,4.15,0,finishing,Wednesday,Quarter4,Bachelor,Lead
74,0.800246011,7200,11.61,50,sweing,Monday,Quarter1,Bachelor,Junior
1170,0.630402924,6840,30.48,25,sweing,Tuesday,Quarter2,Master,Lead
588,0.919954545,1320,3.94,0,finishing,Tuesday,Quarter1,High School,Lead
235,0.582301029,9540,27.13,37,sweing,Tuesday,Quarter2,High School,Junior
215,0.35063299,7350,22.4,0,sweing,Monday,Quarter2,Bachelor,Senior
942,0.410833333,960,2.9,0,finishing,Wednesday,Quarter4,Bachelor,Junior
133,0.850136766,10170,25.9,60,sweing,Thursday,Quarter2,High School,Lead
1041,0.567377778,6300,3.9,0,finishing,Tuesday,Quarter1,High School,Senior
1007,0.86037037,10080,4.6,0,finishing,Monday,Quarter1,Bachelor,Junior
186,0.668087121,1440,4.15,0,finishing,Sunday,Quarter2,High School,Lead
42,0.931645833,960,3.94,0,finishing,Sunday,Quarter1,Master,Senior
109,0.850136766,10170,25.9,60,sweing,Wednesday,Quarter1,High School,Lead
844,0.251399254,4560,29.4,0,sweing,Wednesday,Quarter3,Bachelor,Senior
569,0.800401961,3600,15.26,63,sweing,Monday,Quarter1,Master,Lead
1114,0.850084211,6840,26.82,65,sweing,Sunday,Quarter2,Master,Lead
1134,0.841,0,2.9,3600,finishing,Monday,Quarter2,High School,Senior
1152,0.909391667,1440,3.94,0,finishing,Tuesday,Quarter2,Bachelor,Senior
484,0.850362069,6960,22.94,81,sweing,Wednesday,Quarter4,Bachelor,Senior
469,0.788,1200,3.94,0,finishing,Tuesday,Quarter4,High School,Junior
25,0.800725314,6300,28.08,50,sweing,Saturday,Quarter1,High School,Lead
658,0.9008,6720,22.52,88,sweing,Sunday,Quarter2,Master,Lead
677,0.9008,120,22.52,88,sweing,Monday,Quarter2,High School,Senior
1071,0.927291667,1200,2.9,0,finishing,Thursday,Quarter1,Bachelor,Senior
989,0.75075,6240,29.4,56,sweing,Sunday,Quarter1,High School,Senior
367,0.594871795,2400,2.9,0,finishing,Wednesday,Quarter3,Bachelor,Lead
835,0.700603448,0,30.1,40,sweing,Wednesday,Quarter3,Master,Junior
1050,0.885925926,1080,4.6,0,finishing,Wednesday,Quarter1,Bachelor,Lead
384,0.649662222,15000,3.94,0,finishing,Thursday,Quarter4,Bachelor,Senior
455,0.600143365,360,15.09,23,sweing,Monday,Quarter4,High School,Junior
265,0.850502311,10620,26.16,75,sweing,Thursday,Quarter3,Bachelor,Senior
757,0.750392157,7140,30.1,0,sweing,Saturday,Quarter2,High School,Senior
975,0.700236601,6120,21.82,40,sweing,Saturday,Quarter4,High School,Junior
445,0.800386364,5760,11.61,50,sweing,Monday,Quarter4,Bachelor,Lead
396,0.910521886,1620,2.9,0,finishing,Saturday,Quarter4,Bachelor,Lead
739,0.664875,1440,3.94,0,finishing,Thursday,Quarter2,Bachelor,Junior
177,0.850136766,10170,25.9,45,sweing,Sunday,Quarter2,Master,Junior
19,0.436326389,1440,4.15,0,finishing,Thursday,Quarter1,Bachelor,Lead
1139,0.7953875,0,3.94,960,finishing,Monday,Quarter2,High School,Senior
810,0.750621354,3360,18.79,0,sweing,Tuesday,Quarter3,Bachelor,Lead
596,0.541517857,6720,24.26,0,sweing,Tuesday,Quarter1,High School,Senior
62,0.961059028,1920,3.94,0,finishing,Monday,Quarter1,High School,Senior
273,0.660683293,10170,22.52,30,sweing,Thursday,Quarter3,High School,Lead
1123,0.601037091,2520,23.41,23,sweing,Sunday,Quarter2,Master,Senior
279,0.98719697,2700,4.15,0,finishing,Saturday,Quarter3,High School,Senior
837,0.671875,960,5.13,0,finishing,Wednesday,Quarter3,Master,Senior
369,0.505128205,2400,3.94,0,finishing,Wednesday,Quarter3,Bachelor,Lead
882,0.385791667,960,3.94,0,finishing,Sunday,Quarter4,Master,Junior
815,0.700603448,6960,30.1,50,sweing,Tuesday,Quarter3,High School,Senior
1043,0.555430556,3360,3.94,0,finishing,Tuesday,Quarter1,Master,Lead
718,0.87,240,4.15,0,finishing,Wednesday,Quarter2,High School,Lead
1185,0.750347333,5040,18.79,45,sweing,Wednesday,Quarter2,Bachelor,Junior
548,0.912766667,1200,3.94,0,finishing,Sunday,Quarter1,Bachelor,Junior
875,0.700614035,6840,29.4,40,sweing,Sunday,Quarter4,Master,Junior
895,0.700623,2160,30.33,30,sweing,Monday,Quarter4,Bachelor,Junior
457,1.000230409,6840,22.52,119,sweing,Tuesday,Quarter4,Bachelor,Junior
394,0.966666667,2700,4.15,0,finishing,Saturday,Quarter4,High School,Junior
676,0.962016667,1200,3.94,0,finishing,Monday,Quarter2,Master,Lead
907,0.800137255,7140,30.1,50,sweing,Tuesday,Quarter4,Bachelor,Senior
960,0.410833333,3360,2.9,0,finishing,Thursday,Quarter4,High School,Lead
376,0.800191989,6360,11.61,63,sweing,Thursday,Quarter4,Bachelor,Junior
413,0.578314394,1440,3.94,0,finishing,Saturday,Quarter4,Bachelor,Lead
75,0.800076522,6900,28.08,50,sweing,Monday,Quarter1,Bachelor,Lead
1119,0.755208333,960,2.9,0,finishing,Sunday,Quarter2,Master,Junior
858,0.672135417,1920,5.13,0,finishing,Thursday,Quarter3,High School,Senior
501,0.950185965,6840,22.52,100,sweing,Thursday,Quarter5,Bachelor,Lead
1062,0.700058333,5760,21.82,30,sweing,Wednesday,Quarter1,Bachelor,Lead
617,0.531666667,960,2.9,0,finishing,Wednesday,Quarter1,Master,Lead
115,0.800594466,10350,28.08,63,sweing,Wednesday,Quarter1,High School,Junior
418,0.970075758,1440,3.94,0,finishing,Sunday,Quarter4,Bachelor,Lead
602,0.999995238,6720,22.52,113,sweing,Wednesday,Quarter1,Master,Junior
605,0.915766667,3000,4.15,0,finishing,Wednesday,Quarter1,High School,Senior
90,0.850502311,10620,26.16,75,sweing,Tuesday,Quarter1,High School,Lead
1146,0.650421429,6720,30.48,26,sweing,Monday,Quarter2,Bachelor,Lead
499,1.000230409,6840,22.52,113,sweing,Thursday,Quarter5,Bachelor,Junior
1084,0.600099145,1320,15.28,0,sweing,Thursday,Quarter1,Bachelor,Lead
997,0.682433036,0,11.61,50,sweing,Sunday,Quarter1,Bachelor,Lead
876,0.700605263,6840,30.33,0,sweing,Sunday,Quarter4,Master,Senior
12,0.712205247,6480,19.31,45,sweing,Thursday,Quarter1,Master,Junior
397,0.90064806,10260,22.94,94,sweing,Saturday,Quarter4,Bachelor,Lead
1023,0.607654321,3780,4.6,0,finishing,Monday,Quarter1,Master,Junior
556,0.702666667,1080,4.08,0,finishing,Sunday,Quarter1,Bachelor,Lead
43,0.915229167,960,3.94,0,finishing,Sunday,Quarter1,Master,Lead
168,0.628882576,1440,2.9,0,finishing,Saturday,Quarter2,High School,Lead
417,0.973796791,3060,4.15,0,finishing,Sunday,Quarter4,Bachelor,Junior
577,0.500801724,6960,30.1,0,sweing,Monday,Quarter1,High School,Junior
268,0.800117103,10620,26.16,63,sweing,Thursday,Quarter3,Master,Junior
803,0.258,1800,4.15,0,finishing,Monday,Quarter3,Bachelor,Lead
427,0.800386364,5760,11.61,63,sweing,Sunday,Quarter4,Bachelor,Junior
691,0.350301724,6960,30.1,0,sweing,Monday,Quarter2,Master,Lead
545,1.000402055,3060,22.94,113,sweing,Sunday,Quarter1,Master,Junior
1120,0.750371895,5640,18.79,45,sweing,Sunday,Quarter2,Master,Junior
675,1.057962963,2160,3.94,0,finishing,Monday,Quarter2,High School,Lead
690,0.350301724,6960,30.1,0,sweing,Monday,Quarter2,High School,Senior
1061,0.700424138,6960,27.48,40,sweing,Wednesday,Quarter1,Master,Lead
1174,0.922839506,2160,4.6,0,finishing,Wednesday,Quarter2,Bachelor,Senior
977,0.590617284,3780,4.6,0,finishing,Saturday,Quarter4,Bachelor,Junior
903,0.356458333,960,5.13,0,finishing,Monday,Quarter4,Bachelor,Senior
258,0.311207464,4260,51.02,27,sweing,Wednesday,Quarter2,High School,Lead
336,0.409545455,1440,4.15,0,finishing,Monday,Quarter3,High School,Lead
16,0.593055556,2160,3.94,0,finishing,Thursday,Quarter1,High School,Lead
983,0.4078125,960,2.9,0,finishing,Saturday,Quarter4,Bachelor,Senior
325,0.793844697,1440,2.9,0,finishing,Monday,Quarter3,Master,Junior
608,0.799963218,6960,22.52,50,sweing,Wednesday,Quarter1,Bachelor,Senior
1051,0.83375,960,2.9,0,finishing,Wednesday,Quarter1,Bachelor,Junior
786,1.000230409,6840,22.52,113,sweing,Monday,Quarter3,High School,Senior
223,0.850502311,10620,26.16,75,sweing,Tuesday,Quarter2,Bachelor,Junior
180,0.820833333,1440,3.94,0,finishing,Sunday,Quarter2,High School,Senior
100,0.750545455,10530,28.08,45,sweing,Tuesday,Quarter1,High School,Senior
522,0.971866667,960,3.94,0,finishing,Saturday,Quarter5,High School,Junior
23,0.945277778,1560,3.94,0,finishing,Saturday,Quarter1,Bachelor,Lead
357,0.827147436,2400,3.94,0,finishing,Wednesday,Quarter3,High School,Senior
734,0.838666667,1080,4.08,0,finishing,Thursday,Quarter2,Bachelor,Senior
1149,0.477291667,0,2.9,960,finishing,Monday,Quarter2,Bachelor,Junior
1109,0.929074074,1080,2.9,0,finishing,Sunday,Quarter2,High School,Junior
612,0.700612069,6960,24.26,0,sweing,Wednesday,Quarter1,Bachelor,Senior
1005,0.350416667,3360,4.6,0,finishing,Sunday,Quarter1,High School,Junior
341,0.800117103,10620,26.16,63,sweing,Tuesday,Quarter3,High School,Lead
432,0.700250784,10440,20.4,50,sweing,Sunday,Quarter4,Master,Lead
1001,0.585,960,3.9,0,finishing,Sunday,Quarter1,Master,Junior
218,0.951420455,1440,3.94,0,finishing,Tuesday,Quarter2,Master,Junior
204,0.809564394,1440,4.15,0,finishing,Monday,Quarter2,Bachelor,Junior
901,0.3715625,960,2.9,0,finishing,Monday,Quarter4,Master,Senior
94,0.800594466,10350,28.08,50,sweing,Tuesday,Quarter1,Master,Lead
865,0.8721,1800,5.13,0,finishing,Sunday,Quarter4,Master,Lead
69,0.800684366,6780,25.9,50,sweing,Monday,Quarter1,Bachelor,Junior
890,0.800137255,7140,30.1,38,sweing,Monday,Quarter4,Bachelor,Senior
285,0.800246753,5670,11.61,63,sweing,Saturday,Quarter3,High School,Junior
697,0.90047076,0,22.52,88,sweing,Tuesday,Quarter2,Master,Lead
86,0.899166667,1800,4.15,0,finishing,Tuesday,Quarter1,Bachelor,Junior
435,0.59114168,10260,42.97,40,sweing,Sunday,Quarter4,Bachelor,Lead
859,0.638614379,6120,18.79,30,sweing,Thursday,Quarter3,Bachelor,Junior
154,0.850136766,10170,25.9,60,sweing,Saturday,Quarter2,Master,Junior
76,0.800076522,6900,28.08,50,sweing,Monday,Quarter1,Bachelor,Junior
1040,0.636049383,3780,4.6,0,finishing,Tuesday,Quarter1,Master,Junior
581,1.001416667,2400,3.94,0,finishing,Tuesday,Quarter1,High School,Junior
447,0.800034024,10260,22.94,55,sweing,Monday,Quarter4,Bachelor,Junior
704,0.750648148,3240,10.05,34,sweing,Tuesday,Quarter2,High School,Senior
189,0.600229846,9540,12.52,30,sweing,Sunday,Quarter2,Bachelor,Lead
272,0.689299242,1440,2.9,0,finishing,Thursday,Quarter3,Bachelor,Lead
237,0.500380799,10170,22.4,23,sweing,Tuesday,Quarter2,Bachelor,Senior
488,0.755555556,1080,4.08,0,finishing,Wednesday,Quarter4,High School,Lead
1157,0.850084211,5880,26.82,65,sweing,Tuesday,Quarter2,Master,Junior
560,0.411553571,6720,24.26,0,sweing,Sunday,Quarter1,High School,Lead
118,0.800273829,9900,19.87,50,sweing,Wednesday,Quarter1,Master,Senior
638,1.000018551,6900,22.52,113,sweing,Saturday,Quarter1,High School,Junior
1074,0.812625,960,3.94,0,finishing,Thursday,Quarter1,High School,Junior
751,0.929277778,1800,4.15,0,finishing,Saturday,Quarter2,Master,Senior
513,0.750646667,4200,15.26,45,sweing,Thursday,Quarter5,Master,Lead
634,0.522844828,6960,24.26,0,sweing,Thursday,Quarter1,Bachelor,Junior
782,0.475718391,6960,30.1,30,sweing,Sunday,Quarter3,High School,Lead
1002,0.579511494,6960,30.1,0,sweing,Sunday,Quarter1,Master,Lead
848,0.800094017,7020,30.1,63,sweing,Thursday,Quarter3,High School,Senior
127,0.947689394,1440,3.94,0,finishing,Thursday,Quarter2,Master,Lead
117,0.800343766,5490,11.41,50,sweing,Wednesday,Quarter1,High School,Lead
474,0.622828125,3840,30.4,34,sweing,Tuesday,Quarter4,High School,Junior
741,0.637711864,7080,30.1,0,sweing,Thursday,Quarter2,Bachelor,Junior
1000,0.600239766,6840,26.66,23,sweing,Sunday,Quarter1,High School,Junior
58,0.682708333,960,2.9,0,finishing,Sunday,Quarter1,High School,Junior
604,0.929183333,1200,3.94,0,finishing,Wednesday,Quarter1,Master,Junior
966,0.921604938,7560,4.6,0,finishing,Saturday,Quarter4,Bachelor,Senior
657,0.928680556,1440,4.15,0,finishing,Sunday,Quarter2,Bachelor,Junior
1151,0.92,1080,4.6,0,finishing,Tuesday,Quarter2,Bachelor,Junior
917,0.700518519,4560,29.4,40,sweing,Tuesday,Quarter4,Master,Lead
106,0.880530303,1440,3.94,0,finishing,Wednesday,Quarter1,Master,Junior
636,0.496549708,6840,24.26,0,sweing,Thursday,Quarter1,High School,Lead
370,0.500241342,10080,22.52,23,sweing,Wednesday,Quarter3,Master,Senior
269,0.80003139,4950,11.61,38,sweing,Thursday,Quarter3,Bachelor,Senior
656,1.000018551,6900,22.52,113,sweing,Sunday,Quarter2,Bachelor,Lead
47,0.850436438,7020,25.9,60,sweing,Sunday,Quarter1,Bachelor,Lead
350,0.500290419,3720,15.26,23,sweing,Tuesday,Quarter3,Master,Lead
774,0.715333333,1200,2.9,0,finishing,Sunday,Quarter3,Master,Senior
196,0.905454545,1800,4.15,0,finishing,Monday,Quarter2,Bachelor,Lead
103,0.649983281,10440,21.98,35,sweing,Tuesday,Quarter1,Master,Lead
5,0.800381944,1920,25.9,50,sweing,Thursday,Quarter1,High School,Junior
620,1.000018551,6900,22.52,113,sweing,Thursday,Quarter1,Master,Junior
986,0.936355556,10500,4.6,0,finishing,Sunday,Quarter1,High School,Lead
53,0.792104167,960,3.94,0,finishing,Sunday,Quarter1,Bachelor,Lead
264,0.858143939,1440,3.94,0,finishing,Thursday,Quarter3,Master,Lead
1090,0.850045,8160,26.82,70,sweing,Saturday,Quarter1,Master,Junior
444,0.850312684,10170,22.52,60,sweing,Monday,Quarter4,High School,Senior
967,0.800779018,0,11.61,50,sweing,Saturday,Quarter4,Master,Lead
783,0.432122899,6900,22.52,0,sweing,Sunday,Quarter3,Bachelor,Senior
842,0.303574468,5640,19.68,0,sweing,Wednesday,Quarter3,High School,Senior
692,0.272,1080,4.08,0,finishing,Monday,Quarter2,High School,Senior
305,0.800128721,10170,25.9,38,sweing,Sunday,Quarter3,High School,Lead
342,0.750068049,10260,22.52,63,sweing,Tuesday,Quarter3,Bachelor,Senior
862,0.609583333,2160,5.13,0,finishing,Thursday,Quarter3,Master,Lead
314,0.639867424,1440,2.9,0,finishing,Sunday,Quarter3,Bachelor,Senior
150,0.930340376,2760,4.15,0,finishing,Saturday,Quarter2,High School,Senior
125,0.412119835,9900,31.83,40,sweing,Wednesday,Quarter1,Master,Lead
1069,0.980984848,2640,4.6,0,finishing,Thursday,Quarter1,Bachelor,Lead
575,0.561979167,960,4.15,0,finishing,Monday,Quarter1,Bachelor,Lead
698,0.899984058,0,22.52,88,sweing,Tuesday,Quarter2,High School,Junior
665,0.800355208,2880,15.26,63,sweing,Sunday,Quarter2,Bachelor,Junior
51,0.800237838,6660,28.08,50,sweing,Sunday,Quarter1,Bachelor,Senior
727,0.600070513,3360,30.1,23,sweing,Wednesday,Quarter2,High School,Senior
800,0.565972222,2160,11.41,30,sweing,Monday,Quarter3,Master,Lead
354,0.912202112,5100,3.94,0,finishing,Wednesday,Quarter3,High School,Senior
1150,0.2640625,0,3.9,960,finishing,Monday,Quarter2,High School,Senior
143,0.735984848,1440,2.9,0,finishing,Thursday,Quarter2,Bachelor,Senior
471,0.700386207,6960,29.12,50,sweing,Tuesday,Quarter4,Master,Senior
654,0.447916667,960,4.3,0,finishing,Saturday,Quarter1,Master,Junior
400,0.895454545,1440,3.94,0,finishing,Saturday,Quarter4,Master,Junior
893,0.75065101,3960,18.79,45,sweing,Monday,Quarter4,High School,Junior
911,0.75065101,3360,18.79,45,sweing,Tuesday,Quarter4,Master,Junior
321,0.958901515,1440,4.15,0,finishing,Monday,Quarter3,High School,Senior
20,0.988024691,6600,4.15,0,finishing,Saturday,Quarter1,Bachelor,Senior
685,0.750648148,0,10.05,45,sweing,Monday,Quarter2,High School,Senior
36,0.7018125,960,4.15,0,finishing,Saturday,Quarter1,Bachelor,Junior
825,0.936861111,1440,2.9,0,finishing,Wednesday,Quarter3,Master,Senior
506,0.864583333,960,2.9,0,finishing,Thursday,Quarter5,High School,Senior
828,0.800980392,480,30.1,50,sweing,Wednesday,Quarter3,Bachelor,Junior
1068,0.332146465,3960,18.79,0,sweing,Wednesday,Quarter1,High School,Junior
408,0.750041201,10260,42.97,56,sweing,Saturday,Quarter4,Bachelor,Junior
818,0.650134,5520,18.79,0,sweing,Tuesday,Quarter3,Master,Lead
538,0.656763743,5880,50.89,56,sweing,Saturday,Quarter5,Bachelor,Junior
759,0.725625,960,4.15,0,finishing,Saturday,Quarter2,Master,Senior
1066,0.433263158,6840,29.4,0,sweing,Wednesday,Quarter1,Master,Senior
888,0.87115,2160,5.13,0,finishing,Monday,Quarter4,Bachelor,Junior
39,0.628333333,960,2.9,0,finishing,Saturday,Quarter1,High School,Senior
176,0.850502311,10620,26.16,75,sweing,Sunday,Quarter2,High School,Senior
246,0.850136766,10170,25.9,60,sweing,Wednesday,Quarter2,Master,Senior
811,0.750356125,7020,30.1,45,sweing,Tuesday,Quarter3,High School,Senior
1082,0.700424138,6960,27.48,40,sweing,Thursday,Quarter1,High School,Lead
1166,0.700505263,6840,30.48,30,sweing,Tuesday,Quarter2,Master,Lead
785,0.283054487,5280,18.79,0,sweing,Sunday,Quarter3,Master,Senior
1182,0.786631944,1920,4.6,0,finishing,Wednesday,Quarter2,Bachelor,Junior
490,0.750283333,3600,15.26,45,sweing,Wednesday,Quarter4,High School,Junior
155,0.850136766,10170,25.9,60,sweing,Saturday,Quarter2,High School,Lead
639,0.950185965,6840,22.52,100,sweing,Saturday,Quarter1,Bachelor,Lead
663,0.875555556,2160,3.94,0,finishing,Sunday,Quarter2,High School,Lead
854,0.700603448,6960,30.1,50,sweing,Thursday,Quarter3,High School,Senior
288,0.800117103,10620,48.68,63,sweing,Saturday,Quarter3,Bachelor,Junior
626,0.8471,1200,3.94,0,finishing,Thursday,Quarter1,Bachelor,Lead
1188,0.750050847,7080,26.82,45,sweing,Wednesday,Quarter2,Master,Lead
686,0.707111111,1800,4.15,0,finishing,Monday,Quarter2,High School,Lead
868,0.805555556,2880,2.9,0,finishing,Sunday,Quarter4,Master,Senior
570,0.800393224,5940,22.52,50,sweing,Monday,Quarter1,High School,Senior
1141,0.750395513,6240,18.79,45,sweing,Monday,Quarter2,Master,Junior
735,0.800401961,4080,15.26,50,sweing,Thursday,Quarter2,Master,Senior
793,0.773333333,960,2.9,0,finishing,Monday,Quarter3,High School,Lead
18,0.52118,7200,23.69,0,sweing,Thursday,Quarter1,Bachelor,Junior
128,0.919905405,12600,3.94,0,finishing,Thursday,Quarter2,High School,Junior
323,0.800162602,3630,25.9,50,sweing,Monday,Quarter3,Bachelor,Junior
256,0.35003125,7200,14.61,23,sweing,Wednesday,Quarter2,Master,Lead
939,0.598792339,1200,30.1,49,sweing,Wednesday,Quarter4,Master,Lead
1177,0.813309028,1920,3.94,0,finishing,Wednesday,Quarter2,Master,Junior
191,0.590435606,1440,2.9,0,finishing,Sunday,Quarter2,High School,Senior
116,0.800594466,10350,28.08,50,sweing,Wednesday,Quarter1,Bachelor,Lead
1171,0.560625,960,3.9,0,finishing,Tuesday,Quarter2,High School,Senior
1032,0.800115819,7080,30.1,50,sweing,Tuesday,Quarter1,Master,Senior
607,0.800401961,4080,15.26,38,sweing,Wednesday,Quarter1,Bachelor,Junior
181,0.800343766,5490,11.41,50,sweing,Sunday,Quarter2,High School,Junior
302,0.804848485,1800,2.9,0,finishing,Sunday,Quarter3,High School,Lead
497,0.285333333,6600,23.54,0,sweing,Wednesday,Quarter4,Bachelor,Senior
1024,0.537919444,3360,3.94,0,finishing,Monday,Quarter1,High School,Lead
1033,0.750770115,6960,26.66,50,sweing,Tuesday,Quarter1,High School,Senior
978,0.5565625,960,3.9,0,finishing,Saturday,Quarter4,Bachelor,Senior
745,0.50012336,2280,11.41,0,sweing,Thursday,Quarter2,High School,Senior
951,0.750473684,6840,29.4,45,sweing,Thursday,Quarter4,Master,Senior
518,0.48792,6600,23.54,0,sweing,Thursday,Quarter5,Master,Junior
373,0.940701058,8400,3.94,0,finishing,Thursday,Quarter4,Master,Lead
46,0.850569492,7080,26.16,60,sweing,Sunday,Quarter1,Master,Junior
477,0.37046657,6480,48.18,23,sweing,Tuesday,Quarter4,High School,Senior
158,0.817102273,1440,3.94,0,finishing,Saturday,Quarter2,High School,Junior
1044,0.463194444,3360,2.9,0,finishing,Tuesday,Quarter1,High School,Junior
172,0.925643939,3600,3.94,0,finishing,Sunday,Quarter2,Bachelor,Junior
17,0.540729167,960,2.9,0,finishing,Thursday,Quarter1,Bachelor,Junior
512,0.773333333,1200,3.94,0,finishing,Thursday,Quarter5,Bachelor,Lead
49,0.800598058,4260,28.08,50,sweing,Sunday,Quarter1,Bachelor,Lead
192,0.473134796,10440,50.48,0,sweing,Sunday,Quarter2,Bachelor,Junior
547,0.950185965,6840,22.52,100,sweing,Sunday,Quarter1,High School,Junior
516,0.500117677,3960,18.79,23,sweing,Thursday,Quarter5,High School,Senior
1099,0.664875,960,3.94,0,finishing,Saturday,Quarter1,Bachelor,Lead
934,0.700362069,6960,29.4,30,sweing,Wednesday,Quarter4,Master,Junior
829,0.800980392,0,30.1,0,sweing,Wednesday,Quarter3,Bachelor,Lead
979,0.550403509,6840,27.48,30,sweing,Saturday,Quarter4,Bachelor,Junior
481,0.9456,1200,3.94,0,finishing,Wednesday,Quarter4,High School,Senior
1126,0.4509375,960,3.9,0,finishing,Sunday,Quarter2,Bachelor,Lead
284,0.800343766,5490,11.41,63,sweing,Saturday,Quarter3,Bachelor,Junior
1027,0.902962963,6300,4.6,0,finishing,Tuesday,Quarter1,Bachelor,Senior
798,0.629416667,1200,4.15,0,finishing,Monday,Quarter3,Bachelor,Junior
935,0.700069811,3960,30.33,30,sweing,Wednesday,Quarter4,Master,Senior
226,0.821354167,1440,4.15,0,finishing,Tuesday,Quarter2,Bachelor,Junior
27,0.800318644,7080,26.16,50,sweing,Saturday,Quarter1,High School,Junior
283,0.82680303,1800,3.94,0,finishing,Saturday,Quarter3,Master,Junior
1147,0.600040678,7080,26.82,23,sweing,Monday,Quarter2,High School,Senior
438,1.059621212,1800,3.94,0,finishing,Monday,Quarter4,High School,Junior
1165,0.741,960,3.9,0,finishing,Tuesday,Quarter2,Master,Lead
365,0.700029771,10260,22.94,34,sweing,Wednesday,Quarter3,Master,Junior
230,0.8,10530,28.08,50,sweing,Tuesday,Quarter2,Master,Senior
38,0.699965217,6900,28.08,40,sweing,Saturday,Quarter1,Master,Lead
670,0.610208333,960,2.9,0,finishing,Sunday,Quarter2,Master,Junior
750,1.000230409,6840,22.52,113,sweing,Saturday,Quarter2,Bachelor,Lead
1178,0.812625,1920,3.94,0,finishing,Wednesday,Quarter2,Master,Lead
375,0.800302791,10620,22.94,60,sweing,Thursday,Quarter4,Bachelor,Junior
470,0.77815,1200,3.94,0,finishing,Tuesday,Quarter4,Master,Junior
883,0.307501459,5700,30.1,0,sweing,Sunday,Quarter4,High School,Senior
1179,0.800401961,4080,15.26,63,sweing,Wednesday,Quarter2,Bachelor,Senior
688,0.697708333,960,3.94,0,finishing,Monday,Quarter2,High School,Junior
33,0.787299691,6480,19.31,56,sweing,Saturday,Quarter1,Bachelor,Junior
1006,0.92885,1200,3.9,0,finishing,Monday,Quarter1,Master,Junior
1036,0.750212553,3120,20.2,45,sweing,Tuesday,Quarter1,Bachelor,Lead
195,0.942213805,3240,4.3,0,finishing,Monday,Quarter2,Master,Junior
1103,0.590740741,3600,4.6,0,finishing,Saturday,Quarter1,High School,Junior
1111,0.890604167,960,3.94,0,finishing,Sunday,Quarter2,High School,Lead
947,0.800516667,2820,11.61,50,sweing,Thursday,Quarter4,High School,Lead
504,0.899,1200,2.9,0,finishing,Thursday,Quarter5,Bachelor,Lead
916,0.700623,1680,30.33,30,sweing,Tuesday,Quarter4,High School,Junior
972,0.75065101,3960,18.79,45,sweing,Saturday,Quarter4,High School,Lead
1180,0.800071839,6960,30.1,63,sweing,Wednesday,Quarter2,Bachelor,Junior
