year,month,day,hour,pm25,date
2012,4,1,5,57.0,2012-04-01
2012,4,1,6,54.0,2012-04-01
2012,4,1,7,53.0,2012-04-01
2012,4,1,8,82.0,2012-04-01
2012,4,1,9,90.0,2012-04-01
2012,4,1,10,78.0,2012-04-01
2012,4,1,11,76.0,2012-04-01
2012,4,1,12,79.0,2012-04-01
2012,4,1,13,63.0,2012-04-01
2012,4,1,14,56.0,2012-04-01
2012,4,1,15,49.0,2012-04-01
2012,4,1,16,40.0,2012-04-01
2012,4,1,17,43.0,2012-04-01
2012,4,1,18,38.0,2012-04-01
2012,4,1,19,36.0,2012-04-01
2012,4,1,20,43.0,2012-04-01
2012,4,1,21,47.0,2012-04-01
2012,4,1,22,54.0,2012-04-01
2012,4,1,23,44.0,2012-04-01
2012,4,2,0,28.0,2012-04-02
2012,4,2,1,41.0,2012-04-02
2012,4,2,2,31.0,2012-04-02
2012,4,2,3,35.0,2012-04-02
2012,4,2,4,45.0,2012-04-02
2012,4,2,5,36.0,2012-04-02
2012,4,2,6,28.0,2012-04-02
2012,4,2,7,35.0,2012-04-02
2012,4,2,8,38.0,2012-04-02
2012,4,2,9,49.0,2012-04-02
2012,4,2,10,46.0,2012-04-02
2012,4,2,11,60.0,2012-04-02
2012,4,2,12,52.0,2012-04-02
2012,4,2,13,48.0,2012-04-02
2012,4,2,14,52.0,2012-04-02
2012,4,2,15,55.0,2012-04-02
2012,4,2,16,64.0,2012-04-02
2012,4,2,17,58.0,2012-04-02
2012,4,2,18,55.0,2012-04-02
2012,4,2,19,61.0,2012-04-02
2012,4,2,20,63.0,2012-04-02
2012,4,2,21,12.0,2012-04-02
2012,4,2,22,11.0,2012-04-02
2012,4,2,23,11.0,2012-04-02
2012,4,3,0,11.0,2012-04-03
2012,4,3,1,10.0,2012-04-03
2012,4,3,2,8.0,2012-04-03
2012,4,3,3,7.0,2012-04-03
2012,4,3,4,8.0,2012-04-03
2012,4,3,5,15.0,2012-04-03
2012,4,3,6,17.0,2012-04-03
2012,4,3,7,32.0,2012-04-03
2012,4,3,8,20.0,2012-04-03
2012,4,3,9,24.0,2012-04-03
2012,4,3,10,26.0,2012-04-03
2012,4,3,11,28.0,2012-04-03
2012,4,3,12,34.0,2012-04-03
2012,4,3,13,24.0,2012-04-03
2012,4,3,14,39.0,2012-04-03
2012,4,3,15,35.0,2012-04-03
2012,4,3,16,32.0,2012-04-03
2012,4,3,17,27.0,2012-04-03
2012,4,3,18,10.0,2012-04-03
2012,4,3,19,18.0,2012-04-03
2012,4,3,20,19.0,2012-04-03
2012,4,3,21,15.0,2012-04-03
2012,4,3,22,27.0,2012-04-03
2012,4,3,23,25.0,2012-04-03
2012,4,4,0,18.0,2012-04-04
2012,4,4,1,25.0,2012-04-04
2012,4,4,2,25.0,2012-04-04
2012,4,4,3,9.0,2012-04-04
2012,4,4,4,9.0,2012-04-04
2012,4,4,5,30.0,2012-04-04
2012,4,4,6,19.0,2012-04-04
2012,4,4,7,10.0,2012-04-04
2012,4,4,8,11.0,2012-04-04
2012,4,4,9,32.0,2012-04-04
2012,4,4,10,22.0,2012-04-04
2012,4,4,11,21.0,2012-04-04
2012,4,4,12,21.0,2012-04-04
2012,4,4,13,14.0,2012-04-04
2012,4,4,14,18.0,2012-04-04
2012,4,4,15,22.0,2012-04-04
2012,4,4,16,18.0,2012-04-04
2012,4,4,17,10.0,2012-04-04
2012,4,4,18,11.0,2012-04-04
2012,4,4,19,11.0,2012-04-04
2012,4,4,20,10.0,2012-04-04
2012,4,4,21,11.0,2012-04-04
2012,4,4,22,11.0,2012-04-04
2012,4,4,23,11.0,2012-04-04
2012,4,5,0,19.0,2012-04-05
2012,4,5,1,22.0,2012-04-05
2012,4,5,2,23.0,2012-04-05
2012,4,5,3,11.0,2012-04-05
2012,4,5,4,9.0,2012-04-05
2012,4,5,5,11.0,2012-04-05
2012,4,5,6,12.0,2012-04-05
2012,4,5,7,8.0,2012-04-05
2012,4,5,8,17.0,2012-04-05
2012,4,5,9,14.0,2012-04-05
2012,4,5,10,13.0,2012-04-05
2012,4,5,11,13.0,2012-04-05
2012,4,5,12,31.0,2012-04-05
2012,4,5,13,22.0,2012-04-05
2012,4,5,14,25.0,2012-04-05
2012,4,5,15,13.0,2012-04-05
2012,4,5,16,17.0,2012-04-05
2012,4,5,17,17.0,2012-04-05
2012,4,5,18,13.0,2012-04-05
2012,4,5,19,16.0,2012-04-05
2012,4,5,20,12.0,2012-04-05
2012,4,5,21,13.0,2012-04-05
2012,4,5,22,27.0,2012-04-05
2012,4,5,23,15.0,2012-04-05
2012,4,6,0,15.0,2012-04-06
2012,4,6,1,20.0,2012-04-06
2012,4,6,2,20.0,2012-04-06
2012,4,6,3,17.0,2012-04-06
2012,4,6,4,24.0,2012-04-06
2012,4,6,5,36.0,2012-04-06
2012,4,6,6,37.0,2012-04-06
2012,4,6,7,38.0,2012-04-06
2012,4,6,8,44.0,2012-04-06
2012,4,6,9,51.0,2012-04-06
2012,4,6,10,49.0,2012-04-06
2012,4,6,11,37.0,2012-04-06
2012,4,6,12,37.0,2012-04-06
2012,4,6,13,35.0,2012-04-06
2012,4,6,14,28.0,2012-04-06
2012,4,6,15,24.0,2012-04-06
2012,4,6,16,21.0,2012-04-06
2012,4,6,17,20.0,2012-04-06
2012,4,6,18,32.0,2012-04-06
2012,4,6,19,36.0,2012-04-06
2012,4,6,20,28.0,2012-04-06
2012,4,6,21,18.0,2012-04-06
2012,4,6,22,21.0,2012-04-06
2012,4,6,23,23.0,2012-04-06
2012,4,7,0,18.0,2012-04-07
2012,4,7,1,14.0,2012-04-07
2012,4,7,2,27.0,2012-04-07
2012,4,7,3,42.0,2012-04-07
2012,4,7,4,46.0,2012-04-07
2012,4,7,5,53.0,2012-04-07
2012,4,7,6,52.0,2012-04-07
2012,4,7,7,58.0,2012-04-07
2012,4,7,8,53.0,2012-04-07
2012,4,7,9,56.0,2012-04-07
2012,4,7,10,53.0,2012-04-07
2012,4,7,11,54.0,2012-04-07
2012,4,7,12,63.0,2012-04-07
2012,4,7,13,80.0,2012-04-07
2012,4,7,14,92.0,2012-04-07
2012,4,7,15,81.0,2012-04-07
2012,4,7,16,76.0,2012-04-07
2012,4,7,17,95.0,2012-04-07
2012,4,7,18,87.0,2012-04-07
2012,4,7,19,83.0,2012-04-07
2012,4,7,20,124.0,2012-04-07
2012,4,7,21,171.0,2012-04-07
2012,4,7,22,151.0,2012-04-07
2012,4,7,23,147.0,2012-04-07
2012,4,8,0,160.0,2012-04-08
2012,4,8,1,154.0,2012-04-08
2012,4,8,2,123.0,2012-04-08
2012,4,8,3,93.0,2012-04-08
2012,4,8,4,92.0,2012-04-08
2012,4,8,5,49.0,2012-04-08
2012,4,8,6,42.0,2012-04-08
2012,4,8,7,35.0,2012-04-08
2012,4,8,8,33.0,2012-04-08
2012,4,8,9,24.0,2012-04-08
2012,4,8,10,91.0,2012-04-08
2012,4,8,11,42.0,2012-04-08
2012,4,8,12,20.0,2012-04-08
2012,4,8,13,18.0,2012-04-08
2012,4,8,14,23.0,2012-04-08
2012,4,8,15,23.0,2012-04-08
2012,4,8,16,22.0,2012-04-08
2012,4,8,17,66.0,2012-04-08
2012,4,8,18,17.0,2012-04-08
2012,4,8,19,16.0,2012-04-08
2012,4,8,20,27.0,2012-04-08
2012,4,8,21,31.0,2012-04-08
2012,4,8,22,47.0,2012-04-08
2012,4,8,23,49.0,2012-04-08
2012,4,9,0,63.0,2012-04-09
2012,4,9,1,79.0,2012-04-09
2012,4,9,2,80.0,2012-04-09
2012,4,9,3,100.0,2012-04-09
2012,4,9,4,111.0,2012-04-09
2012,4,9,5,148.0,2012-04-09
2012,4,9,6,150.0,2012-04-09
2012,4,9,7,164.0,2012-04-09
2012,4,9,8,164.0,2012-04-09
2012,4,9,9,181.0,2012-04-09
2012,4,9,10,183.0,2012-04-09
2012,4,9,11,170.0,2012-04-09
2012,4,9,12,171.0,2012-04-09
2012,4,9,13,160.0,2012-04-09
2012,4,9,14,163.0,2012-04-09
2012,4,9,15,138.0,2012-04-09
2012,4,9,16,119.0,2012-04-09
2012,4,9,17,99.0,2012-04-09
2012,4,9,18,108.0,2012-04-09
2012,4,9,19,90.0,2012-04-09
2012,4,9,20,70.0,2012-04-09
2012,4,9,21,73.0,2012-04-09
2012,4,9,22,79.0,2012-04-09
2012,4,9,23,91.0,2012-04-09
2012,4,10,0,81.0,2012-04-10
2012,4,10,1,80.0,2012-04-10
2012,4,10,2,91.0,2012-04-10
2012,4,10,3,101.0,2012-04-10
2012,4,10,4,107.0,2012-04-10
2012,4,10,5,104.0,2012-04-10
2012,4,10,6,94.0,2012-04-10
2012,4,10,7,72.0,2012-04-10
2012,4,10,8,68.0,2012-04-10
2012,4,10,9,41.0,2012-04-10
2012,4,10,10,45.0,2012-04-10
2012,4,10,11,50.0,2012-04-10
2012,4,10,12,62.0,2012-04-10
2012,4,10,13,60.0,2012-04-10
2012,4,10,14,54.0,2012-04-10
2012,4,10,15,56.0,2012-04-10
2012,4,10,16,56.0,2012-04-10
2012,4,10,17,50.0,2012-04-10
2012,4,10,18,49.0,2012-04-10
2012,4,10,19,38.0,2012-04-10
2012,4,10,20,32.0,2012-04-10
2012,4,10,21,32.0,2012-04-10
2012,4,10,22,51.0,2012-04-10
2012,4,10,23,55.0,2012-04-10
2012,4,11,0,37.0,2012-04-11
2012,4,11,1,38.0,2012-04-11
2012,4,11,2,13.0,2012-04-11
2012,4,11,3,12.0,2012-04-11
2012,4,11,4,9.0,2012-04-11
2012,4,11,5,6.0,2012-04-11
2012,4,11,6,7.0,2012-04-11
2012,4,11,7,8.0,2012-04-11
2012,4,11,8,10.0,2012-04-11
2012,4,11,9,10.0,2012-04-11
2012,4,11,10,29.0,2012-04-11
2012,4,11,11,15.0,2012-04-11
2012,4,11,12,14.0,2012-04-11
2012,4,11,13,14.0,2012-04-11
2012,4,11,14,14.0,2012-04-11
2012,4,11,15,18.0,2012-04-11
2012,4,11,16,15.0,2012-04-11
2012,4,11,17,9.0,2012-04-11
2012,4,11,18,8.0,2012-04-11
2012,4,11,19,43.0,2012-04-11
2012,4,11,20,22.0,2012-04-11
2012,4,11,21,32.0,2012-04-11
2012,4,11,22,40.0,2012-04-11
2012,4,11,23,39.0,2012-04-11
2012,4,12,0,45.0,2012-04-12
2012,4,12,1,52.0,2012-04-12
2012,4,12,2,51.0,2012-04-12
2012,4,12,3,33.0,2012-04-12
2012,4,12,4,49.0,2012-04-12
2012,4,12,5,46.0,2012-04-12
2012,4,12,6,57.0,2012-04-12
2012,4,12,7,68.0,2012-04-12
2012,4,12,8,47.0,2012-04-12
2012,4,12,9,13.0,2012-04-12
2012,4,12,10,40.0,2012-04-12
2012,4,12,11,22.0,2012-04-12
2012,4,12,12,16.0,2012-04-12
2012,4,12,13,22.0,2012-04-12
2012,4,12,14,13.0,2012-04-12
2012,4,12,15,22.0,2012-04-12
2012,4,12,16,24.0,2012-04-12
2012,4,12,17,18.0,2012-04-12
2012,4,12,18,17.0,2012-04-12
2012,4,12,19,10.0,2012-04-12
2012,4,12,20,19.0,2012-04-12
2012,4,12,21,29.0,2012-04-12
2012,4,12,22,28.0,2012-04-12
2012,4,12,23,33.0,2012-04-12
2012,4,13,0,51.0,2012-04-13
2012,4,13,1,56.0,2012-04-13
2012,4,13,2,84.0,2012-04-13
2012,4,13,3,80.0,2012-04-13
2012,4,13,4,77.0,2012-04-13
2012,4,13,5,89.0,2012-04-13
2012,4,13,6,63.0,2012-04-13
2012,4,13,7,90.0,2012-04-13
2012,4,13,8,91.0,2012-04-13
2012,4,13,9,91.0,2012-04-13
2012,4,13,10,86.0,2012-04-13
2012,4,13,11,85.0,2012-04-13
2012,4,13,12,58.0,2012-04-13
2012,4,13,13,46.0,2012-04-13
2012,4,13,14,29.0,2012-04-13
2012,4,13,15,25.0,2012-04-13
2012,4,13,16,22.0,2012-04-13
2012,4,13,17,14.0,2012-04-13
2012,4,13,18,22.0,2012-04-13
2012,4,13,19,19.0,2012-04-13
2012,4,13,20,20.0,2012-04-13
2012,4,13,21,24.0,2012-04-13
2012,4,13,22,34.0,2012-04-13
2012,4,13,23,47.0,2012-04-13
2012,4,14,0,50.0,2012-04-14
2012,4,14,1,44.0,2012-04-14
2012,4,14,2,56.0,2012-04-14
2012,4,14,3,56.0,2012-04-14
2012,4,14,4,63.0,2012-04-14
2012,4,14,5,72.0,2012-04-14
2012,4,14,6,76.0,2012-04-14
2012,4,14,7,92.0,2012-04-14
2012,4,14,8,101.0,2012-04-14
2012,4,14,9,112.0,2012-04-14
2012,4,14,10,111.0,2012-04-14
2012,4,14,11,89.0,2012-04-14
2012,4,14,12,51.0,2012-04-14
2012,4,14,13,49.0,2012-04-14
2012,4,14,14,29.0,2012-04-14
2012,4,14,15,34.0,2012-04-14
2012,4,14,16,36.0,2012-04-14
2012,4,14,17,31.0,2012-04-14
2012,4,14,18,22.0,2012-04-14
2012,4,14,19,22.0,2012-04-14
2012,4,14,20,34.0,2012-04-14
2012,4,14,21,51.0,2012-04-14
2012,4,14,22,63.0,2012-04-14
2012,4,14,23,69.0,2012-04-14
2012,4,15,0,79.0,2012-04-15
2012,4,15,1,86.0,2012-04-15
2012,4,15,2,84.0,2012-04-15
2012,4,15,3,80.0,2012-04-15
2012,4,15,4,83.0,2012-04-15
2012,4,15,5,106.0,2012-04-15
2012,4,15,6,114.0,2012-04-15
2012,4,15,7,119.0,2012-04-15
2012,4,15,8,139.0,2012-04-15
2012,4,15,9,112.0,2012-04-15
2012,4,15,10,84.0,2012-04-15
2012,4,15,11,52.0,2012-04-15
2012,4,15,12,35.0,2012-04-15
2012,4,15,13,29.0,2012-04-15
2012,4,15,14,27.0,2012-04-15
2012,4,15,15,28.0,2012-04-15
2012,4,15,16,24.0,2012-04-15
2012,4,15,17,16.0,2012-04-15
2012,4,15,18,115.0,2012-04-15
2012,4,15,19,93.0,2012-04-15
2012,4,15,20,75.0,2012-04-15
2012,4,15,21,66.0,2012-04-15
2012,4,15,22,68.0,2012-04-15
2012,4,15,23,73.0,2012-04-15
2012,4,16,0,56.0,2012-04-16
2012,4,16,1,60.0,2012-04-16
2012,4,16,2,20.0,2012-04-16
2012,4,16,3,9.0,2012-04-16
2012,4,16,4,8.0,2012-04-16
2012,4,16,5,7.0,2012-04-16
2012,4,16,6,22.0,2012-04-16
2012,4,16,7,17.0,2012-04-16
2012,4,16,8,15.0,2012-04-16
2012,4,16,9,22.0,2012-04-16
2012,4,16,10,22.0,2012-04-16
2012,4,16,11,22.0,2012-04-16
2012,4,16,12,21.0,2012-04-16
2012,4,16,13,23.0,2012-04-16
2012,4,16,14,23.0,2012-04-16
2012,4,16,15,23.0,2012-04-16
2012,4,16,16,40.0,2012-04-16
2012,4,16,17,47.0,2012-04-16
2012,4,16,18,38.0,2012-04-16
2012,4,16,19,48.0,2012-04-16
2012,4,16,20,56.0,2012-04-16
2012,4,16,21,56.0,2012-04-16
2012,4,16,22,63.0,2012-04-16
2012,4,16,23,61.0,2012-04-16
2012,4,17,0,70.0,2012-04-17
2012,4,17,1,64.0,2012-04-17
2012,4,17,2,73.0,2012-04-17
2012,4,17,3,80.0,2012-04-17
2012,4,17,4,86.0,2012-04-17
2012,4,17,5,90.0,2012-04-17
2012,4,17,6,90.0,2012-04-17
2012,4,17,7,95.0,2012-04-17
2012,4,17,8,101.0,2012-04-17
2012,4,17,9,108.0,2012-04-17
2012,4,17,10,130.0,2012-04-17
2012,4,17,11,127.0,2012-04-17
2012,4,17,12,128.0,2012-04-17
2012,4,17,13,138.0,2012-04-17
2012,4,17,14,121.0,2012-04-17
2012,4,17,15,235.0,2012-04-17
2012,4,17,16,168.0,2012-04-17
2012,4,17,17,136.0,2012-04-17
2012,4,17,18,163.0,2012-04-17
2012,4,17,19,184.0,2012-04-17
2012,4,17,20,164.0,2012-04-17
2012,4,17,21,127.0,2012-04-17
2012,4,17,22,116.0,2012-04-17
2012,4,17,23,108.0,2012-04-17
2012,4,18,0,105.0,2012-04-18
2012,4,18,1,113.0,2012-04-18
2012,4,18,2,121.0,2012-04-18
2012,4,18,3,136.0,2012-04-18
2012,4,18,4,138.0,2012-04-18
2012,4,18,5,140.0,2012-04-18
2012,4,18,6,141.0,2012-04-18
2012,4,18,7,140.0,2012-04-18
2012,4,18,8,144.0,2012-04-18
2012,4,18,9,142.0,2012-04-18
2012,4,18,10,145.0,2012-04-18
2012,4,18,11,155.0,2012-04-18
2012,4,18,12,160.0,2012-04-18
2012,4,18,13,174.0,2012-04-18
2012,4,18,14,178.0,2012-04-18
2012,4,18,15,202.0,2012-04-18
2012,4,18,16,213.0,2012-04-18
2012,4,18,17,222.0,2012-04-18
2012,4,18,18,219.0,2012-04-18
2012,4,18,19,221.0,2012-04-18
2012,4,18,20,225.0,2012-04-18
2012,4,18,21,229.0,2012-04-18
2012,4,18,22,73.0,2012-04-18
2012,4,18,23,51.0,2012-04-18
2012,4,19,0,50.0,2012-04-19
2012,4,19,1,59.0,2012-04-19
2012,4,19,2,70.0,2012-04-19
2012,4,19,3,59.0,2012-04-19
2012,4,19,4,61.0,2012-04-19
2012,4,19,5,69.0,2012-04-19
2012,4,19,6,77.0,2012-04-19
2012,4,19,7,85.0,2012-04-19
2012,4,19,8,97.0,2012-04-19
2012,4,19,9,100.0,2012-04-19
2012,4,19,10,109.0,2012-04-19
2012,4,19,11,102.0,2012-04-19
2012,4,19,12,102.0,2012-04-19
2012,4,19,13,122.0,2012-04-19
2012,4,19,14,125.0,2012-04-19
2012,4,19,15,139.0,2012-04-19
2012,4,19,16,154.0,2012-04-19
2012,4,19,17,156.0,2012-04-19
2012,4,19,18,158.0,2012-04-19
2012,4,19,19,152.0,2012-04-19
2012,4,19,20,148.0,2012-04-19
2012,4,19,21,151.0,2012-04-19
2012,4,19,22,157.0,2012-04-19
2012,4,19,23,159.0,2012-04-19
2012,4,20,0,164.0,2012-04-20
2012,4,20,1,170.0,2012-04-20
2012,4,20,2,174.0,2012-04-20
2012,4,20,3,169.0,2012-04-20
2012,4,20,4,183.0,2012-04-20
2012,4,20,5,176.0,2012-04-20
2012,4,20,6,183.0,2012-04-20
2012,4,20,7,185.0,2012-04-20
2012,4,20,8,149.0,2012-04-20
2012,4,20,9,143.0,2012-04-20
2012,4,20,10,157.0,2012-04-20
2012,4,20,11,172.0,2012-04-20
2012,4,20,12,194.0,2012-04-20
2012,4,20,13,205.0,2012-04-20
2012,4,20,14,177.0,2012-04-20
2012,4,20,15,149.0,2012-04-20
2012,4,20,16,90.0,2012-04-20
2012,4,20,17,65.0,2012-04-20
2012,4,20,18,89.0,2012-04-20
2012,4,20,19,110.0,2012-04-20
2012,4,20,20,118.0,2012-04-20
2012,4,20,21,98.0,2012-04-20
2012,4,20,22,82.0,2012-04-20
2012,4,20,23,100.0,2012-04-20
2012,4,21,0,129.0,2012-04-21
2012,4,21,1,142.0,2012-04-21
2012,4,21,2,148.0,2012-04-21
2012,4,21,3,151.0,2012-04-21
2012,4,21,4,147.0,2012-04-21
2012,4,21,5,167.0,2012-04-21
2012,4,21,6,185.0,2012-04-21
2012,4,21,7,184.0,2012-04-21
2012,4,21,8,154.0,2012-04-21
2012,4,21,9,155.0,2012-04-21
2012,4,21,10,168.0,2012-04-21
2012,4,21,11,155.0,2012-04-21
2012,4,21,12,181.0,2012-04-21
2012,4,21,13,206.0,2012-04-21
2012,4,21,14,202.0,2012-04-21
2012,4,21,15,185.0,2012-04-21
2012,4,21,16,156.0,2012-04-21
2012,4,21,17,149.0,2012-04-21
2012,4,21,18,159.0,2012-04-21
2012,4,21,19,185.0,2012-04-21
2012,4,21,20,200.0,2012-04-21
2012,4,21,21,192.0,2012-04-21
2012,4,21,22,161.0,2012-04-21
2012,4,21,23,147.0,2012-04-21
2012,4,22,0,150.0,2012-04-22
2012,4,22,1,157.0,2012-04-22
2012,4,22,2,143.0,2012-04-22
2012,4,22,3,131.0,2012-04-22
2012,4,22,4,116.0,2012-04-22
2012,4,22,5,115.0,2012-04-22
2012,4,22,6,116.0,2012-04-22
2012,4,22,7,113.0,2012-04-22
2012,4,22,8,115.0,2012-04-22
2012,4,22,9,132.0,2012-04-22
2012,4,22,10,144.0,2012-04-22
2012,4,22,11,160.0,2012-04-22
2012,4,22,12,167.0,2012-04-22
2012,4,22,13,167.0,2012-04-22
2012,4,22,14,162.0,2012-04-22
2012,4,22,15,172.0,2012-04-22
2012,4,22,16,160.0,2012-04-22
2012,4,22,17,195.0,2012-04-22
2012,4,22,18,201.0,2012-04-22
2012,4,22,19,216.0,2012-04-22
2012,4,22,20,235.0,2012-04-22
2012,4,22,21,247.0,2012-04-22
2012,4,22,22,257.0,2012-04-22
2012,4,22,23,245.0,2012-04-22
2012,4,23,0,217.0,2012-04-23
2012,4,23,1,199.0,2012-04-23
2012,4,23,2,203.0,2012-04-23
2012,4,23,3,191.0,2012-04-23
2012,4,23,4,188.0,2012-04-23
2012,4,23,5,190.0,2012-04-23
2012,4,23,6,222.0,2012-04-23
2012,4,23,7,235.0,2012-04-23
2012,4,23,8,230.0,2012-04-23
2012,4,23,9,248.0,2012-04-23
2012,4,23,10,258.0,2012-04-23
2012,4,23,11,266.0,2012-04-23
2012,4,23,12,281.0,2012-04-23
2012,4,23,13,279.0,2012-04-23
2012,4,23,14,278.0,2012-04-23
2012,4,23,15,268.0,2012-04-23
2012,4,23,16,272.0,2012-04-23
2012,4,23,17,277.0,2012-04-23
2012,4,23,18,280.0,2012-04-23
2012,4,23,19,288.0,2012-04-23
2012,4,23,20,303.0,2012-04-23
2012,4,23,21,298.0,2012-04-23
2012,4,23,22,307.0,2012-04-23
2012,4,23,23,268.0,2012-04-23
2012,4,24,0,157.0,2012-04-24
2012,4,24,1,183.0,2012-04-24
2012,4,24,2,208.0,2012-04-24
2012,4,24,3,207.0,2012-04-24
2012,4,24,4,195.0,2012-04-24
2012,4,24,5,174.0,2012-04-24
2012,4,24,6,173.0,2012-04-24
2012,4,24,7,179.0,2012-04-24
2012,4,24,8,187.0,2012-04-24
2012,4,24,9,132.0,2012-04-24
2012,4,24,10,60.0,2012-04-24
2012,4,24,11,40.0,2012-04-24
2012,4,24,12,34.0,2012-04-24
2012,4,24,13,44.0,2012-04-24
2012,4,24,14,48.0,2012-04-24
2012,4,24,15,37.0,2012-04-24
2012,4,24,16,38.0,2012-04-24
2012,4,24,17,35.0,2012-04-24
2012,4,24,18,45.0,2012-04-24
2012,4,24,19,41.0,2012-04-24
2012,4,24,20,43.0,2012-04-24
2012,4,24,21,46.0,2012-04-24
2012,4,24,22,29.0,2012-04-24
2012,4,24,23,14.0,2012-04-24
2012,4,25,0,13.0,2012-04-25
2012,4,25,1,11.0,2012-04-25
2012,4,25,2,9.0,2012-04-25
2012,4,25,3,9.0,2012-04-25
2012,4,25,4,12.0,2012-04-25
2012,4,25,5,11.0,2012-04-25
2012,4,25,6,11.0,2012-04-25
2012,4,25,7,11.0,2012-04-25
2012,4,25,8,10.0,2012-04-25
2012,4,25,9,11.0,2012-04-25
2012,4,25,10,18.0,2012-04-25
2012,4,25,11,16.0,2012-04-25
2012,4,25,12,15.0,2012-04-25
2012,4,25,13,17.0,2012-04-25
2012,4,25,14,13.0,2012-04-25
2012,4,25,15,15.0,2012-04-25
2012,4,25,16,12.0,2012-04-25
2012,4,25,17,11.0,2012-04-25
2012,4,25,18,8.0,2012-04-25
2012,4,25,19,4.0,2012-04-25
2012,4,25,20,6.0,2012-04-25
2012,4,25,21,37.0,2012-04-25
2012,4,25,22,69.0,2012-04-25
2012,4,25,23,120.0,2012-04-25
2012,4,26,0,45.0,2012-04-26
2012,4,26,1,34.0,2012-04-26
2012,4,26,2,28.0,2012-04-26
2012,4,26,3,35.0,2012-04-26
2012,4,26,4,62.0,2012-04-26
2012,4,26,5,81.0,2012-04-26
2012,4,26,6,75.0,2012-04-26
2012,4,26,7,50.0,2012-04-26
2012,4,26,8,51.0,2012-04-26
2012,4,26,9,48.0,2012-04-26
2012,4,26,10,53.0,2012-04-26
2012,4,26,11,65.0,2012-04-26
2012,4,26,12,88.0,2012-04-26
2012,4,26,13,83.0,2012-04-26
2012,4,26,14,76.0,2012-04-26
2012,4,26,15,76.0,2012-04-26
2012,4,26,16,62.0,2012-04-26
2012,4,26,17,53.0,2012-04-26
2012,4,26,18,65.0,2012-04-26
2012,4,26,19,72.0,2012-04-26
2012,4,26,20,78.0,2012-04-26
2012,4,26,21,144.0,2012-04-26
2012,4,26,22,163.0,2012-04-26
2012,4,26,23,176.0,2012-04-26
2012,4,27,0,143.0,2012-04-27
2012,4,27,1,152.0,2012-04-27
2012,4,27,2,160.0,2012-04-27
2012,4,27,3,148.0,2012-04-27
2012,4,27,4,134.0,2012-04-27
2012,4,27,5,112.0,2012-04-27
2012,4,27,6,108.0,2012-04-27
2012,4,27,7,114.0,2012-04-27
2012,4,27,8,107.0,2012-04-27
2012,4,27,9,126.0,2012-04-27
2012,4,27,10,99.0,2012-04-27
2012,4,27,11,55.0,2012-04-27
2012,4,27,12,55.0,2012-04-27
2012,4,27,13,41.0,2012-04-27
2012,4,27,14,21.0,2012-04-27
2012,4,27,15,25.0,2012-04-27
2012,4,27,16,29.0,2012-04-27
2012,4,27,17,27.0,2012-04-27
2012,4,27,18,30.0,2012-04-27
2012,4,27,19,27.0,2012-04-27
2012,4,27,20,30.0,2012-04-27
2012,4,27,21,28.0,2012-04-27
2012,4,27,22,30.0,2012-04-27
2012,4,27,23,39.0,2012-04-27
2012,4,28,0,41.0,2012-04-28
2012,4,28,1,46.0,2012-04-28
2012,4,28,2,72.0,2012-04-28
2012,4,28,3,107.0,2012-04-28
2012,4,28,4,141.0,2012-04-28
2012,4,28,5,135.0,2012-04-28
2012,4,28,6,108.0,2012-04-28
2012,4,28,7,108.0,2012-04-28
2012,4,28,8,98.0,2012-04-28
2012,4,28,9,90.0,2012-04-28
2012,4,28,10,79.0,2012-04-28
2012,4,28,11,70.0,2012-04-28
2012,4,28,12,83.0,2012-04-28
2012,4,28,13,90.0,2012-04-28
2012,4,28,14,106.0,2012-04-28
2012,4,28,15,136.0,2012-04-28
2012,4,28,16,114.0,2012-04-28
2012,4,28,17,98.0,2012-04-28
2012,4,28,18,97.0,2012-04-28
2012,4,28,19,113.0,2012-04-28
2012,4,28,20,160.0,2012-04-28
2012,4,28,21,188.0,2012-04-28
2012,4,28,22,183.0,2012-04-28
2012,4,28,23,182.0,2012-04-28
2012,4,29,0,203.0,2012-04-29
2012,4,29,1,201.0,2012-04-29
2012,4,29,2,195.0,2012-04-29
2012,4,29,3,190.0,2012-04-29
2012,4,29,4,194.0,2012-04-29
2012,4,29,5,184.0,2012-04-29
2012,4,29,6,224.0,2012-04-29
2012,4,29,7,198.0,2012-04-29
2012,4,29,8,198.0,2012-04-29
2012,4,29,9,205.0,2012-04-29
2012,4,29,10,205.0,2012-04-29
2012,4,29,11,220.0,2012-04-29
2012,4,29,12,200.0,2012-04-29
2012,4,29,13,190.0,2012-04-29
2012,4,29,14,166.0,2012-04-29
2012,4,29,15,142.0,2012-04-29
2012,4,29,16,141.0,2012-04-29
2012,4,29,17,127.0,2012-04-29
2012,4,29,18,120.0,2012-04-29
2012,4,29,19,130.0,2012-04-29
2012,4,29,20,176.0,2012-04-29
2012,4,29,21,162.0,2012-04-29
2012,4,29,22,170.0,2012-04-29
2012,4,29,23,168.0,2012-04-29
2012,4,30,0,121.0,2012-04-30
2012,4,30,1,112.0,2012-04-30
2012,4,30,2,107.0,2012-04-30
2012,4,30,3,108.0,2012-04-30
2012,4,30,4,111.0,2012-04-30
2012,4,30,5,115.0,2012-04-30
2012,4,30,6,122.0,2012-04-30
2012,4,30,7,144.0,2012-04-30
