customer_id,age,balance,campaign,y
1181,27,96,1,no
17555,40,5483,2,no
36531,41,164,4,no
17006,56,871,1,no
32382,37,2848,2,no
31342,78,499,4,no
1764,32,-227,1,no
14234,59,1139,2,no
22396,32,334,14,no
15704,32,228,6,yes
1657,37,0,1,no
29342,45,1,2,no
2278,39,23,5,no
27577,48,1000,2,no
12784,35,12,1,no
43768,51,2635,3,yes
42600,27,302,1,no
34220,24,0,2,no
2681,54,2626,2,no
35848,48,1291,2,no
4560,34,458,1,no
34275,31,2083,3,no
25870,38,0,2,no
8195,48,749,3,no
16294,46,55,1,no
10013,35,3015,2,no
897,44,143,1,no
34038,32,4733,1,yes
9988,56,1016,5,no
34578,34,393,9,no
13459,52,0,1,yes
19114,48,1573,1,no
44507,34,2085,3,yes
19309,60,957,2,no
6562,28,4513,3,no
28609,37,796,3,no
31449,26,2855,3,no
42189,63,109,2,yes
28858,33,961,2,no
36616,48,1499,7,no
11636,57,789,3,no
24667,50,66,2,no
6402,35,-718,3,no
31334,58,5810,1,yes
31373,37,1730,1,yes
32860,25,1105,1,no
39690,30,5359,1,yes
38098,48,168,2,no
33553,28,1687,2,no
26960,49,436,1,no
32685,45,271,1,no
40162,42,8037,2,no
12284,29,214,5,no
39862,26,3178,1,no
13518,57,976,1,no
32130,57,12048,2,no
15619,46,399,1,no
24190,44,6203,1,no
32383,31,319,2,no
10386,40,8379,6,no
15500,58,237,3,no
4680,39,0,2,no
5772,58,0,1,no
12523,37,29,2,no
37160,33,350,1,no
3420,42,1323,5,no
22763,36,2397,9,no
38021,43,-418,2,no
27081,48,4265,1,no
20085,45,115,4,no
10629,46,993,1,no
2719,39,317,3,no
18495,41,0,2,no
21116,60,759,2,no
31577,41,902,1,no
2232,52,944,3,no
3569,52,1079,7,no
41991,38,0,1,yes
14876,39,50,2,no
12590,36,88,2,no
26578,35,3863,1,no
35023,23,834,3,no
13660,32,794,1,yes
14,58,71,1,no
40444,56,1044,2,yes
43936,48,1290,1,no
21866,37,1572,6,no
35028,37,0,2,no
14001,39,1220,20,no
29869,26,44,2,no
14741,54,765,3,no
9173,38,2600,2,no
22989,43,17555,14,no
21273,46,689,7,no
8474,48,4408,6,no
6683,32,284,2,no
24051,52,5303,1,yes
28911,29,536,5,no
27834,58,446,2,no
4531,38,4399,2,no
19342,31,200,2,no
33322,41,241,1,no
8953,38,625,2,no
32642,35,195,1,no
15869,49,-403,2,no
42923,49,171,6,no
15190,42,1699,2,no
13397,35,1994,1,no
6632,26,668,3,yes
24468,41,3029,2,no
31092,36,953,1,no
26653,38,1696,2,no
25681,44,688,1,no
27775,30,464,1,no
26535,38,0,1,no
14990,36,522,1,no
36555,35,211,1,no
8649,28,1582,2,no
16704,50,1679,2,no
16850,55,149,6,no
44775,33,2368,1,no
5854,33,2720,3,no
34846,32,6402,1,no
31480,54,1004,1,no
38283,33,1138,2,no
32533,64,493,1,no
31713,46,283,1,yes
1214,31,7444,1,no
5228,33,372,1,no
29552,36,587,2,no
19304,55,0,2,no
23273,38,-453,9,no
7380,45,594,2,yes
27061,42,0,1,yes
12661,31,19,2,no
24211,47,0,1,no
24874,35,153,2,no
12066,58,0,4,no
17240,48,759,5,no
35831,41,1717,2,no
2096,31,286,4,no
25378,30,1185,2,no
45128,67,16353,2,no
5237,35,994,8,yes
39605,21,360,2,yes
23188,35,0,4,no
43605,60,2389,1,no
8640,52,70,2,no
17642,36,125,4,no
41511,30,147,1,yes
7169,40,451,1,no
42792,66,1948,1,yes
42659,59,4198,1,yes
7457,59,9976,2,no
22625,32,2172,4,no
22184,30,423,2,no
37777,42,171,1,no
25002,55,5010,1,no
38916,31,224,1,no
32473,25,1312,1,no
442,34,242,1,no
9804,44,11016,3,no
40580,34,144,3,no
4105,32,132,2,no
18388,49,313,7,no
39258,32,1267,2,no
12663,28,-127,3,yes
5353,29,132,3,no
44952,48,973,1,yes
26304,34,3626,2,no
18193,49,769,4,no
26705,39,31,2,no
6677,53,45,6,no
6889,24,327,2,no
25403,55,1526,1,no
16636,32,0,6,no
10982,48,306,2,no
25498,52,488,3,no
31065,53,2152,3,yes
17004,34,318,5,no
36227,39,322,1,no
3443,42,1048,1,no
632,32,395,3,no
27840,58,374,1,no
22001,36,196,2,no
22005,33,106,3,no
45115,36,204,1,no
33677,34,151,4,no
11452,57,1795,1,no
23161,37,0,6,no
26101,40,3352,2,yes
14970,40,1206,5,no
39247,45,2394,12,no
3943,41,493,3,no
39091,27,409,4,no
30353,42,2037,1,no
33754,65,90,1,yes
11209,51,167,4,no
43291,77,29340,1,yes
7526,33,331,3,no
21340,55,1097,2,no
9325,39,1701,1,no
26195,34,296,1,no
39160,30,264,2,no
14144,30,35,2,no
29974,51,618,1,no
13227,38,1508,2,no
36602,58,670,1,yes
17736,50,2910,1,no
10049,57,964,5,no
25878,51,3,2,no
10017,39,1367,4,no
19292,40,0,6,yes
4220,42,1990,1,no
22126,32,0,2,no
33795,66,2883,1,yes
13366,57,10,3,no
38224,46,-816,1,no
39454,49,1843,1,no
22039,34,19,3,no
35875,46,-637,1,no
29156,36,131,1,no
19387,48,0,5,no
16214,33,0,13,no
5330,32,225,1,no
43130,78,3219,1,yes
28545,35,362,2,no
21522,53,210,2,no
28474,33,145,2,no
25741,53,3711,1,no
26044,50,1784,3,no
21965,38,3440,10,no
905,33,442,1,no
12430,34,0,3,no
8231,28,8263,1,no
17458,36,13315,8,no
8518,51,1291,2,no
25633,32,10218,2,no
41929,64,4688,1,yes
32824,48,266,2,no
41384,63,1849,2,no
14385,50,156,3,yes
1247,35,2151,1,no
36962,46,2381,3,no
44337,32,6138,2,yes
5271,30,3967,1,no
9698,37,-178,5,no
3319,51,154,1,no
32181,35,444,3,no
43397,46,2466,3,yes
14085,37,0,2,no
4326,30,0,3,no
20914,47,1803,7,no
40520,25,1129,2,no
18966,53,2578,2,no
22092,40,52527,11,no
5074,35,432,55,no
597,54,0,3,no
38380,29,6567,2,yes
26814,36,0,8,no
148,48,293,1,no
26923,37,1560,1,no
19604,38,112,4,no
11575,39,1986,1,no
5435,30,302,1,no
30480,48,426,2,no
24167,43,219,1,no
16918,39,355,1,no
17758,40,390,3,no
35242,40,-164,1,no
37371,23,292,2,no
1479,32,184,4,no
22592,45,1064,6,no
24271,37,5447,1,yes
43369,35,957,4,no
38202,31,291,1,no
18271,46,1114,8,no
22230,30,6619,8,no
12681,34,296,4,no
14286,45,706,2,no
30066,43,250,2,no
309,44,129,2,no
31133,32,2340,2,yes
472,39,109,3,no
31061,26,11862,1,yes
37694,39,3202,8,no
26777,52,7119,3,yes
34992,28,1010,1,no
28170,60,-79,1,no
31083,47,0,2,yes
9569,57,1114,2,no
28114,29,1027,3,no
35693,39,1965,1,no
28974,38,757,1,no
21374,59,3779,3,no
27482,31,307,2,no
20789,34,8463,2,no
1049,51,98,2,no
24955,36,0,1,no
28460,30,1009,1,no
9119,39,0,1,no
39563,37,11303,2,no
13907,27,87,1,no
33658,29,131,4,no
21199,32,303,3,no
31174,30,5561,1,yes
11437,42,283,1,no
33035,46,864,3,no
17782,55,0,2,no
19365,36,2660,2,no
25459,36,481,3,no
41817,62,0,1,no
10172,44,594,1,no
10254,37,-142,3,no
19786,56,66721,2,no
34291,45,1998,5,yes
24240,48,295,1,no
1271,48,4,1,no
24678,38,324,3,no
19244,34,2956,2,yes
19680,45,724,1,no
42146,36,7222,4,no
39309,24,183,4,no
1585,33,4012,4,no
34273,26,1153,3,no
43121,54,65,1,no
17251,39,366,5,no
39752,37,23,1,no
28371,26,1213,1,no
18738,41,0,10,no
33331,46,348,1,no
34457,30,-111,1,no
14502,44,58,3,no
13843,32,0,1,no
1340,43,186,1,no
40009,58,2261,1,no
36453,37,133,2,yes
22249,37,21,12,no
10193,36,9019,3,no
11462,56,101,1,no
7937,51,610,3,no
21217,51,47,4,no
40678,65,162,3,no
5663,42,-245,1,no
429,38,4325,1,no
39167,27,240,4,no
21533,39,285,2,no
15432,26,0,1,no
18058,50,1011,2,no
27007,30,1718,4,no
21423,58,1241,2,yes
5402,36,1109,5,no
16399,59,0,1,no
97,55,383,1,no
44191,66,2173,1,no
40562,79,4738,5,no
20764,56,0,4,no
12338,46,157,1,no
13264,30,307,2,no
4914,37,-954,3,no
11779,37,1038,3,no
506,45,1297,2,no
38174,33,849,2,no
18363,52,4358,7,no
5678,50,683,3,no
5719,32,86,1,no
3076,49,21,1,no
11282,52,0,12,no
32898,34,3986,2,no
6803,47,578,1,no
1772,31,1656,3,no
29888,39,43,1,no
18373,41,944,2,no
28939,46,700,1,no
39379,39,18,1,no
23580,44,0,10,no
8351,37,-165,2,no
12314,47,0,3,no
31614,46,1070,2,no
17169,37,0,8,no
6362,30,1359,1,no
27851,31,53,2,no
22284,47,11,3,no
23353,58,0,28,no
41868,70,3175,2,no
34594,45,-11,1,no
29587,29,18,3,no
42239,63,8044,1,no
1492,28,0,2,no
6574,56,292,9,no
44038,27,1423,1,no
15865,51,3926,2,no
3114,47,3630,4,no
4063,46,357,2,no
41850,27,893,2,yes
8279,41,1905,4,no
41988,57,254,1,yes
1414,30,178,1,no
30872,35,182,7,no
8475,57,519,3,no
26136,53,1034,2,no
37205,41,121,6,no
36479,46,124,4,no
19288,52,3151,2,no
38739,26,0,4,no
42057,28,2306,2,no
43133,61,6610,2,yes
42550,32,593,2,no
19591,32,150,2,no
22240,37,-18,4,no
33167,30,8304,1,no
3836,24,409,1,yes
13062,42,1322,1,no
11828,50,1098,3,no
17083,32,441,2,no
28760,39,1492,1,no
37206,36,1129,1,no
23969,59,418,4,no
26979,39,4619,1,no
34609,37,3043,1,no
24151,31,163,1,no
30820,37,688,2,no
11848,39,-251,6,no
448,50,-84,1,no
4292,36,2079,2,no
29473,29,307,1,no
22113,37,102,2,no
4827,39,597,2,no
40928,19,56,1,no
43165,30,5359,1,yes
26690,43,6424,1,no
40551,48,0,1,no
31715,31,1601,1,no
24048,50,12519,1,no
10379,37,693,1,no
45205,73,2850,1,yes
25124,32,27,1,no
22576,31,18,3,no
40381,66,1048,2,no
25049,44,3340,1,no
25864,37,523,1,no
7417,55,53,2,no
43403,53,459,1,yes
38684,43,-67,7,no
44765,39,300,6,no
34433,35,174,1,no
30790,33,17946,5,no
27614,41,1820,3,no
12460,29,33,1,no
30589,29,111,2,no
18516,35,0,4,no
31628,38,1997,10,no
4738,30,142,4,no
26964,52,1727,1,no
7325,33,127,2,yes
7050,35,120,2,no
3495,55,-171,2,no
2889,53,383,1,no
43667,78,832,3,no
15712,58,0,1,no
20514,53,-1,2,no
34886,34,-401,1,no
205,35,0,1,no
22428,58,0,2,no
43770,31,411,3,no
37715,48,214,1,yes
39079,30,726,1,no
38621,30,355,2,no
11473,38,62,1,no
36318,35,-367,1,no
40509,31,2093,1,no
20798,51,0,2,no
1563,53,468,5,no
27073,52,1837,1,no
34895,33,0,5,no
38923,31,360,1,yes
37841,50,2719,2,no
18680,47,94,19,no
27674,51,2937,3,no
42134,36,506,1,yes
20736,51,79,2,no
12378,58,65,1,no
34974,38,1016,2,no
1969,25,96,2,no
31445,32,2321,2,no
12377,55,2,4,no
18752,43,5048,3,no
22633,33,0,1,no
9909,44,20,1,no
24432,40,0,1,no
34834,44,1850,1,no
37984,36,1041,2,no
22110,48,492,2,no
36320,40,1011,2,no
725,36,688,2,no
31594,44,879,1,no
8257,29,2998,3,no
43923,62,1742,2,yes
30149,48,4803,6,no
13650,52,0,1,no
38276,31,4561,1,no
2490,44,0,2,no
26455,32,3201,1,no
27810,26,461,1,no
3923,45,4537,2,no
32745,41,475,1,no
21233,60,7,5,no
26875,44,0,3,no
18306,51,63,4,no
42477,57,1016,1,no
7933,27,-79,5,no
24383,51,1191,1,no
22159,56,502,2,no
34012,53,1624,3,yes
16358,38,1,1,no
26966,31,2589,1,yes
87,56,45,1,yes
33824,56,3287,1,yes
38314,45,5315,2,no
22168,35,8,2,no
39112,53,273,1,no
40828,33,661,1,no
26292,32,2085,1,no
25825,44,0,1,no
31870,57,1412,1,no
38532,34,390,2,no
1191,33,176,1,no
30093,49,171,3,no
43006,60,523,1,yes
45143,34,79,2,no
32646,40,190,1,no
44142,31,2907,1,yes
33473,37,250,3,no
25666,32,1923,1,no
41102,82,276,1,yes
7626,36,-260,2,no
7680,55,5,2,no
40222,50,151,4,no
40452,52,1524,6,yes
39703,44,7818,1,yes
10822,36,652,1,no
26613,37,2424,2,no
6691,33,855,5,no
34378,34,698,5,no
2716,51,330,4,no
40938,40,2064,1,no
14887,58,0,6,no
42282,61,3114,1,yes
18113,44,2023,21,no
22462,32,282,2,no
19493,58,2690,2,no
42316,62,135,13,no
37902,39,126,1,no
43798,66,2149,2,yes
22115,58,287,8,no
41170,44,10905,2,yes
35403,40,1938,1,no
13836,42,703,1,no
30639,33,802,1,no
19677,42,83,1,no
43986,37,16,1,no
43490,35,649,1,no
20871,32,90,2,no
32655,30,5,3,yes
15216,42,484,3,no
12830,33,149,1,no
22409,35,1048,2,no
21813,47,11,2,no
3623,43,7727,8,no
31491,49,20727,3,no
20091,54,221,2,no
42373,57,1299,2,no
32815,44,-372,3,no
22061,37,0,5,no
17407,34,64,2,no
39081,32,3540,1,no
7340,36,4585,3,no
33126,22,466,1,no
38125,47,175,4,no
39146,34,1158,7,no
15058,31,187,1,no
38588,39,1674,10,no
8469,37,907,1,no
40548,49,114,2,no
3201,30,678,4,no
39137,32,-454,5,yes
25543,32,964,1,no
5015,28,2034,1,no
26049,54,0,3,no
10878,38,246,2,no
23634,30,17,6,no
16529,47,30,2,no
5750,40,669,3,no
14737,33,-325,6,no
26806,35,1070,2,no
15057,30,4,1,no
34337,30,533,4,yes
20957,54,869,2,no
44588,30,28,1,no
40545,54,5084,1,no
28189,59,1857,1,no
23019,44,813,2,no
25277,34,932,2,no
29909,60,6132,2,no
40594,49,0,5,no
29762,45,305,1,no
27715,28,290,1,no
36074,35,4515,3,no
23517,53,42,4,no
2596,40,4436,2,no
1189,36,-206,2,no
20760,47,432,2,no
14947,55,-480,2,no
12099,54,901,3,no
35352,42,2348,2,no
6235,58,90,1,no
10348,50,260,1,no
40315,55,86,1,no
14129,56,-762,2,no
17307,27,0,2,no
23301,39,81,4,no
6119,49,489,4,no
18700,35,1078,4,no
12916,52,1023,6,no
17970,44,488,11,no
14849,36,324,1,yes
3877,50,363,1,yes
38289,31,154,1,no
35327,48,0,1,no
1304,40,121,1,no
12576,54,42,2,no
25433,31,202,1,no
31813,55,12,1,no
34775,53,81,5,no
17115,28,230,3,no
4538,33,7,1,no
2651,46,369,2,yes
14494,44,241,3,no
14553,45,557,4,no
2150,36,199,4,no
6687,41,-365,10,no
36729,32,1787,4,no
6347,56,-154,1,no
30241,58,1798,8,no
43208,42,144,1,yes
32673,37,9269,1,no
36397,47,373,2,no
3442,46,536,2,no
36234,40,-438,1,yes
35978,34,471,3,no
26730,43,14679,3,no
16657,56,0,1,no
41302,36,40,3,no
19810,47,902,3,no
19120,42,921,3,yes
40014,42,15445,2,no
31188,28,2489,2,yes
10174,51,13089,1,no
2134,26,288,2,no
9295,24,0,26,no
6731,28,115,4,no
2142,32,108,1,no
5118,46,0,10,no
14170,40,1225,2,no
37470,34,3778,3,no
32433,41,431,1,no
16722,45,2718,2,no
37108,39,462,1,yes
44514,24,1925,1,yes
4991,42,2974,5,no
6147,37,-24,1,no
29106,35,994,2,no
7341,40,223,1,no
34271,57,606,2,no
41796,23,107,1,yes
21604,32,10,2,no
36750,30,789,1,no
37089,38,354,1,no
10860,53,1060,4,no
18189,56,0,6,no
39685,60,2063,1,no
32830,46,1631,1,no
2259,31,286,2,no
10218,36,1766,2,yes
4352,27,-3,5,no
22733,40,214,6,no
31191,41,280,2,yes
4421,34,0,1,no
31425,50,0,2,no
37635,47,980,1,no
19028,48,202,1,no
34452,41,5766,1,no
23163,39,46,10,no
25976,41,4903,2,no
17213,58,331,3,no
36422,37,0,6,no
16072,32,423,17,no
27853,48,0,1,no
32101,52,1944,3,no
24389,33,685,1,no
26840,53,2679,3,yes
16116,31,-81,1,no
22751,45,309,4,no
21442,52,-644,3,no
264,42,742,3,no
14723,37,20,4,no
29748,30,1028,2,yes
33145,57,3082,2,no
15470,36,370,6,no
17990,44,2439,2,no
6341,27,1391,1,no
10870,58,592,1,no
5153,34,245,3,no
26935,52,0,1,no
21536,48,-95,9,no
1195,43,870,1,no
39970,41,140,1,no
9596,35,640,2,no
6112,38,508,2,no
16343,38,-1038,1,no
7801,35,-257,7,no
3595,55,874,11,no
3178,26,-219,5,no
44509,29,464,2,yes
11922,53,6859,27,no
40131,57,1227,1,yes
31551,44,887,2,no
20773,49,2765,4,no
35219,26,-295,1,no
11900,37,3876,12,no
20411,60,2722,2,yes
6522,34,-259,2,no
14287,60,1130,2,no
15014,31,0,1,no
6557,38,199,4,no
5573,33,0,5,no
33347,35,-291,3,no
13656,52,350,1,no
28884,44,780,2,no
24929,53,53,1,no
20737,31,-405,2,yes
23583,50,6288,14,no
29621,54,175,4,no
6014,49,365,2,no
6120,43,-124,5,no
25721,33,0,2,no
8597,34,912,1,no
20713,37,137,6,no
8921,36,138,3,no
14277,33,179,7,no
18578,36,2547,1,no
1508,44,365,2,no
1742,29,0,1,no
7365,39,3032,1,no
19327,54,320,4,no
6749,44,72,2,no
17354,59,0,2,no
13063,42,-272,1,no
3887,27,-308,16,no
42201,61,4162,1,no
32800,45,2348,1,no
495,30,-209,2,no
42582,27,1595,2,yes
33870,30,213,1,no
42002,80,87,2,no
5254,36,711,2,no
40446,26,1393,1,no
36839,28,197,1,no
28044,27,760,2,no
8593,27,6010,1,no
42705,28,3053,4,no
22679,58,9,23,no
39666,34,1406,1,yes
18790,36,306,3,no
42666,32,51,1,yes
40702,41,1536,1,yes
25454,35,12256,4,no
6425,53,351,4,no
13971,51,126,1,no
33637,35,129,3,no
39602,28,336,1,no
23337,48,164,4,no
31255,60,404,2,yes
27403,39,137,9,no
10601,49,1381,2,no
29680,42,725,3,no
19724,41,768,3,no
31292,52,0,1,no
40908,69,324,1,no
14351,47,-331,4,no
2742,48,9004,3,no
5036,34,603,3,no
18727,50,2725,4,no
4440,38,3750,1,no
23618,55,879,8,no
16427,47,1101,3,yes
33345,34,1183,2,no
28737,54,1555,5,no
15608,32,1806,4,no
43742,53,53,1,yes
811,36,-251,1,no
37567,42,325,4,no
36910,31,2592,2,no
7415,40,100,2,no
2309,41,171,4,no
32486,33,148,1,no
40395,44,2383,2,yes
30273,38,65,1,no
15270,55,0,2,yes
29157,40,504,1,no
5219,33,3132,5,no
4234,52,-346,3,no
14783,52,92,7,no
518,44,148,1,no
5796,45,18,2,no
14647,39,0,4,no
30492,57,3754,2,yes
28217,48,717,1,no
35856,50,300,1,no
13675,44,0,1,no
9521,38,3598,1,no
28096,31,1709,3,yes
17379,38,-275,3,no
24423,55,1730,2,no
32918,37,752,3,no
3947,25,304,3,no
16248,46,2166,1,yes
30378,29,4,1,no
6050,33,-271,2,no
25632,32,360,2,no
5389,25,51,2,no
42273,75,2199,1,no
37333,37,0,1,no
18577,36,2706,3,no
27808,29,187,1,no
28510,30,9,2,no
2899,43,887,1,no
10167,38,433,1,no
35424,30,492,1,no
34814,24,27,1,no
39000,33,48,5,no
42736,45,2556,2,no
32950,53,778,2,no
34627,39,224,1,no
10051,41,0,9,no
23086,41,236,4,no
41647,25,5,1,no
11595,39,2453,2,no
37533,45,1501,3,no
3616,61,280,3,no
24994,51,532,1,no
1053,27,671,2,no
42363,28,1925,1,yes
31764,42,233,1,no
26993,42,-1085,1,no
44552,67,5275,4,yes
38195,38,4312,4,no
15076,48,461,1,no
16382,26,33,1,no
42124,35,1133,1,yes
24849,35,0,1,no
30158,50,-111,11,no
14738,52,497,5,no
36236,29,31,1,no
19589,35,176,2,no
6810,32,642,2,no
20022,54,196,4,no
10970,36,99,9,no
19937,38,-1,4,no
35049,41,2470,2,no
31902,47,0,1,no
3198,43,56831,1,no
22285,31,4,3,no
28727,27,92,4,no
3392,26,192,1,no
12059,41,1147,10,no
25223,33,244,2,no
18799,56,-6,16,no
13489,60,19447,1,no
26365,56,424,5,no
28818,31,1400,2,no
3781,26,241,1,no
32180,38,6158,5,yes
34072,50,938,1,yes
11105,29,1104,9,no
31682,46,1198,1,no
4150,31,0,1,no
5190,35,0,5,no
23658,34,4348,8,no
31784,39,217,1,no
30310,33,10600,1,no
6543,24,2278,4,no
5990,33,0,2,no
34867,43,9,1,no
20140,39,394,2,no
38147,28,916,1,no
24082,57,19268,1,yes
36009,42,256,1,no
23315,31,1788,15,no
18996,60,546,2,no
38053,37,987,2,no
26726,53,7724,2,no
44422,60,0,1,no
6071,32,6471,4,no
31193,42,576,1,yes
14580,40,0,4,no
38952,29,1856,1,no
40820,37,789,1,no
25451,39,4,5,no
30866,28,313,2,yes
14704,49,4177,4,no
26644,34,5039,6,no
35871,26,0,1,no
35121,35,802,2,yes
43228,54,2473,2,yes
12894,40,193,1,no
32196,39,937,4,yes
32990,36,157,2,no
26523,48,2675,1,no
40475,47,4879,3,no
13099,32,-197,1,no
26861,41,769,4,no
20780,50,36,10,no
31562,31,695,1,no
36451,31,2377,3,no
510,26,712,1,no
4417,35,0,1,yes
18201,43,2682,8,no
20491,31,438,2,no
37580,34,529,1,no
108,34,61,1,no
38723,32,329,4,no
31591,37,749,2,no
26208,30,196,1,no
29343,39,588,2,no
967,49,1496,4,no
1449,29,607,3,no
32852,30,939,1,no
21256,43,1413,9,no
21935,32,0,4,no
22106,45,0,2,no
24391,53,2228,1,yes
24570,55,0,1,no
15074,34,3064,1,no
15412,39,241,2,no
16600,40,416,2,no
12655,53,207,1,no
4609,37,660,2,no
4658,46,477,6,no
38802,33,2533,6,no
35018,33,289,1,no
2549,55,789,2,no
13291,30,137,2,no
25067,30,0,1,no
44869,31,2590,2,no
16786,37,3226,3,no
11276,45,2571,2,no
41239,32,227,2,no
31489,41,0,2,no
29636,33,289,3,no
20371,55,2120,3,no
20748,49,640,4,no
7587,26,686,2,no
37956,23,1587,2,no
44468,42,1536,1,no
38992,42,-376,1,no
15220,50,246,2,no
1517,40,118,3,no
10714,49,3096,2,no
11360,44,2524,1,no
20802,33,763,8,no
25318,32,6188,1,no
7238,39,185,3,no
23843,51,255,2,no
13392,37,1003,3,no
31677,38,2012,3,no
29332,46,977,3,yes
42962,35,-32,4,yes
22542,31,354,2,no
5942,31,1032,6,no
2985,34,577,1,no
27063,31,159,1,no
4845,31,109,1,no
11752,51,0,3,no
20878,59,1393,1,no
378,43,98,1,no
26482,33,-281,1,no
30385,32,-149,1,no
19349,49,322,4,no
6483,30,-27,2,no
11394,58,1463,1,no
15055,42,138,1,no
38424,26,2138,8,no
40445,27,302,1,yes
30973,51,285,2,no
8125,56,-1,1,no
39974,52,2104,2,yes
11885,50,2812,37,no
42757,44,2776,1,yes
2868,53,5700,1,no
9787,44,2876,1,no
15963,43,788,3,no
32680,31,985,1,yes
19068,31,2388,1,no
4423,31,1222,1,no
29013,49,-367,1,no
17783,30,92,5,no
3075,44,1945,1,no
45113,24,1234,2,no
29231,57,567,2,no
22723,49,112,10,no
1398,30,70,3,no
28913,36,115,1,no
19793,32,1388,6,no
31497,54,5399,3,no
22050,31,36,3,no
20041,31,3897,3,no
31203,33,218,4,no
2241,35,538,4,no
17589,51,5,2,yes
23775,45,265,3,no
20254,37,801,7,no
6234,34,13,2,no
41772,51,2109,2,yes
1107,47,145,6,no
6113,59,351,5,yes
24665,31,1354,2,no
181,31,37,1,no
42779,42,7560,1,yes
13688,38,-2093,3,no
5713,35,103,2,no
7780,29,200,2,no
1535,33,832,3,no
24776,48,1741,1,no
19588,46,1175,2,no
33571,36,-289,2,no
37557,40,131,3,no
15768,48,0,1,no
28701,27,261,2,no
43744,38,4321,1,no
11225,50,753,2,no
2256,25,-76,3,no
28071,37,37,2,no
33856,25,0,7,no
5090,34,293,3,no
12729,33,170,1,yes
23757,35,-30,2,no
1802,29,262,1,no
16809,40,191,5,no
8358,47,344,1,no
17164,40,0,11,no
10312,47,440,1,no
34738,37,0,1,no
7887,41,568,2,no
40666,65,1176,1,no
30766,46,22,10,no
37351,36,702,4,no
6700,54,1865,2,no
14816,29,465,1,no
12571,51,60,1,no
15732,45,210,1,no
8201,36,0,3,no
33855,29,7707,2,yes
14979,58,91,2,no
28051,45,-33,3,no
517,44,40,2,no
27347,48,-552,2,no
2044,50,103,6,no
31952,35,327,3,no
38803,35,305,7,no
1244,45,1381,1,no
19991,47,131,1,no
19809,48,0,9,no
39025,27,438,5,no
16596,51,603,2,yes
1842,32,708,1,no
8403,25,-589,1,no
42688,40,226,2,no
43214,73,1050,3,yes
43284,61,4608,1,yes
17673,45,2690,4,no
2859,48,584,1,no
12277,25,52,2,yes
6977,51,0,2,no
18447,58,3648,4,no
16853,50,619,2,no
13064,34,-133,1,no
9294,39,2805,2,no
27340,38,5293,3,no
36242,29,415,3,no
29986,29,697,1,yes
20465,49,1269,9,no
629,34,2434,4,no
1347,28,6,1,no
1180,42,420,1,no
38360,33,-198,1,no
24136,48,15,1,no
32764,33,5833,1,no
3103,41,343,7,no
5614,37,13849,5,no
1428,60,0,1,no
27989,32,787,1,no
17747,57,132,3,no
6374,32,223,4,no
31874,53,1090,1,no
33051,37,235,4,no
11099,37,1736,1,no
12241,42,-1613,18,no
17340,29,361,3,no
39564,30,938,2,no
43473,38,497,1,yes
38513,58,66,4,no
7134,41,3279,1,no
37424,37,-308,4,no
26756,42,8899,2,no
5054,28,264,2,no
12991,28,-228,3,no
19425,46,1085,8,no
25938,56,444,1,no
42587,30,2907,2,no
22235,56,1694,10,yes
39356,38,976,8,no
17699,49,7254,4,no
40084,41,3426,2,yes
3004,54,1480,1,no
8909,37,311,1,no
6137,52,876,3,no
22047,53,913,3,no
14122,47,-226,2,no
43589,33,952,5,yes
5289,32,-32,1,no
35217,32,514,1,no
30588,53,287,5,no
22494,46,144,4,no
32807,39,5873,1,no
35698,46,716,1,no
31243,46,0,13,yes
5274,33,6227,2,no
7654,29,239,4,no
33968,33,4401,1,yes
24732,55,0,3,no
11070,48,734,3,no
8569,39,208,2,no
19653,46,22,4,no
3228,44,1033,1,no
24107,59,258,1,yes
19218,51,1178,2,no
12249,29,1661,2,no
28167,36,36,1,no
41841,57,1318,1,yes
30358,37,7433,3,yes
16257,41,0,3,no
8871,26,-147,2,no
44228,58,1299,2,no
27088,34,3679,1,no
2936,56,1412,1,no
13168,59,3540,1,no
13706,42,-274,1,no
2233,36,134,2,no
11193,42,4930,1,yes
38859,26,3519,1,no
37429,37,1328,2,no
16367,40,294,5,no
22810,30,73,6,no
39795,55,0,1,no
37412,26,96,2,no
42163,73,19,2,no
31998,37,897,2,no
4217,28,1306,3,no
15335,47,-185,2,no
14710,54,126,4,no
317,36,539,2,no
22352,32,522,2,yes
9862,36,2054,1,no
37184,35,34,2,no
10325,36,2880,1,no
31772,65,20806,2,yes
36096,39,-404,1,no
29213,43,257,2,no
36727,39,607,2,yes
33374,42,2717,2,no
15365,44,3286,1,no
19335,47,3973,2,no
38229,34,787,1,no
1333,34,177,1,no
12115,37,-456,7,no
43912,27,861,4,yes
12385,33,837,8,no
15171,44,0,17,no
279,38,570,2,no
6647,28,802,3,no
37620,31,1270,1,no
32632,36,302,1,no
43829,39,108,3,no
29668,58,0,3,no
44793,40,3585,3,yes
15615,42,156,4,no
6276,36,474,1,no
37353,40,147,1,no
25525,30,4319,1,no
6537,35,424,2,no
40383,63,2747,1,no
43259,19,108,2,yes
375,48,131,1,no
41297,60,108,1,yes
2088,26,-402,2,no
15284,46,709,4,no
42476,22,1258,1,no
42382,58,4007,4,no
10956,40,-616,2,no
11016,28,0,27,no
36796,56,373,1,no
17984,38,105,2,no
14086,51,0,2,no
