Age,Gender,Education,MonthlyIncome,OverTime,DistanceFromHome,YearsAtCompany,Attrition
48,Male,3,4240,No,6,2,No
48,Male,4,10999,No,4,15,No
41,Female,2,5003,No,7,2,No
39,Female,1,12742,No,1,21,No
27,Female,4,4227,No,2,3,No
35,Male,3,3917,No,10,3,No
42,Male,2,18303,No,5,1,No
50,Male,3,2380,No,9,1,No
59,Female,3,13726,Yes,2,5,No
37,Female,2,4777,No,11,1,Yes
55,Male,4,6385,Yes,18,8,No
41,Female,1,19973,No,7,21,No
38,Male,4,6861,Yes,3,1,No
26,Male,2,4969,No,29,2,Yes
52,Female,1,19845,No,2,32,Yes
44,Female,3,13320,Yes,28,12,No
50,Female,3,6347,No,1,18,No
36,Female,4,2743,No,16,17,Yes
39,Female,3,10880,Yes,22,21,No
33,Female,1,2342,No,8,2,No
45,Female,2,17650,No,11,9,No
32,Female,4,4025,No,29,8,No
34,Male,4,9725,No,1,15,No
59,Male,2,11904,Yes,1,6,No
45,Male,4,2177,No,24,6,No
53,Female,3,7525,No,2,15,No
36,Male,3,4834,No,15,1,Yes
26,Male,3,2042,Yes,2,3,Yes
34,Female,4,2220,Yes,10,1,No
28,Male,1,1052,No,10,1,No
38,Male,4,2821,No,3,2,No
50,Male,4,19237,Yes,2,8,No
37,Female,3,4107,No,3,4,No
40,Male,3,8396,No,26,7,No
26,Female,1,2007,No,1,5,No
46,Male,4,19627,No,1,2,No
54,Female,4,10686,No,2,9,No
56,Female,3,2942,No,9,5,No
36,Female,5,8858,No,12,14,No
55,Male,1,16756,No,2,9,No
43,Male,3,10798,No,25,1,No
20,Female,3,2323,Yes,9,2,Yes
21,Female,3,1416,No,10,1,Yes
46,Female,4,4615,Yes,8,16,No
51,Male,4,2461,Yes,4,10,Yes
28,Male,2,8722,No,24,10,Yes
26,Male,2,3955,No,1,5,No
30,Male,3,9957,No,20,6,No
41,Female,2,3376,No,7,10,No
38,Female,1,8823,No,17,19,No
40,Male,4,10322,No,20,11,No
27,Male,5,4621,No,8,3,No
55,Male,1,10976,No,2,3,No
28,Female,3,3660,No,10,8,No
44,Male,2,10482,No,1,20,Yes
33,Male,3,7119,No,5,3,No
35,Male,3,9582,Yes,4,8,Yes
33,Female,4,4508,No,29,13,Yes
28,Male,2,2207,No,15,4,No
34,Male,1,7756,No,3,6,No
37,Female,4,6694,Yes,10,1,No
25,Male,1,3691,Yes,4,7,Yes
26,Male,3,2377,No,21,1,Yes
33,Male,3,2313,Yes,25,2,Yes
42,Male,2,17665,No,2,22,No
28,Male,3,2596,No,1,1,Yes
50,Male,4,4728,Yes,1,0,Yes
33,Female,3,4302,No,7,3,No
34,Male,4,2979,No,3,0,No
48,Male,4,16885,No,1,5,No
45,Female,4,5593,No,9,15,No
52,Male,4,10445,No,7,8,No
38,Male,4,8740,Yes,10,8,No
29,Female,4,2514,No,28,7,No
28,Female,3,7655,No,3,9,No
46,Male,1,17465,No,3,12,No
38,Male,2,7351,No,2,1,No
43,Female,3,10820,No,27,8,No
39,Male,3,12169,No,2,18,Yes
40,Male,3,19626,No,14,20,No
21,Female,1,2070,Yes,1,2,No
39,Male,3,6782,No,9,5,No
36,Male,4,7779,No,18,11,No
31,Male,3,2791,No,20,2,No
28,Male,1,3201,No,2,5,No
35,Male,2,4968,No,11,5,No
49,Male,4,13120,No,8,9,No
34,Male,2,4033,No,2,3,No
29,Female,3,3291,No,10,7,No
42,Male,3,4272,No,29,1,No
29,Male,1,5056,Yes,8,10,No
38,Male,3,2844,No,1,7,No
28,Male,3,2703,Yes,6,3,No
18,Male,1,1904,No,8,0,Yes
33,Female,4,8224,Yes,9,5,Yes
41,Male,4,4766,Yes,12,1,No
31,Male,3,2610,No,15,2,Yes
37,Female,2,5731,No,25,6,No
27,Male,3,2539,No,6,4,No
34,Female,1,5714,No,9,6,No
35,Male,4,4323,No,8,5,No
29,Female,1,7336,No,23,11,Yes
40,Female,4,13499,No,9,18,No
42,Male,3,13758,Yes,12,21,Yes
42,Male,4,5155,No,4,6,No
35,Male,4,2258,No,1,8,No
24,Male,3,3597,No,24,4,No
28,Female,1,2515,Yes,12,1,Yes
26,Male,4,4420,No,3,8,No
30,Male,3,6578,No,10,10,No
40,Female,2,4422,Yes,26,1,No
35,Male,3,10274,No,2,7,No
34,Male,3,5343,No,1,13,No
35,Male,4,2376,No,4,2,No
43,Female,3,5346,No,9,4,Yes
32,Female,1,2827,No,2,1,No
56,Female,4,19943,No,4,5,No
29,Female,1,3131,No,6,10,No
19,Male,2,2552,No,9,1,No
45,Female,3,4477,Yes,7,3,No
37,Female,3,6474,No,1,14,No
20,Male,3,3033,No,3,2,No
44,Male,4,2936,Yes,10,6,Yes
53,Female,2,18606,No,7,7,No
29,Female,1,2168,Yes,15,5,No
22,Male,4,2853,Yes,3,0,Yes
46,Female,3,17048,No,2,26,No
44,Male,3,2290,No,17,0,No
33,Male,3,3600,No,2,5,No
41,Male,2,2107,No,5,1,Yes
30,Male,4,4115,No,29,4,No
40,Male,4,4327,No,2,0,No
50,Female,3,17856,No,2,2,No
28,Male,4,3196,No,19,6,No
46,Male,2,19081,No,15,4,No
35,Male,4,8966,Yes,17,7,No
24,Female,2,2210,No,17,1,Yes
33,Female,3,4539,No,25,10,No
36,Male,4,2741,No,6,7,No
30,Male,4,3491,No,7,10,No
44,Male,4,4541,No,29,20,No
20,Male,3,2678,No,21,2,No
46,Male,4,7379,No,2,6,No
42,Male,5,6272,No,2,4,No
60,Male,4,5220,Yes,7,11,No
32,Female,3,2743,No,13,2,No
32,Female,2,4998,Yes,2,8,No
36,Female,3,10252,Yes,1,7,No
33,Male,3,2781,No,9,14,No
40,Female,3,6852,No,10,5,No
25,Male,4,4950,No,10,4,No
30,Male,3,3579,Yes,1,11,No
42,Female,5,13191,Yes,26,1,No
35,Female,2,10377,Yes,8,13,No
27,Male,3,2235,Yes,14,9,No
54,Female,4,10502,No,1,5,No
44,Female,1,2011,No,2,10,No
19,Female,3,1859,Yes,10,1,Yes
29,Female,3,3760,No,1,3,No
54,Male,3,17779,No,3,10,No
31,Male,2,6833,Yes,11,6,No
31,Female,3,6812,No,24,10,No
59,Female,3,5171,No,3,6,No
43,Male,3,19740,No,3,8,No
49,Male,2,18711,No,4,1,No
36,Male,3,3692,No,3,11,No
48,Male,2,2559,No,2,1,No
27,Male,2,2517,No,4,5,No
29,Male,3,6623,Yes,7,6,No
48,Male,3,18265,No,1,1,No
29,Female,3,16124,No,1,7,No
34,Female,3,2585,No,20,1,No
44,Male,3,18213,No,5,22,No
33,Male,5,8380,Yes,10,9,No
19,Female,3,2994,Yes,25,1,No
23,Male,2,1223,No,1,1,No
25,Male,1,1118,Yes,24,1,Yes
26,Male,2,2875,Yes,4,8,No
45,Female,3,18824,Yes,2,24,Yes
55,Male,1,13577,Yes,8,33,No
21,Female,2,2625,No,10,2,Yes
46,Female,2,18789,No,4,11,No
34,Female,3,4538,Yes,2,3,No
51,Male,3,19847,Yes,9,29,No
59,Male,4,10512,No,18,9,No
34,Female,3,4444,No,19,11,No
28,Male,4,2154,Yes,1,4,No
44,Male,2,19190,No,4,25,No
34,Male,3,4490,No,11,10,No
35,Male,1,3506,Yes,6,3,No
42,Female,4,2372,Yes,7,1,No
43,Female,4,10231,No,4,21,No
36,Female,4,5410,Yes,2,16,No
44,Female,3,7978,No,15,10,Yes
28,Male,3,3867,Yes,2,2,No
51,Female,2,2838,No,6,7,No
30,Female,2,4695,Yes,9,8,No
29,Female,3,3339,Yes,7,7,Yes
28,Male,3,2080,No,1,3,No
25,Female,3,2096,No,1,2,No
32,Male,3,6209,No,8,10,No
45,Female,3,18061,No,25,0,No
39,Female,4,17123,Yes,13,19,No
58,Male,4,2372,No,23,2,No
32,Male,2,4883,No,7,10,Yes
39,Male,3,3904,No,23,5,Yes
30,Female,3,4627,No,6,9,No
36,Female,4,7094,No,10,7,No
46,Female,2,3423,No,1,7,No
28,Female,3,6674,No,1,9,No
50,Female,3,16880,Yes,28,3,No
40,Male,4,9094,Yes,25,5,Yes
52,Male,3,8446,Yes,5,8,Yes
30,Female,4,11916,Yes,17,9,No
39,Male,2,4534,No,18,8,No
31,Female,4,9852,Yes,2,10,No
41,Male,2,6151,No,10,19,No
31,Female,3,2302,Yes,1,3,Yes
44,Male,3,2362,No,3,3,Yes
42,Male,1,17861,Yes,2,20,No
55,Female,2,19187,No,2,19,No
56,Male,4,19717,No,8,7,No
40,Male,2,3544,No,16,4,No
34,Male,3,8500,No,9,9,No
40,Male,3,4661,No,2,9,No
41,Female,3,4103,No,1,9,No
35,Male,4,4249,Yes,4,9,No
51,Male,3,14026,Yes,5,33,No
38,Female,2,6893,No,2,7,No
34,Female,2,6125,No,15,10,No
25,Male,1,3669,No,19,3,No
58,Female,4,10008,Yes,7,10,Yes
40,Male,4,2387,No,1,4,No
36,Female,3,4639,No,7,15,No
48,Male,3,7898,No,4,10,No
27,Female,3,2534,No,11,1,No
51,Female,2,13142,No,11,5,No
18,Female,3,1611,No,1,0,No
35,Female,3,5363,No,1,9,No
27,Male,1,5071,No,2,6,No
55,Male,4,13695,Yes,13,19,Yes
56,Male,3,13402,Yes,23,19,No
34,Female,1,2029,No,26,5,No
40,Female,1,6377,No,2,12,No
34,Male,3,5429,No,29,8,No
31,Female,3,2785,No,2,1,Yes
35,Female,4,4614,Yes,18,4,Yes
38,Male,3,2610,No,7,4,No
34,Female,4,6687,No,2,14,No
28,Male,3,4724,No,26,5,No
31,Male,4,6179,Yes,22,10,Yes
39,Male,4,6120,Yes,21,5,No
51,Male,3,10596,No,2,4,No
41,Female,3,5467,Yes,22,6,No
37,Male,1,2996,Yes,4,6,No
33,Male,1,9998,No,5,5,No
32,Male,1,4078,Yes,2,3,No
39,Male,2,10920,No,25,6,No
25,Male,1,6232,No,18,3,No
52,Female,2,13247,Yes,28,5,No
43,Female,3,4081,Yes,6,20,No
27,Female,3,5769,Yes,10,6,No
27,Female,4,2394,Yes,17,8,Yes
26,Male,1,3904,No,2,4,No
42,Female,3,16799,No,10,20,No
52,Female,4,2950,No,8,5,No
37,Female,3,3629,No,11,3,No
35,Male,2,9362,No,18,2,No
25,Male,3,3229,No,1,3,No
26,Male,3,3578,No,7,7,No
29,Male,3,7988,No,17,10,No
49,Male,2,4284,No,28,4,Yes
29,Female,1,7553,Yes,14,8,Yes
54,Female,3,17328,No,1,20,No
58,Female,3,19701,Yes,1,9,No
55,Male,4,14732,No,1,7,No
36,Female,4,9278,Yes,3,5,No
31,Female,4,1359,No,1,1,Yes
30,Female,4,4779,No,7,3,No
31,Female,5,16422,No,8,3,No
34,Male,4,2996,No,1,4,No
31,Female,3,1261,No,8,1,Yes
27,Male,1,2099,No,11,5,No
36,Male,4,5810,No,4,10,No
36,Female,4,5647,No,16,3,No
47,Male,3,3420,No,1,6,No
25,Male,2,4400,No,9,3,Yes
37,Male,2,3500,No,5,6,No
56,Female,2,2066,No,1,3,No
47,Female,4,17169,No,2,20,No
24,Female,1,4162,Yes,4,5,No
32,Male,5,9204,No,7,4,No
34,Female,3,3294,No,1,5,No
41,Male,5,2127,Yes,5,4,No
40,Male,4,3975,No,9,8,No
31,Male,2,10793,No,8,13,No
46,Male,3,10096,No,9,7,Yes
39,Female,3,3646,Yes,2,1,Yes
31,Female,5,7446,No,1,10,Yes
45,Male,3,10851,Yes,20,7,No
31,Female,2,2109,No,8,3,No
31,Male,3,3722,Yes,2,2,Yes
45,Male,3,9380,Yes,29,3,No
48,Male,3,5486,No,7,2,No
34,Female,4,2742,No,9,2,Yes
40,Male,1,13757,No,8,9,No
28,Male,3,8463,No,5,5,No
44,Male,3,3162,No,5,5,No
53,Male,3,16598,No,2,9,No
49,Male,4,6651,No,5,3,No
40,Male,3,2345,No,2,3,No
44,Male,3,3420,No,20,5,No
33,Male,3,4373,No,7,4,No
34,Male,3,4759,No,3,13,No
30,Male,1,5301,No,16,2,No
42,Female,2,3673,No,9,12,No
44,Female,5,4768,No,1,1,No
30,Male,3,1274,No,7,1,No
57,Male,2,4900,No,1,12,No
49,Male,4,10466,No,7,8,No
34,Male,3,17007,No,15,14,No
28,Male,3,2909,No,1,3,Yes
29,Female,3,5765,No,13,5,Yes
34,Female,4,4599,Yes,24,15,Yes
35,Male,1,2404,No,7,1,No
24,Male,3,3172,Yes,9,0,Yes
24,Female,2,2033,No,13,1,No
44,Male,1,10209,Yes,2,2,No
29,Male,3,8620,No,19,10,No
30,Male,3,2064,No,1,5,No
55,Male,4,4035,Yes,4,3,No
33,Female,4,3838,No,4,5,No
47,Female,3,4591,Yes,14,5,No
28,Male,2,2561,No,2,0,Yes
28,Male,3,1563,No,1,1,No
28,Male,3,4898,No,7,4,No
49,Female,2,4789,No,3,3,No
29,Female,1,3180,No,2,3,No
28,Male,1,6549,No,29,8,No
33,Male,5,6388,Yes,8,0,No
32,Male,3,11244,No,10,5,No
54,Female,4,16032,No,11,14,No
29,Male,4,2362,No,1,9,Yes
44,Male,3,16328,No,28,20,No
39,Female,3,8376,No,6,2,No
46,Female,3,16606,No,3,13,No
35,Female,3,8606,No,16,11,No
23,Male,1,2272,No,20,4,No
40,Male,4,2018,No,9,5,Yes
34,Male,3,7083,Yes,1,10,No
31,Female,3,4084,No,3,7,Yes
50,Male,5,14411,Yes,22,32,No
34,Male,2,2308,Yes,7,11,No
42,Male,3,4841,No,2,1,No
37,Male,3,4285,No,13,10,No
29,Female,1,9715,No,8,7,No
33,Male,3,4320,No,25,5,No
45,Male,3,2132,No,28,5,No
42,Male,3,10124,Yes,2,20,No
40,Male,2,5473,No,9,8,No
33,Male,4,5207,Yes,28,15,No
40,Male,2,16437,Yes,6,21,No
24,Male,2,2296,No,21,1,No
40,Male,2,4069,Yes,8,2,No
45,Male,4,7441,No,1,10,No
35,Female,4,2430,No,28,5,No
32,Female,2,5878,No,5,7,No
36,Male,4,2644,Yes,2,3,No
48,Female,4,6439,No,16,8,No
29,Male,3,2451,No,9,1,No
33,Male,4,6392,No,8,2,No
30,Male,3,9714,No,1,10,Yes
38,Male,4,6077,No,10,6,No
35,Male,3,2450,No,1,3,No
30,Male,4,9250,No,29,4,No
35,Female,3,2074,Yes,2,1,Yes
53,Female,5,10169,No,2,33,Yes
38,Male,3,4855,No,2,5,Yes
32,Male,4,4087,No,1,6,No
48,Female,4,2367,No,15,8,No
34,Male,4,2972,No,7,1,No
55,Male,5,19586,No,26,36,No
34,Male,4,5484,No,1,2,No
26,Female,3,2061,No,3,1,No
38,Male,3,9924,No,14,9,No
38,Female,3,4198,No,16,3,No
36,Female,4,6815,No,1,1,No
29,Male,1,4723,Yes,3,10,No
35,Female,4,6142,Yes,10,5,No
39,Male,3,8237,No,6,7,No
29,Male,1,8853,No,2,6,No
50,Male,3,19331,Yes,9,1,No
23,Male,3,2073,No,10,2,No
36,Male,4,5562,Yes,6,3,No
42,Male,2,19613,No,9,1,No
35,Male,3,3407,No,28,10,No
34,Male,4,5063,No,10,8,No
40,Female,2,4639,No,14,5,No
43,Male,3,4876,No,27,6,No
35,Male,2,2690,No,7,1,No
46,Male,4,17567,No,1,26,No
28,Male,3,2408,Yes,24,1,Yes
22,Female,2,2814,Yes,26,4,No
50,Male,5,11245,Yes,20,30,No
32,Female,4,3312,No,5,3,No
44,Female,3,19049,Yes,7,22,No
30,Male,3,2141,No,7,6,No
45,Female,5,5769,Yes,5,10,No
45,Male,3,4385,No,26,10,No
31,Male,4,5332,No,2,5,No
36,Female,4,4663,Yes,12,3,No
34,Male,4,4724,No,10,9,No
49,Female,4,3211,No,25,9,No
39,Male,5,5377,No,10,7,No
27,Male,3,4066,No,19,7,No
35,Male,5,5208,No,18,16,No
28,Female,3,4877,No,27,5,No
21,Male,1,3117,No,5,2,No
18,Female,2,1569,Yes,3,0,Yes
47,Female,4,19658,No,26,5,No
39,Male,2,3069,No,3,10,No
40,Female,3,10435,No,15,18,No
35,Female,4,4148,No,8,14,No
37,Male,3,5768,No,19,4,No
39,Female,3,5042,No,4,9,No
45,Female,2,5770,No,2,10,No
38,Female,2,7756,Yes,2,5,No
35,Male,3,10306,No,10,13,Yes
37,Female,3,3936,No,10,8,No
40,Female,3,7945,Yes,16,4,No
44,Male,5,5743,Yes,1,10,No
48,Male,5,15202,No,4,2,No
35,Male,2,5440,Yes,15,2,Yes
24,Female,1,3760,Yes,2,6,No
27,Female,3,3517,No,8,3,No
27,Male,3,2580,No,2,4,No
40,Male,3,2166,Yes,7,4,Yes
29,Male,3,5869,No,10,5,No
36,Female,4,8008,No,5,3,No
25,Male,1,5206,No,2,7,No
39,Male,3,5295,No,12,5,No
49,Female,4,16413,No,22,4,No
50,Female,5,13269,No,17,14,No
20,Female,3,2783,No,2,2,No
34,Female,3,5433,No,3,11,No
36,Male,3,2013,No,7,4,No
49,Female,1,13966,Yes,6,15,No
36,Female,4,4374,No,1,3,No
36,Male,2,6842,No,3,5,No
54,Female,5,17426,No,22,10,No
43,Male,2,17603,No,15,14,No
35,Male,4,4581,Yes,12,11,Yes
38,Male,3,4735,No,1,13,No
29,Male,3,4187,Yes,5,10,No
33,Male,4,5505,No,2,6,No
32,Male,3,5470,No,2,9,No
31,Female,4,5476,No,5,10,No
49,Female,3,2587,Yes,16,2,No
38,Female,3,2440,No,2,4,No
47,Female,4,15972,No,2,3,No
49,Male,3,15379,No,1,8,No
41,Male,2,7082,Yes,23,2,No
20,Male,1,2728,No,9,2,No
33,Female,3,5368,Yes,16,6,No
36,Male,4,5347,No,26,3,No
44,Female,3,3195,Yes,1,2,No
23,Male,1,3989,Yes,8,5,Yes
38,Female,2,3306,No,4,0,No
53,Male,4,7005,No,24,4,No
48,Female,2,2655,Yes,7,9,Yes
32,Male,4,1393,No,2,1,Yes
26,Male,3,2570,No,7,7,No
55,Male,3,3537,No,22,4,No
34,Male,2,3986,No,5,15,No
60,Male,4,10883,No,1,1,No
33,Male,3,2028,No,21,14,No
37,Male,4,9525,No,1,6,No
34,Female,3,2929,No,19,10,No
23,Male,3,2275,Yes,7,3,Yes
44,Female,3,7879,Yes,2,8,No
35,Male,4,4930,Yes,2,5,No
43,Male,3,7847,Yes,2,10,No
24,Male,3,4401,No,9,5,No
41,Male,3,9241,No,6,10,No
29,Female,4,2974,No,9,5,No
36,Female,4,4502,No,2,13,No
45,Male,1,10748,No,1,23,No
24,Male,1,1555,No,22,1,Yes
47,Male,3,12936,No,9,23,Yes
26,Male,4,2305,No,17,3,No
45,Female,2,16704,No,28,21,No
32,Male,3,3433,No,10,5,No
31,Male,4,3477,No,2,5,No
41,Male,3,6430,No,4,3,No
40,Female,2,6516,Yes,8,1,No
24,Male,1,3907,No,29,6,No
46,Male,4,5562,No,13,10,No
35,Male,4,6883,No,27,7,No
30,Male,1,2862,No,16,10,No
47,Male,4,4978,No,2,1,No
46,Male,3,10368,Yes,2,10,No
36,Male,5,6134,Yes,13,2,Yes
32,Male,2,6735,No,1,0,Yes
23,Female,1,3295,No,4,3,No
31,Female,1,5238,No,24,5,No
39,Male,3,6472,Yes,1,9,No
32,Male,3,9610,No,19,4,No
40,Male,4,19833,No,7,21,No
45,Female,3,9756,No,4,5,No
30,Female,4,4968,No,2,9,No
24,Male,3,2145,No,10,2,No
30,Female,3,2180,No,8,4,Yes
31,Male,3,8346,No,5,5,No
27,Female,3,3445,No,8,6,No
29,Female,3,2760,No,9,2,Yes
29,Male,3,6294,Yes,1,3,No
30,Male,2,7140,No,15,7,No
34,Male,4,2932,Yes,2,5,No
33,Female,3,5147,No,2,11,No
49,Female,4,4507,No,11,5,No
33,Female,3,8564,Yes,16,0,Yes
38,Female,2,2468,No,2,6,No
31,Male,4,8161,No,16,1,Yes
29,Female,3,2109,No,4,1,No
30,Male,3,5294,No,16,7,No
32,Male,4,2718,No,5,7,No
38,Male,3,5811,Yes,18,1,No
43,Male,3,2437,Yes,17,1,Yes
42,Male,3,2766,No,12,5,No
55,Male,3,19038,No,2,1,No
33,Male,3,3055,No,4,9,No
41,Male,4,2289,No,9,5,No
34,Male,3,4001,Yes,10,15,No
53,Female,4,12965,Yes,1,3,No
43,Male,3,3539,No,2,9,No
34,Female,2,6029,No,3,2,No
21,Male,1,2679,No,7,1,Yes
38,Female,2,3702,No,6,5,No
22,Female,1,2398,Yes,8,1,Yes
31,Female,4,5468,No,29,12,No
51,Female,3,13116,No,3,2,No
37,Male,2,4189,No,9,5,No
46,Male,4,19328,Yes,2,2,No
36,Male,3,8321,Yes,10,12,No
44,Male,2,2342,Yes,1,5,Yes
37,Male,2,4071,No,8,10,No
35,Male,3,5813,Yes,27,10,Yes
33,Male,4,3143,No,8,10,No
28,Male,3,2044,No,1,5,No
39,Male,1,13464,No,10,4,No
46,Male,2,7991,No,26,2,No
40,Female,2,3377,No,2,4,No
42,Male,3,5538,No,13,0,No
35,Male,2,5762,No,2,7,No
38,Male,3,2592,No,2,11,No
34,Male,4,5346,No,9,7,Yes
37,Male,4,4213,No,10,10,Yes
39,Male,3,4127,No,20,2,No
43,Male,3,2438,No,9,3,No
41,Male,3,6870,No,5,3,No
41,Female,1,10447,Yes,4,22,No
30,Female,3,9667,No,10,7,No
26,Female,2,2148,Yes,20,5,Yes
46,Female,2,8926,No,21,9,Yes
40,Female,3,6513,No,1,5,No
34,Male,2,6799,No,8,10,No
58,Male,3,16291,No,2,16,No
35,Male,4,2705,No,23,5,No
47,Female,3,10333,Yes,4,22,No
40,Female,3,4448,No,12,7,No
54,Female,4,6854,No,7,7,No
31,Female,4,9637,No,7,3,No
28,Female,3,3591,No,1,3,No
38,Female,4,5405,Yes,2,4,No
26,Male,3,4684,No,10,5,No
58,Male,4,15787,Yes,15,2,No
18,Female,3,1514,No,14,0,No
31,Male,5,2956,No,18,1,Yes
29,Male,3,2335,Yes,13,2,Yes
45,Female,4,5154,No,2,8,No
36,Female,4,6962,Yes,2,1,No
43,Male,4,5675,No,2,7,No
27,Female,2,2379,Yes,5,5,No
29,Male,1,3812,No,20,11,No
32,Male,4,4648,No,10,0,No
42,Male,4,2936,No,10,6,No
47,Female,4,2105,No,9,2,No
46,Male,2,8578,No,2,9,No
28,Male,2,2706,No,1,3,No
29,Male,1,6384,No,29,7,No
42,Male,3,3968,No,8,0,No
32,Male,4,9907,Yes,2,2,Yes
46,Female,3,13225,No,3,19,No
27,Female,1,3540,No,23,9,No
29,Male,1,2804,No,6,1,No
43,Female,3,19392,No,6,16,No
48,Male,3,19665,No,10,22,No
29,Male,2,2439,Yes,24,1,Yes
46,Female,3,7314,No,10,8,Yes
27,Female,3,4774,No,15,7,No
39,Male,4,3902,No,19,2,No
55,Male,4,2662,No,2,5,No
28,Female,3,2856,No,3,1,No
30,Male,3,1081,No,9,1,Yes
22,Male,1,2472,Yes,7,1,Yes
36,Female,4,5673,Yes,10,10,No
31,Male,3,4197,No,20,10,No
34,Male,3,9713,Yes,4,5,No
29,Male,3,2062,No,7,3,No
37,Male,4,4284,Yes,7,5,No
35,Female,2,4788,Yes,16,3,No
45,Female,2,5906,No,25,9,No
36,Male,1,3886,No,2,10,No
40,Male,4,16823,No,1,19,No
26,Female,2,2933,Yes,1,1,No
27,Female,2,6500,No,2,8,No
48,Female,3,17174,No,22,22,No
44,Male,4,5033,No,1,2,No
34,Male,4,2307,Yes,16,5,Yes
56,Male,2,2587,No,24,4,Yes
36,Male,2,5507,No,17,4,No
41,Female,3,4393,No,8,5,No
42,Male,3,13348,No,6,13,No
31,Female,2,6583,Yes,10,5,No
34,Female,1,8103,Yes,3,4,No
31,Female,3,3978,No,4,2,No
26,Male,3,2544,No,6,7,No
45,Male,4,5399,No,1,4,No
33,Male,4,5487,No,10,10,No
28,Male,2,6834,Yes,1,7,No
29,Male,3,1091,No,24,1,Yes
39,Female,4,5736,No,21,3,No
27,Male,4,2226,No,2,5,No
34,Male,4,5747,Yes,22,15,No
28,Female,2,9854,Yes,13,2,Yes
47,Male,4,5467,No,14,8,No
56,Female,5,5380,No,11,0,No
39,Male,2,5151,No,9,10,No
38,Female,3,2133,Yes,8,20,No
58,Female,3,17875,Yes,21,1,No
32,Female,2,2432,Yes,5,4,Yes
38,Male,2,4771,No,9,5,No
49,Male,1,19161,No,2,5,No
42,Male,4,5087,Yes,12,0,No
27,Female,3,2863,No,22,1,Yes
35,Male,4,5561,No,18,5,No
28,Male,3,2144,No,16,5,No
31,Male,2,3065,Yes,3,4,No
36,Male,4,2810,No,9,5,No
34,Male,3,9888,No,1,14,No
34,Male,4,8628,No,13,8,No
26,Male,3,2867,No,1,7,No
29,Male,3,5373,No,1,5,No
32,Female,4,6667,No,15,5,No
31,Male,3,5003,No,1,10,No
28,Male,3,2367,No,17,4,Yes
38,Male,3,2858,No,1,1,No
35,Female,4,5204,Yes,7,10,No
27,Male,3,4105,No,9,7,No
32,Male,4,9679,No,5,1,No
31,Male,4,5617,Yes,26,10,Yes
53,Male,4,10448,Yes,24,2,Yes
54,Female,2,2897,No,9,4,No
33,Male,2,5968,No,7,9,No
43,Male,3,7510,No,11,10,No
38,Male,4,2991,Yes,1,6,No
55,Male,4,19636,Yes,26,10,No
31,Female,1,1129,Yes,2,1,No
39,Male,4,13341,No,15,20,No
42,Male,2,4332,No,23,20,No
31,Female,3,11031,No,10,11,No
54,Female,3,4440,Yes,10,5,No
24,Male,2,4617,No,1,4,No
23,Male,2,2647,No,12,5,No
40,Female,3,6323,No,11,10,No
40,Female,2,5677,No,2,11,No
25,Female,3,2187,No,2,2,No
30,Male,2,3748,No,1,12,No
25,Male,1,3977,Yes,2,2,No
47,Male,3,8633,No,25,17,No
33,Male,2,2008,No,1,1,No
38,Male,4,4440,No,1,15,No
31,Male,2,3067,No,2,2,No
38,Male,4,5321,No,6,8,No
42,Male,4,5410,Yes,18,4,No
41,Male,3,2782,No,1,5,No
47,Female,1,11957,No,1,13,No
35,Male,4,2660,Yes,11,2,No
22,Male,2,3375,No,1,3,No
35,Male,4,5098,No,9,10,No
33,Female,2,4878,Yes,15,9,No
32,Female,4,2837,No,29,6,No
40,Male,4,2406,No,1,1,No
32,Male,4,2269,No,1,2,No
39,Male,1,4108,No,24,7,No
38,Female,3,13206,No,10,18,No
32,Female,4,10422,No,1,14,No
37,Female,3,13744,Yes,10,16,No
25,Female,2,4907,Yes,8,5,No
52,Male,4,3482,No,29,9,No
44,Male,3,2436,Yes,1,4,No
21,Male,1,2380,Yes,5,2,No
39,Male,3,19431,No,9,6,No
23,Male,3,1790,No,9,1,Yes
36,Female,3,7644,No,3,9,No
36,Female,2,5131,No,4,4,No
56,Male,4,6306,No,1,13,No
29,Male,4,4787,Yes,1,2,Yes
42,Male,3,18880,No,2,22,No
56,Male,2,2339,No,7,10,Yes
41,Female,4,13570,No,28,20,No
34,Female,3,6712,No,28,8,No
36,Male,4,5406,No,15,15,No
41,Male,3,8938,No,3,5,No
32,Male,3,2439,No,2,4,No
35,Female,4,8837,Yes,26,9,No
38,Female,2,5343,No,10,10,No
50,Male,4,6728,No,1,6,Yes
36,Female,4,6652,No,11,6,No
45,Female,3,4850,No,20,5,No
40,Male,4,2809,No,2,2,No
35,Male,4,5689,Yes,18,10,No
40,Female,4,2001,No,2,5,No
35,Female,4,2977,No,1,4,No
29,Male,2,4025,Yes,13,4,No
29,Female,4,3785,No,28,5,No
50,Male,3,10854,Yes,28,3,Yes
39,Female,1,12031,No,24,20,No
31,Male,3,9936,No,5,9,No
26,Female,3,2966,No,5,4,No
36,Male,2,2571,No,23,5,No
39,Male,1,9991,No,6,7,No
27,Male,3,6142,Yes,4,6,No
49,Male,3,5390,No,2,9,No
34,Male,3,4404,No,8,4,No
