log_id,server_id,location,check_date,check_type,issue_detected,issue_category,cpu_usage,memory_usage,disk_usage,temp_abnormal_flag,uptime_days,auto_alert_triggered,fix_required,fix_duration_hours
CHK001951,SRV0151,24사단,2024-12-20 07:00:00,주간,0,CPU과부하,8.4,44.2,22.5,0,100,1,1,6.31
CHK001952,SRV0152,22사단,2024-10-20 23:00:00,일간,1,전력,50.4,23.0,15.0,0,217,0,1,2.06
CHK001953,SRV0153,24사단,2024-12-04 02:00:00,월간,0,CPU과부하,43.5,47.2,13.4,0,54,1,0,1.94
CHK001954,SRV0154,정보통신대,2024-10-17 03:00:00,주간,0,디스크,16.7,39.4,30.9,1,208,1,1,3.35
CHK001955,SRV0155,13사단,2024-10-22 01:00:00,일간,1,없음,7.3,63.5,31.0,1,75,0,0,3.49
CHK001956,SRV0156,17사단,2024-09-22 21:00:00,월간,0,전력,62.5,28.3,23.1,0,164,0,0,0.84
CHK001957,SRV0157,정보통신대,2024-12-28 14:00:00,주간,1,없음,33.0,34.9,10.4,1,304,1,1,4.97
CHK001958,SRV0158,22사단,2024-08-18 09:00:00,주간,1,전력,14.5,28.3,35.0,0,106,1,1,4.09
CHK001959,SRV0159,19사단,2024-11-06 05:00:00,일간,0,CPU과부하,21.7,33.6,28.4,0,39,0,1,4.09
CHK001960,SRV0160,25사단,2024-08-04 18:00:00,일간,0,없음,56.4,16.3,12.4,0,49,1,1,0.76
CHK001961,SRV0161,23사단,2024-08-14 12:00:00,일간,0,없음,37.8,78.1,27.5,1,192,1,1,3.16
CHK001962,SRV0162,18사단,2024-10-21 00:00:00,월간,1,전력,29.3,48.0,21.3,0,331,0,1,2.89
CHK001963,SRV0163,24사단,2024-07-14 02:00:00,월간,0,CPU과부하,27.2,29.6,32.4,1,213,1,1,2.29
CHK001964,SRV0164,18사단,2024-07-24 00:00:00,일간,0,없음,28.0,20.0,33.2,1,154,1,0,3.75
CHK001965,SRV0165,24사단,2024-12-23 09:00:00,일간,0,CPU과부하,17.4,29.3,20.5,0,149,1,1,5.69
CHK001966,SRV0166,17사단,2024-07-13 03:00:00,주간,0,CPU과부하,20.1,35.1,37.9,1,120,0,1,3.25
CHK001967,SRV0167,22사단,2024-11-19 03:00:00,주간,0,CPU과부하,21.1,33.7,13.9,1,293,0,0,3.66
CHK001968,SRV0168,21사단,2024-11-15 07:00:00,주간,0,없음,22.0,20.4,14.0,0,151,1,0,4.72
CHK001969,SRV0169,21사단,2024-11-28 02:00:00,월간,1,CPU과부하,23.4,33.3,49.1,1,236,1,0,0.78
CHK001970,SRV0170,23사단,2024-08-24 06:00:00,일간,0,디스크,52.8,28.7,39.3,0,101,1,0,3.8
CHK001971,SRV0171,12사단,2024-12-17 02:00:00,일간,0,없음,39.7,25.3,24.9,1,233,1,1,0.7
CHK001972,SRV0172,25사단,2024-09-04 14:00:00,일간,1,CPU과부하,18.8,21.3,16.7,1,277,1,1,1.21
CHK001973,SRV0173,25사단,2024-09-11 14:00:00,주간,1,디스크,18.2,18.9,24.2,0,205,0,0,1.5
CHK001974,SRV0174,22사단,2024-09-19 06:00:00,월간,0,디스크,12.8,33.7,45.3,0,174,0,1,3.06
CHK001975,SRV0175,23사단,2024-08-21 17:00:00,일간,1,CPU과부하,16.7,29.5,23.5,1,67,0,1,2.4
CHK001976,SRV0176,21사단,2024-11-23 23:00:00,주간,1,전력,19.1,26.8,19.1,0,178,1,0,0.59
CHK001977,SRV0177,15사단,2024-07-23 11:00:00,주간,0,디스크,18.4,31.9,42.7,0,148,0,0,3.01
CHK001978,SRV0178,11사단,2024-11-28 20:00:00,월간,1,전력,19.7,8.0,18.9,1,267,0,0,4.03
CHK001979,SRV0179,13사단,2024-09-02 07:00:00,월간,0,CPU과부하,31.2,20.2,32.3,1,168,0,1,2.4
CHK001980,SRV0180,17사단,2024-12-09 01:00:00,월간,1,CPU과부하,14.9,24.5,27.1,0,382,1,1,4.2
CHK001981,SRV0181,22사단,2024-09-07 00:00:00,일간,1,디스크,9.2,38.3,28.3,1,139,1,1,0.82
CHK001982,SRV0182,25사단,2024-09-06 05:00:00,일간,0,CPU과부하,21.1,25.4,29.7,0,153,1,0,5.14
CHK001983,SRV0183,15사단,2024-11-24 10:00:00,일간,1,디스크,24.3,18.2,30.0,0,95,0,1,2.13
CHK001984,SRV0184,25사단,2024-10-17 07:00:00,월간,1,디스크,9.9,24.1,41.1,1,251,0,1,0.58
CHK001985,SRV0185,18사단,2024-10-11 12:00:00,일간,0,CPU과부하,22.1,51.5,28.2,1,120,0,0,2.41
CHK001986,SRV0186,20사단,2024-09-03 05:00:00,주간,0,CPU과부하,39.8,26.5,28.2,0,131,0,1,2.58
CHK001987,SRV0187,기술지원대,2024-10-20 14:00:00,주간,0,전력,25.1,26.2,27.4,0,46,1,1,1.86
CHK001988,SRV0188,18사단,2024-12-27 01:00:00,주간,0,CPU과부하,17.8,28.4,26.9,0,93,0,0,2.71
CHK001989,SRV0189,11사단,2024-10-29 22:00:00,일간,0,디스크,42.5,30.7,23.3,1,74,0,0,2.56
CHK001990,SRV0190,22사단,2024-08-17 16:00:00,월간,0,디스크,24.6,58.4,29.1,0,147,1,0,0.51
CHK001991,SRV0191,15사단,2024-09-26 14:00:00,월간,0,디스크,37.7,24.0,33.1,1,88,0,1,3.04
CHK001992,SRV0192,13사단,2024-09-06 11:00:00,월간,0,전력,37.3,29.9,20.7,1,250,0,0,2.12
CHK001993,SRV0193,11사단,2024-10-09 16:00:00,일간,0,디스크,24.6,19.7,26.8,0,147,0,0,3.19
CHK001994,SRV0194,14사단,2024-08-07 09:00:00,일간,0,CPU과부하,19.5,48.9,34.6,0,291,0,1,2.72
CHK001995,SRV0195,18사단,2024-08-23 17:00:00,월간,1,디스크,61.7,86.4,21.7,0,164,0,0,1.05
CHK001996,SRV0196,13사단,2024-11-11 23:00:00,일간,1,CPU과부하,29.2,48.3,32.7,0,62,0,1,3.03
CHK001997,SRV0197,20사단,2024-11-11 19:00:00,주간,1,전력,12.2,19.1,29.6,0,128,0,0,7.3
CHK001998,SRV0198,12사단,2024-07-15 03:00:00,주간,0,디스크,16.3,20.6,28.2,1,252,0,0,2.92
CHK001999,SRV0199,21사단,2024-10-20 21:00:00,일간,0,디스크,14.9,41.6,27.2,0,52,0,1,1.02
CHK002000,SRV0200,20사단,2024-10-12 06:00:00,일간,0,전력,49.8,39.0,35.8,1,129,0,0,2.22
CHK002001,SRV0201,24사단,2024-08-20 16:00:00,일간,0,CPU과부하,23.9,39.6,32.6,1,220,0,0,3.32
CHK002002,SRV0202,17사단,2024-10-17 14:00:00,일간,0,CPU과부하,57.5,19.2,33.2,0,145,1,0,2.41
CHK002003,SRV0203,12사단,2024-12-01 01:00:00,월간,0,디스크,32.7,28.7,33.5,1,541,1,1,3.76
CHK002004,SRV0204,19사단,2024-09-30 09:00:00,일간,0,없음,18.7,30.9,24.9,0,309,0,0,1.73
CHK002005,SRV0205,기술지원대,2024-07-13 17:00:00,주간,0,전력,25.3,26.8,25.7,1,70,1,1,3.42
CHK002006,SRV0206,23사단,2024-10-27 10:00:00,월간,0,없음,35.2,63.5,27.9,1,305,0,0,0.87
CHK002007,SRV0207,19사단,2024-11-18 18:00:00,주간,0,전력,18.9,34.4,23.7,1,420,0,1,4.99
CHK002008,SRV0208,14사단,2024-11-29 23:00:00,일간,0,디스크,69.2,26.6,28.4,1,141,0,1,1.05
CHK002009,SRV0209,20사단,2024-08-23 04:00:00,주간,0,없음,29.2,18.3,23.9,1,481,0,1,2.71
CHK002010,SRV0210,22사단,2024-12-10 18:00:00,주간,1,CPU과부하,22.0,31.1,26.9,0,39,1,1,3.35
CHK002011,SRV0211,정보통신대,2024-12-30 12:00:00,월간,0,전력,57.1,55.0,34.9,1,112,0,0,2.89
CHK002012,SRV0212,24사단,2024-09-07 11:00:00,주간,0,전력,26.2,34.5,42.7,0,160,1,1,1.36
CHK002013,SRV0213,24사단,2024-08-07 21:00:00,일간,1,전력,21.8,16.9,22.4,0,143,1,1,2.83
CHK002014,SRV0214,12사단,2024-09-11 16:00:00,일간,0,디스크,23.0,45.0,37.2,1,102,0,0,5.87
CHK002015,SRV0215,21사단,2024-12-15 12:00:00,월간,0,전력,23.4,28.0,26.0,1,243,0,1,5.67
CHK002016,SRV0216,기술지원대,2024-11-02 04:00:00,월간,0,CPU과부하,22.5,23.7,22.3,0,129,0,0,3.44
CHK002017,SRV0217,16사단,2024-08-23 21:00:00,일간,0,전력,21.9,29.4,30.7,0,148,1,1,6.32
CHK002018,SRV0218,15사단,2024-12-24 02:00:00,일간,1,디스크,23.3,47.2,41.5,0,139,1,0,3.09
CHK002019,SRV0219,14사단,2024-08-07 13:00:00,주간,0,없음,87.69223666846625,93.06555899167881,26.1,1,259,0,1,3.8
CHK002020,SRV0220,25사단,2024-12-22 13:00:00,일간,0,CPU과부하,34.9,80.5,14.8,0,112,1,1,5.07
CHK002021,SRV0221,14사단,2024-09-11 05:00:00,월간,0,디스크,13.1,44.4,67.8,1,97,1,0,7.82
CHK002022,SRV0222,20사단,2024-12-19 05:00:00,일간,0,디스크,8.8,41.4,58.3,1,179,1,1,2.83
CHK002023,SRV0223,13사단,2024-09-03 15:00:00,일간,0,없음,19.9,52.9,15.2,0,62,1,0,8.35
CHK002024,SRV0224,15사단,2024-07-15 01:00:00,일간,0,디스크,27.7,68.2,11.1,0,332,1,0,1.45
CHK002025,SRV0225,16사단,2024-11-08 02:00:00,일간,0,없음,21.2,25.5,36.5,1,294,1,1,5.25
CHK002026,SRV0226,18사단,2024-08-06 16:00:00,월간,1,없음,18.0,21.3,33.3,1,82,1,0,2.11
CHK002027,SRV0227,17사단,2024-12-30 16:00:00,월간,0,CPU과부하,37.2,15.3,31.2,1,48,0,1,4.42
CHK002028,SRV0228,20사단,2024-12-13 00:00:00,주간,0,디스크,18.4,32.6,33.2,0,331,1,1,4.58
CHK002029,SRV0229,16사단,2024-09-09 14:00:00,일간,1,CPU과부하,21.4,25.8,31.5,0,156,0,0,2.82
CHK002030,SRV0230,24사단,2024-10-11 18:00:00,일간,0,CPU과부하,21.8,19.3,24.4,0,409,0,1,1.27
CHK002031,SRV0231,14사단,2024-08-21 21:00:00,주간,0,없음,32.3,29.5,49.2,0,176,1,1,2.99
CHK002032,SRV0232,23사단,2024-12-05 10:00:00,주간,0,디스크,16.9,17.8,35.4,0,158,1,1,4.89
CHK002033,SRV0233,정보통신대,2024-08-24 13:00:00,월간,0,CPU과부하,17.2,43.2,31.3,1,456,0,1,3.86
CHK002034,SRV0234,17사단,2024-07-13 19:00:00,월간,1,디스크,43.0,28.0,22.7,0,112,1,0,3.55
CHK002035,SRV0235,14사단,2024-09-28 08:00:00,월간,0,전력,26.0,53.2,52.2,0,102,0,0,2.24
CHK002036,SRV0236,24사단,2024-08-10 15:00:00,월간,0,디스크,25.7,27.9,33.1,1,178,1,0,3.43
CHK002037,SRV0237,13사단,2024-07-12 09:00:00,주간,0,디스크,20.5,22.0,22.4,0,136,0,1,6.19
CHK002038,SRV0238,15사단,2024-07-06 17:00:00,월간,0,CPU과부하,19.1,42.6,37.0,1,43,0,0,2.49
CHK002039,SRV0239,기술지원대,2024-12-09 19:00:00,일간,0,전력,20.7,33.8,26.6,1,97,0,0,2.48
CHK002040,SRV0240,14사단,2024-08-10 18:00:00,주간,0,디스크,11.6,38.0,22.3,0,261,0,1,1.73
CHK002041,SRV0241,12사단,2024-07-06 01:00:00,일간,0,디스크,22.9,28.8,26.3,0,133,0,1,7.35
CHK002042,SRV0242,정보통신대,2024-07-15 16:00:00,주간,0,디스크,23.3,38.7,18.2,1,152,1,1,3.21
CHK002043,SRV0243,24사단,2024-07-16 20:00:00,일간,0,없음,19.1,27.8,27.6,1,48,0,1,3.08
CHK002044,SRV0244,23사단,2024-07-10 09:00:00,일간,0,디스크,40.9,30.0,19.5,0,214,1,1,2.35
CHK002045,SRV0245,22사단,2024-11-15 08:00:00,일간,1,CPU과부하,18.8,44.6,21.1,0,265,0,1,2.36
CHK002046,SRV0246,16사단,2024-12-03 23:00:00,주간,0,CPU과부하,18.7,37.5,22.1,1,138,0,0,5.35
CHK002047,SRV0247,14사단,2024-07-19 00:00:00,주간,1,전력,18.0,35.5,30.3,0,65,1,1,1.98
CHK002048,SRV0248,기술지원대,2024-09-06 23:00:00,월간,0,없음,39.4,22.3,38.8,0,87,1,0,2.86
CHK002049,SRV0249,23사단,2024-08-11 11:00:00,월간,0,디스크,29.7,32.7,18.9,0,37,0,1,3.65
CHK002050,SRV0250,14사단,2024-11-23 22:00:00,월간,0,없음,25.8,53.7,29.2,1,174,0,0,2.29
CHK002051,SRV0251,정보통신대,2024-09-22 05:00:00,월간,0,디스크,41.2,52.8,33.4,0,163,0,0,3.21
CHK002052,SRV0252,11사단,2024-08-22 01:00:00,월간,0,전력,23.9,42.9,39.8,0,252,0,1,2.74
CHK002053,SRV0253,정보통신대,2024-08-11 01:00:00,일간,0,없음,23.6,19.3,27.9,1,96,0,0,5.45
CHK002054,SRV0254,25사단,2024-07-30 08:00:00,일간,0,전력,26.5,34.2,20.4,1,93,1,0,7.83
CHK002055,SRV0255,21사단,2024-12-17 01:00:00,주간,1,디스크,16.7,53.0,30.6,0,209,0,1,2.98
CHK002056,SRV0256,23사단,2024-12-15 23:00:00,일간,0,전력,34.5,33.6,60.4,0,95,1,0,2.99
CHK002057,SRV0257,11사단,2024-11-22 03:00:00,월간,0,디스크,13.0,13.7,31.9,1,236,0,0,2.11
CHK002058,SRV0258,정보통신대,2024-08-19 11:00:00,주간,0,디스크,24.5,20.6,15.3,1,36,1,0,4.1
CHK002059,SRV0259,16사단,2024-12-24 08:00:00,월간,0,없음,33.6,22.3,49.1,1,401,1,1,2.3
CHK002060,SRV0260,14사단,2024-08-15 13:00:00,일간,1,CPU과부하,22.1,14.2,17.6,0,194,0,1,0.98
CHK002061,SRV0261,기술지원대,2024-11-03 16:00:00,일간,0,디스크,64.4,21.5,15.8,0,122,0,0,2.58
CHK002062,SRV0262,25사단,2024-09-04 07:00:00,월간,0,CPU과부하,29.2,26.8,22.6,1,280,0,1,3.01
CHK002063,SRV0263,25사단,2024-07-05 06:00:00,월간,1,CPU과부하,15.0,19.3,34.3,1,87,0,1,1.9
CHK002064,SRV0264,16사단,2024-12-29 15:00:00,일간,0,CPU과부하,24.2,37.0,46.2,1,105,0,0,5.12
CHK002065,SRV0265,25사단,2024-07-16 16:00:00,주간,1,없음,18.6,43.1,42.7,0,82,0,1,3.3
CHK002066,SRV0266,24사단,2024-09-29 06:00:00,일간,1,없음,12.4,36.8,44.2,1,423,1,0,4.02
CHK002067,SRV0267,21사단,2024-11-13 07:00:00,주간,0,CPU과부하,42.8,33.2,38.6,1,26,1,1,1.7
CHK002068,SRV0268,17사단,2024-10-04 10:00:00,일간,0,없음,31.1,52.8,16.6,0,262,1,1,4.86
CHK002069,SRV0269,19사단,2024-10-19 17:00:00,주간,1,디스크,24.8,22.7,27.5,1,138,0,1,1.85
CHK002070,SRV0270,기술지원대,2024-08-07 21:00:00,주간,0,전력,46.9,31.2,28.0,1,374,0,1,2.38
CHK002071,SRV0271,15사단,2024-09-14 14:00:00,일간,1,전력,26.1,28.6,12.8,0,227,1,1,3.41
CHK002072,SRV0272,20사단,2024-12-25 23:00:00,주간,0,없음,43.8,18.7,32.7,0,135,1,1,1.86
CHK002073,SRV0273,13사단,2024-10-24 08:00:00,일간,0,디스크,26.1,62.3,21.2,1,143,0,0,1.18
CHK002074,SRV0274,23사단,2024-07-08 13:00:00,일간,0,없음,24.1,72.9,22.7,1,280,0,0,3.34
CHK002075,SRV0275,21사단,2024-11-24 18:00:00,일간,1,CPU과부하,27.3,30.1,32.4,1,93,0,0,6.48
CHK002076,SRV0276,정보통신대,2024-07-31 05:00:00,월간,0,전력,27.2,52.1,28.1,1,113,1,1,1.84
CHK002077,SRV0277,23사단,2024-07-03 02:00:00,일간,0,디스크,17.8,33.8,18.6,1,92,0,0,2.02
CHK002078,SRV0278,16사단,2024-09-21 10:00:00,주간,0,CPU과부하,27.0,35.7,24.9,1,210,0,1,1.58
CHK002079,SRV0279,정보통신대,2024-07-29 09:00:00,월간,0,없음,39.2,30.1,30.6,0,385,0,1,4.22
CHK002080,SRV0280,23사단,2024-11-17 13:00:00,월간,0,전력,35.7,12.0,34.2,1,60,1,1,1.94
CHK002081,SRV0281,20사단,2024-07-30 17:00:00,일간,0,전력,55.2,41.2,36.6,0,136,1,0,2.58
CHK002082,SRV0282,13사단,2024-08-01 08:00:00,월간,0,없음,30.2,66.7,45.5,1,173,0,0,1.88
CHK002083,SRV0283,24사단,2024-08-16 23:00:00,월간,1,전력,28.5,42.9,30.0,0,275,0,1,2.72
CHK002084,SRV0284,15사단,2024-09-01 02:00:00,일간,0,전력,35.8,22.0,6.8,1,274,0,0,2.46
CHK002085,SRV0285,15사단,2024-07-23 10:00:00,일간,1,없음,20.2,41.1,30.5,0,288,0,1,1.75
CHK002086,SRV0286,정보통신대,2024-09-12 17:00:00,월간,1,전력,36.0,32.0,17.6,1,129,0,1,2.46
CHK002087,SRV0287,20사단,2024-12-11 12:00:00,일간,0,디스크,23.4,21.6,16.6,1,131,0,1,4.11
CHK002088,SRV0288,15사단,2024-11-03 05:00:00,주간,1,없음,15.7,36.4,24.3,1,154,0,0,6.55
CHK002089,SRV0289,14사단,2024-10-29 19:00:00,일간,0,전력,21.9,28.8,37.4,1,90,0,0,3.42
CHK002090,SRV0290,16사단,2024-11-10 19:00:00,주간,0,디스크,55.1,43.8,18.0,0,145,0,0,3.49
CHK002091,SRV0291,14사단,2024-09-16 12:00:00,일간,1,없음,33.0,42.6,17.7,0,274,1,0,3.29
CHK002092,SRV0292,17사단,2024-07-14 07:00:00,일간,0,CPU과부하,26.4,25.4,29.1,1,158,1,0,7.09
CHK002093,SRV0293,17사단,2024-08-17 12:00:00,주간,0,디스크,21.5,44.5,29.7,0,336,1,1,2.21
CHK002094,SRV0294,13사단,2024-07-24 14:00:00,월간,1,전력,16.7,49.0,25.9,1,419,0,1,5.6
CHK002095,SRV0295,11사단,2024-12-09 17:00:00,일간,0,디스크,33.7,26.3,21.4,1,74,0,1,3.32
CHK002096,SRV0296,14사단,2024-08-20 07:00:00,주간,0,CPU과부하,25.0,19.8,15.9,1,126,1,1,2.36
CHK002097,SRV0297,16사단,2024-07-03 22:00:00,일간,0,전력,25.1,45.8,26.5,1,150,0,1,2.99
CHK002098,SRV0298,19사단,2024-08-27 08:00:00,월간,0,전력,25.9,41.3,26.3,1,44,1,0,0.8
CHK002099,SRV0299,24사단,2024-11-02 07:00:00,주간,1,디스크,22.2,67.7,42.0,1,161,1,0,4.56
CHK002100,SRV0300,22사단,2024-10-21 22:00:00,월간,0,CPU과부하,38.2,25.9,17.0,0,76,1,0,2.51
CHK002101,SRV0001,14사단,2024-10-27 23:00:00,월간,0,전력,29.7,19.6,40.1,0,98,1,0,6.79
CHK002102,SRV0002,22사단,2024-09-18 09:00:00,월간,0,CPU과부하,34.5,34.6,20.1,0,111,0,1,8.04
CHK002103,SRV0003,20사단,2024-07-21 09:00:00,일간,0,디스크,42.3,15.6,17.0,0,193,1,0,3.37
CHK002104,SRV0004,17사단,2024-08-26 23:00:00,월간,1,전력,50.6,27.0,20.1,0,257,0,1,3.72
CHK002105,SRV0005,13사단,2024-08-07 21:00:00,주간,1,디스크,17.9,38.4,11.3,0,187,0,0,1.46
CHK002106,SRV0006,24사단,2024-10-21 15:00:00,주간,0,CPU과부하,21.6,39.1,32.8,0,59,1,1,6.88
CHK002107,SRV0007,20사단,2024-12-22 21:00:00,일간,1,전력,26.8,34.8,11.6,1,193,0,1,2.06
CHK002108,SRV0008,기술지원대,2024-08-15 03:00:00,월간,1,디스크,25.3,30.3,21.6,0,174,1,1,1.6
CHK002109,SRV0009,기술지원대,2024-07-04 01:00:00,월간,0,전력,43.5,28.3,21.8,1,191,0,1,2.75
CHK002110,SRV0010,20사단,2024-12-18 03:00:00,일간,1,없음,97.38536443122723,85.44236751443088,30.5,1,135,1,0,2.19
CHK002111,SRV0011,23사단,2024-11-01 20:00:00,월간,1,없음,56.5,21.4,22.3,0,255,0,1,4.42
CHK002112,SRV0012,16사단,2024-10-20 20:00:00,일간,0,없음,48.2,26.7,20.7,0,202,1,1,4.09
CHK002113,SRV0013,22사단,2024-07-04 00:00:00,주간,0,CPU과부하,28.6,43.9,63.5,1,145,1,1,2.77
CHK002114,SRV0014,19사단,2024-08-31 23:00:00,일간,0,CPU과부하,13.6,40.7,21.0,1,69,1,1,5.29
CHK002115,SRV0015,23사단,2024-11-07 08:00:00,일간,0,CPU과부하,32.0,25.3,27.0,1,70,0,1,1.23
CHK002116,SRV0016,14사단,2024-08-14 17:00:00,일간,1,CPU과부하,16.6,21.5,36.3,1,226,1,0,4.65
CHK002117,SRV0017,21사단,2024-10-20 15:00:00,주간,1,전력,15.9,52.2,32.1,0,175,0,1,6.85
CHK002118,SRV0018,21사단,2024-08-11 08:00:00,일간,0,전력,32.9,25.9,13.8,0,146,0,0,3.05
CHK002119,SRV0019,14사단,2024-09-27 03:00:00,월간,0,없음,24.7,20.2,12.6,0,135,1,1,1.52
CHK002120,SRV0020,11사단,2024-08-11 02:00:00,주간,1,CPU과부하,93.70715100512774,98.46927697111799,25.7,1,92,1,1,2.78
CHK002121,SRV0021,17사단,2024-12-13 02:00:00,주간,1,없음,14.0,26.4,47.0,0,190,0,0,4.09
CHK002122,SRV0022,16사단,2024-08-10 02:00:00,월간,0,없음,16.5,19.5,28.7,0,346,0,0,2.31
CHK002123,SRV0023,25사단,2024-08-19 07:00:00,주간,0,CPU과부하,31.8,26.2,10.7,1,96,0,1,2.82
CHK002124,SRV0024,21사단,2024-09-24 07:00:00,일간,0,전력,19.3,18.2,23.4,0,98,0,1,4.09
CHK002125,SRV0025,25사단,2024-09-17 12:00:00,월간,0,디스크,18.0,15.8,47.1,1,195,0,0,2.91
CHK002126,SRV0026,기술지원대,2024-11-24 07:00:00,주간,0,없음,38.9,76.8,19.2,1,49,1,0,1.94
CHK002127,SRV0027,17사단,2024-10-14 16:00:00,주간,0,없음,27.5,21.1,40.2,0,185,1,0,3.02
CHK002128,SRV0028,20사단,2024-10-30 12:00:00,주간,1,없음,21.1,29.7,27.0,0,56,0,1,2.27
CHK002129,SRV0029,22사단,2024-08-25 15:00:00,일간,0,없음,22.4,44.4,38.4,0,79,1,1,3.21
CHK002130,SRV0030,24사단,2024-10-01 08:00:00,월간,1,디스크,14.5,31.2,24.2,0,103,0,0,1.61
CHK002131,SRV0031,15사단,2024-12-17 05:00:00,주간,0,전력,40.5,20.6,59.0,0,97,1,1,4.71
CHK002132,SRV0032,15사단,2024-10-06 10:00:00,일간,0,CPU과부하,24.1,28.9,24.2,1,250,1,0,3.94
CHK002133,SRV0033,13사단,2024-09-11 05:00:00,주간,0,디스크,18.1,19.4,16.5,1,119,1,1,2.99
CHK002134,SRV0034,15사단,2024-12-15 08:00:00,일간,0,전력,18.0,22.0,42.4,0,46,1,0,1.94
CHK002135,SRV0035,정보통신대,2024-07-09 07:00:00,일간,0,전력,27.6,41.4,21.6,0,38,1,0,3.28
CHK002136,SRV0036,22사단,2024-12-19 07:00:00,일간,0,없음,24.3,20.8,40.1,0,131,0,1,4.93
CHK002137,SRV0037,19사단,2024-07-13 18:00:00,월간,0,디스크,18.2,43.7,17.2,0,105,1,0,3.3
CHK002138,SRV0038,11사단,2024-10-06 16:00:00,일간,0,없음,20.4,48.1,22.8,0,137,0,1,0.86
CHK002139,SRV0039,14사단,2024-10-08 17:00:00,주간,0,없음,13.1,41.0,20.0,0,120,0,0,4.46
CHK002140,SRV0040,20사단,2024-12-05 01:00:00,일간,0,디스크,19.5,34.3,20.0,1,269,0,1,1.81
CHK002141,SRV0041,17사단,2024-09-29 20:00:00,일간,0,없음,32.4,27.6,37.2,0,33,1,0,2.03
CHK002142,SRV0042,11사단,2024-08-21 16:00:00,주간,1,디스크,16.4,54.2,42.1,1,287,1,0,0.92
CHK002143,SRV0043,정보통신대,2024-12-06 14:00:00,일간,0,CPU과부하,21.3,32.1,21.3,0,265,0,1,4.93
CHK002144,SRV0044,12사단,2024-10-29 19:00:00,일간,1,CPU과부하,44.8,42.7,30.6,0,406,1,1,2.41
CHK002145,SRV0045,21사단,2024-07-05 06:00:00,주간,1,CPU과부하,27.9,31.9,30.5,1,139,0,1,3.14
CHK002146,SRV0046,19사단,2024-07-18 23:00:00,주간,0,CPU과부하,16.4,28.8,47.7,0,147,1,1,1.75
CHK002147,SRV0047,17사단,2024-09-13 17:00:00,월간,1,전력,20.2,26.2,33.1,1,372,0,1,4.25
CHK002148,SRV0048,정보통신대,2024-10-09 12:00:00,일간,1,없음,27.3,10.6,26.0,1,112,0,0,0.82
CHK002149,SRV0049,정보통신대,2024-07-28 17:00:00,일간,0,디스크,23.7,21.5,28.6,1,330,0,1,3.83
CHK002150,SRV0050,12사단,2024-07-02 19:00:00,월간,1,디스크,17.7,35.5,39.7,0,379,0,1,3.64
CHK002151,SRV0051,16사단,2024-09-06 12:00:00,일간,0,CPU과부하,17.2,34.7,28.9,0,456,0,1,3.56
CHK002152,SRV0052,24사단,2024-07-24 15:00:00,일간,0,전력,29.1,20.6,34.0,0,96,1,1,2.05
CHK002153,SRV0053,16사단,2024-12-23 12:00:00,일간,0,전력,32.5,20.4,24.3,0,124,0,0,2.82
CHK002154,SRV0054,12사단,2024-10-27 03:00:00,월간,0,CPU과부하,25.6,34.7,17.4,1,115,0,1,5.3
CHK002155,SRV0055,11사단,2024-07-02 08:00:00,주간,1,없음,13.1,34.1,15.6,1,338,0,1,4.76
CHK002156,SRV0056,20사단,2024-07-18 16:00:00,월간,0,없음,23.4,72.2,18.9,0,106,1,0,1.14
CHK002157,SRV0057,15사단,2024-07-08 14:00:00,월간,1,CPU과부하,32.3,27.7,49.6,1,128,0,1,3.26
CHK002158,SRV0058,12사단,2024-11-22 22:00:00,월간,0,디스크,30.3,29.8,22.1,1,267,1,0,1.73
CHK002159,SRV0059,기술지원대,2024-10-01 04:00:00,주간,0,없음,24.5,50.6,17.9,1,132,0,1,1.15
CHK002160,SRV0060,12사단,2024-08-18 01:00:00,월간,1,전력,13.5,47.2,38.5,1,73,0,0,5.78
CHK002161,SRV0061,20사단,2024-07-18 09:00:00,일간,1,디스크,63.2,23.2,51.0,0,115,1,0,3.71
CHK002162,SRV0062,12사단,2024-09-12 05:00:00,일간,0,없음,40.7,36.1,37.3,1,173,0,1,0.99
CHK002163,SRV0063,기술지원대,2024-12-19 16:00:00,월간,0,없음,39.7,29.3,12.2,1,156,0,0,1.54
CHK002164,SRV0064,기술지원대,2024-11-18 19:00:00,주간,0,없음,28.3,17.2,44.7,0,297,1,1,3.07
CHK002165,SRV0065,17사단,2024-12-17 20:00:00,주간,0,전력,24.7,34.4,22.6,1,345,0,1,2.01
CHK002166,SRV0066,22사단,2024-08-03 22:00:00,일간,0,전력,22.0,51.6,30.2,0,101,0,0,3.0
CHK002167,SRV0067,25사단,2024-10-10 00:00:00,주간,0,디스크,24.3,51.7,13.5,0,255,1,1,2.63
CHK002168,SRV0068,18사단,2024-11-17 12:00:00,일간,0,없음,20.2,28.1,28.5,0,147,0,1,2.15
CHK002169,SRV0069,16사단,2024-09-14 18:00:00,주간,0,없음,14.2,27.8,20.0,1,95,1,0,3.04
CHK002170,SRV0070,20사단,2024-11-14 09:00:00,일간,0,없음,23.7,68.0,33.1,1,285,0,1,2.86
CHK002171,SRV0071,13사단,2024-11-22 17:00:00,월간,0,없음,35.2,48.3,38.8,0,176,0,0,2.66
CHK002172,SRV0072,정보통신대,2024-08-08 08:00:00,주간,0,없음,27.5,20.9,34.0,1,138,1,1,3.93
