"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202006","중앙선","양수","0","0","866","340","1975","1383","6576","2439","4065","3258","3297","4111","2998","4298","2849","3703","2694","3683","3408","3612","3450","3296","4552","2765","5134","3497","4453","4102","4043","3587","2325","3810","2107","3433","1410","2057","614","2468","260","959","13","544","0","0","0","0","0","0","20200703"
"202006","중앙선","양원","30","1","1530","337","2108","2482","5216","8465","3587","5093","2790","1909","2215","1877","2016","1480","2126","1167","2149","1903","2192","1659","4119","2089","5273","2238","3634","2452","2784","3790","1137","2951","815","2245","516","1487","410","1506","134","841","3","181","0","0","0","0","0","0","20200703"
"202006","중앙선","양정","94","0","455","405","715","1121","2424","2411","1694","3145","1137","1318","1018","1050","1068","953","969","705","1105","665","1107","818","1227","706","1803","850","2692","1196","3126","1530","1348","1313","690","747","522","613","243","563","69","364","12","166","0","0","0","0","0","0","20200703"
"202006","중앙선","양평","63","7","1362","105","2909","1747","7331","3719","4601","6846","3918","3917","4753","4959","4247","5420","4899","5241","4896","3715","5140","4960","5572","4927","5522","4378","6223","6385","5847","4564","3292","4802","2982","4306","2359","2795","1673","2506","717","2594","160","884","0","0","0","0","0","0","20200703"
"202006","중앙선","오빈","1","0","156","15","397","343","986","295","760","602","683","332","538","370","455","444","488","397","450","350","479","304","402","490","450","471","550","825","531","728","271","517","213","378","146","475","52","424","36","201","2","109","0","0","0","0","0","0","20200703"
"202006","중앙선","용문","245","2","883","8","1891","689","3504","2260","3660","4223","2482","3027","3049","4521","2593","8142","3957","6146","4433","4876","5750","4765","7072","2654","6801","4278","5912","3821","3856","2765","2532","2642","1521","2555","976","1515","391","1497","128","1384","0","740","0","11","0","0","0","0","20200703"
"202006","중앙선","운길산","2","0","204","178","812","764","1568","1108","1650","1887","976","3431","963","3931","1259","3991","1387","2845","2186","1620","2900","1954","3664","1456","3985","1620","3424","1291","2414","1194","1740","1308","1387","566","685","515","190","621","68","448","2","129","0","0","0","0","0","0","20200703"
"202006","중앙선","원덕","49","1","360","4","519","186","899","435","878","775","778","524","638","712","568","823","599","732","646","356","629","583","786","659","895","497","696","912","683","676","430","683","303","327","149","472","49","278","23","229","2","118","0","0","0","0","0","0","20200703"
"202006","중앙선","중랑","138","5","6594","565","9065","2366","21957","2948","20802","6367","12376","4676","8384","4255","7653","4676","7068","5063","7387","5403","6511","6526","6317","8458","6191","9518","6788","12650","7042","20568","4605","15060","3360","10761","2902","9004","2025","7190","856","4566","72","1052","0","0","0","0","0","0","20200703"
"202006","중앙선","지평","0","0","0","0","0","0","321","113","146","358","7","2","322","353","0","0","0","0","2","1","1","0","15","0","727","374","2","4","38","32","175","149","1","17","0","1","0","0","0","0","0","0","0","0","0","0","0","0","20200703"
"202006","중앙선","팔당","4","0","323","179","619","630","1753","1580","1355","2359","1211","4272","1126","2741","1124","2931","1288","2393","1525","1561","1952","1832","2580","1810","2795","1502","3069","1859","2795","1602","2405","1560","1998","711","1741","562","1014","461","207","218","18","91","0","0","0","0","0","0","20200703"
"202006","중앙선","회기","876","29","11552","3634","21021","12691","54055","28386","64723","46757","40715","30707","31211","27174","31053","24319","33806","26674","32595","30547","32852","29200","36786","29165","41229","31904","50437","43204","44365","64594","27118","55284","22487","31967","22934","33423","20148","32237","9809","20945","427","4971","0","0","0","0","0","0","20200703"
"202005","1호선","동대문","620","13","13095","2198","9135","7173","11941","12507","17471","25104","16819","23527","16366","22714","17629","25220","21258","25909","22664","24403","23524","23966","24632","22634","25447","19352","25133","19093","24186","18922","16973","20328","13729","14643","13253","10925","10893","10333","4659","10298","25","1012","0","0","0","0","0","0","20200603"
"202005","1호선","동묘앞","98","1","3036","815","2972","3940","5166","9301","7066","20578","6813","15266","8460","18732","13254","25565","17921","29556","23818","30801","29963","31734","31846","26544","32093","19567","29431","13963","25393","10350","12716","6369","6336","4049","5223","3944","3585","4005","1396","3198","15","1578","1","2","0","0","0","0","20200603"
"202005","1호선","서울역","813","16","8478","5920","10736","37191","29922","80358","53921","170533","39251","114126","38103","55958","46762","47869","55232","49303","57055","51283","48828","49860","64421","50831","71948","51102","115171","60380","176221","63184","86920","45583","61811","31079","59285","25122","41290","18647","15258","10959","11","1427","0","0","0","0","0","0","20200603"
"202005","1호선","시청","30","1","1557","3131","2914","15686","5627","57041","6957","138115","7841","67596","8553","27971","12095","26249","13668","22574","17272","22013","22049","18517","28018","16094","32000","13771","59053","14576","115293","15487","46640","7610","34966","4267","34047","3807","22202","2630","7325","1755","5","143","0","1","0","1","0","0","20200603"
"202005","1호선","신설동","329","8","8845","2319","8238","7808","15648","21995","21432","60926","16024","35914","13916","20417","16741","18065","18198","18266","20318","19213","21068","18000","22759","18266","28216","18646","35321","21133","55588","25131","22750","17589","14779","11410","12833","10674","9393","9619","3648","6938","27","663","0","0","0","0","0","0","20200603"
"202005","1호선","제기동","380","0","4512","2004","7642","8832","18514","17262","26796","38379","20906","36631","23574","35818","31391","40557","36600","38148","37399","39596","40449","42653","43962","37148","39529","29100","37289","23727","36082","24917","18764","17104","11365","10642","8837","9584","7292","8410","2672","5062","12","523","0","0","0","0","0","0","20200603"
"202005","1호선","종각","75","4","3014","4160","3319","23724","5074","92171","7924","209115","9987","120714","13458","53331","20798","45394","25190","40733","34636","42700","40115","36281","50544","31772","57906","30872","112976","35132","182870","43612","83167","24381","69067","10039","78851","6528","60248","4144","22662","2735","58","161","0","0","0","1","0","0","20200603"
"202005","1호선","종로3가","201","22","4118","2484","3435","12520","4612","24320","7174","66473","10489","73357","20519","59967","31260","58879","37145","58437","47571","58249","50770","52199","56840","44373","60378","36765","67784","33252","94613","35091","59187","19383","44218","8733","48552","5817","38442","4165","13893","3525","53","698","0","0","0","0","0","0","20200603"
"202005","1호선","종로5가","29","1","1708","3562","2587","15233","4517","37360","7440","96741","10656","60684","17492","49432","25615","48395","32360","47275","39556","43658","46587","42267","51601","37485","54887","30589","67504","25688","94202","22480","48877","13120","30896","6099","25869","4646","18521","3186","5727","2131","15","290","0","1","0","0","0","0","20200603"
"202005","1호선","청량리(서울시립대입구)","1255","13","10439","4125","13779","12831","35493","15331","43815","32246","30780","31191","29326","34526","35382","39902","36673","39149","39290","40945","41615","44584","44553","42738","45788","39328","43942","39758","40624","47825","25836","33336","19689","20123","13435","17918","9475","16068","3596","10376","47","1238","0","1","1","0","0","0","20200603"
"202005","2호선","강남","168","6","10906","11358","18743","49832","35291","140403","53325","292652","44594","304796","44389","144316","61494","107248","77520","104399","100314","128265","106587","111146","130708","101949","149834","101463","213368","120804","325604","168228","205017","113554","155403","54905","180225","40681","180198","32706","61550","23348","6","11","0","0","0","0","0","0","20200603"
"202005","2호선","강변(동서울터미널)","19","0","8202","2626","24427","20706","69591","23137","100605","41950","76654","38078","54937","37137","51451","36444","49571","40731","49109","45872","46577","48996","48512","55000","50253","61979","53399","73692","60015","110136","48666","80554","38475","53736","32826","42081","22786","42270","8031","23737","7","747","0","0","0","2","0","0","20200603"
"202005","2호선","건대입구","365","14","16978","2303","20054","17646","47643","23186","81445","53153","56105","39561","32175","34766","31255","38101","36182","46473","39564","55264","41298","55687","45532","59479","52703","66151","63657","88071","77224","135122","58759","103242","60934","61797","66173","53938","69396","46456","34318","29878","35","4271","0","0","0","0","0","0","20200603"
"202005","2호선","교대(법원.검찰청)","25","3","2493","7169","11738","25919","22277","53835","30549","135263","25247","125758","24098","61517","29890","50179","31843","46660","39831","52832","46968","48893","52714","43492","56042","42359","82957","51367","132489","66890","63649","43128","47782","23489","54151","19895","49421","17443","16554","11710","4","111","0","0","0","0","0","0","20200603"
"202005","2호선","구로디지털단지","283","11","36636","7007","47406","22861","122104","69145","164524","219360","105477","139532","60427","53994","53283","43042","57652","42980","60853","49870","56096","51680","57609","59992","69681","66972","111352","97103","201049","147841","105055","123769","60800","79372","50187","77424","41285","75205","16239","47899","2","54","0","0","0","0","0","0","20200603"
"202005","2호선","구의(광진구청)","18","0","12132","1248","23680","8898","58470","13370","99583","33875","60353","21810","31398","17898","26838","17616","27772","20107","28559","22887","26620","25287","25154","30839","27120","35182","31723","48691","38465","81751","22318","63205","17711","41682","16874","38470","16181","36947","6891","20254","17","1604","0","0","0","0","0","0","20200603"
"202005","2호선","낙성대(강감찬)","45","3","11176","1860","23657","8772","69610","15611","110823","32536","74204","29155","37283","23533","31850","20710","35602","23987","35179","26374","32296","28232","32219","32303","35096","37614","39831","51743","46066","87424","28385","81001","21226","50852","20234","47103","16720","47849","7167","30834","0","17","0","0","0","0","0","0","20200603"
"202005","2호선","당산","40","3","5828","3212","15326","12365","39168","25241","49465","73561","30523","38743","20666","19305","20313","17821","21120","18953","22245","21715","21057","21589","21960","23878","25912","27718","38044","39888","59663","66156","28516","47590","21394","29877","21795","27772","19199","25479","8583","17436","8","387","0","0","0","0","0","0","20200603"
"202005","2호선","대림(구로구청)","599","12","32086","3513","26607","11203","57542","20593","84874","53479","58842","35880","34179","29190","29127","28426","31702","27652","32132","28782","29378","29564","30445","36916","32817","40422","40829","56580","52712","67859","29049","50359","20384","36791","16175","45132","11578","44713","5417","22377","10","547","0","0","0","0","0","0","20200603"
"202005","2호선","도림천","0","0","311","283","901","723","2382","3158","2681","4985","1619","1864","1519","1138","1199","1118","1875","1700","1541","1083","1604","1526","2073","1245","2304","1485","2530","1730","3130","2293","1757","1990","750","1300","743","1272","318","1009","141","685","1","87","0","0","0","0","0","0","20200603"
"202005","2호선","동대문역사문화공원(DDP)","326","4","7922","789","4211","6977","5722","18963","8510","44699","7970","28848","8475","22190","10937","24159","13368","20488","15018","21676","19079","21242","22285","18742","27754","16808","36055","17635","40358","20327","25188","23512","19398","14765","20617","10286","13499","7960","6000","7320","2","648","0","1","0","0","0","0","20200603"
"202005","2호선","뚝섬","19","0","3604","1840","7620","14452","17229","26515","25569","105943","16106","61831","12095","26331","12409","21805","14957","23758","18307","26814","20664","25339","24388","24750","31852","25758","46533","28800","96624","37925","51452","25191","30951","13728","27563","11635","20282","10372","6713","7472","1","130","1","0","0","0","0","0","20200603"
"202005","2호선","문래","11","1","3244","1689","10950","9615","36222","29989","38881","106472","22821","51684","16962","21081","16758","17505","18098","18763","20178","21193","20488","19823","22498","20276","26568","22067","44624","29127","92047","46744","35039","35793","22796","19330","23124","17100","19275","15567","7571","9218","4","616","0","0","0","0","0","0","20200603"
"202005","2호선","방배","7","0","2715","3472","8690","12005","19856","24560","28299","64257","22632","40412","16055","20509","16344","16925","17974","17999","20854","19419","20875","19968","23406","19496","26826","20845","38863","27283","61290","35072","27532","26636","19425","17106","19483","15636","16881","15842","5887","9163","1","1","0","1","0","0","0","0","20200603"
"202005","2호선","봉천","50","1","14631","1806","26234","7240","70742","10907","106777","24013","66536","20325","35730","18793","29426","19072","32666","20646","32070","22944","27648","25343","26672","32571","28482","36340","29461","48846","31359","76837","19900","66877","16058","42905","14612","39684","11305","36496","4134","23427","2","499","0","0","0","0","0","0","20200603"
"202005","2호선","사당","304","8","12492","3231","22987","28529","64526","37139","87962","58616","64854","48498","41018","39199","37119","41598","43535","42231","45893","45566","46552","46813","47840","55610","52563","70653","65096","96316","85017","141463","60598","107578","51526","63394","57016","56996","57129","54512","27964","36152","12","3074","0","0","0","0","0","0","20200603"
"202005","2호선","삼성(무역센터)","147","1","4730","4527","6800","38720","14212","113633","18626","270881","17625","217806","18569","82680","26473","59190","32713","51861","41382","58564","52365","51900","65920","45347","81283","44027","152658","44683","248245","52094","153058","31891","104200","15565","82390","11905","55977","10354","12812","7305","1","4538","0","0","0","0","0","0","20200603"
"202005","2호선","상왕십리","52","1","5314","633","11581","5005","32764","10644","51252","30939","28513","17801","18028","11701","16589","10300","17021","11681","17466","13714","15767","13754","16807","15331","17170","18315","20797","26328","25132","42932","16554","31195","11335","20061","10030","18437","7190","16928","2517","11807","0","46","0","2","0","0","0","0","20200603"
"202005","2호선","서울대입구(관악구청)","3483","19","27115","2538","39350","13184","111657","24722","162572","56264","110350","57507","60179","46283","54158","42656","58451","47277","62176","53730","58443","55065","60735","61880","66312","69839","73120","96253","84589","155636","55252","138874","46269","83499","48023","76264","43689","74844","18527","55494","2","6395","0","0","0","0","0","0","20200603"
"202005","2호선","서초","21","0","1187","4510","6587","20353","12699","43755","19724","105494","22730","84497","16844","36877","22145","26959","22255","20848","27400","24925","28205","24885","32741","18872","37924","18755","59767","19633","92297","21703","43173","14609","26102","9475","26648","8131","19586","7748","5287","4269","0","0","0","0","0","0","0","0","20200603"
"202005","2호선","선릉","133","1","4447","6071","9710","37063","18045","100760","27338","253776","26610","194745","28361","87323","38707","56334","46088","49777","56048","57173","62826","50685","81757","43642","111159","41293","153519","46013","259900","50978","132902","34012","81083","19652","78590","15973","67189","14002","21034","8502","3","230","0","0","0","0","0","0","20200603"
"202005","2호선","성수","32","0","5335","3461","8888","26855","21120","57685","28387","221677","22421","98465","18562","37725","19597","30992","21633","32156","26764","37578","29548","35888","34472","35605","43448","35157","83686","37894","175769","47592","77022","32118","46354","18001","43569","14117","32611","13181","10124","12605","4","4742","0","0","0","0","0","0","20200603"
"202005","2호선","시청","44","1","1040","1302","1705","12645","4154","61612","5978","177680","7006","82885","9803","22214","14838","19128","14900","17809","19051","19492","23013","16802","26490","15464","29987","13259","67938","14260","147276","14994","52656","7304","33022","3824","30135","3216","19683","2818","6414","2423","18","115","1","0","0","0","0","0","20200603"
"202005","2호선","신답","5","1","898","94","1634","584","5384","980","8454","1772","3271","936","1982","921","1869","1108","1896","1265","1754","1351","1679","1615","1614","2150","1576","2722","1872","3529","2109","7938","1049","6264","710","2721","547","3028","495","2327","169","1782","0","32","0","0","0","0","0","0","20200603"
"202005","2호선","신당","23","2","5981","1147","10553","6848","23301","15403","37829","33218","23418","21290","16663","16672","15921","17327","18065","17457","19855","18318","19699","19356","20304","20494","22688","22156","25752","27839","32284","38504","21186","28314","15114","17992","12760","16235","10419","14868","4470","10410","1","198","0","0","1","1","0","0","20200603"
"202005","2호선","신대방","155","1","24289","2127","32602","9357","77184","16597","115961","30132","73210","20734","40574","17178","32565","18131","32584","20511","32018","23487","27867","26485","27248","34669","29636","40189","33925","55385","39118","85347","23911","74049","18180","49817","13894","53231","11157","51693","4720","32344","1","13","0","0","0","0","0","0","20200603"
"202005","2호선","신도림","3194","29","33815","5063","44293","16875","116265","38058","120995","101763","79876","63969","52846","58425","52229","54499","58975","58318","64140","61149","63509","60270","65608","66271","72077","73228","88859","95328","119404","150538","74686","116983","62441","69230","59188","62845","41304","63622","17641","45132","49","12988","0","1","0","0","0","0","20200603"
"202005","2호선","신림","327","18","38358","4515","71072","20205","180909","29065","278822","54627","172129","49234","91086","42195","75628","43543","80372","49982","78397","57670","71832","65533","69783","81005","75451","94886","80900","131469","84529","226196","58857","204290","50780","133708","48916","123150","43647","113518","20079","82646","5","409","0","0","0","0","0","0","20200603"
"202005","2호선","신설동","10","0","1064","379","1243","1763","2500","4773","5061","12202","3616","7554","3551","5769","4456","6048","5230","6356","6364","6563","7246","6279","8071","5606","8678","4337","10178","4510","11524","4810","4755","3705","2863","2360","2322","1970","1826","1729","589","1289","3","375","0","1","0","0","0","0","20200603"
"202005","2호선","신정네거리","37","4","7168","1697","12210","6318","37044","4412","34272","11167","19771","7700","13575","6558","11603","7838","12400","8638","11929","9787","10429","10490","10639","13521","12644","15592","13584","22300","11222","37615","6925","30217","5423","17452","4299","15045","3599","13560","1408","8971","19","818","0","0","0","0","0","0","20200603"
"202005","2호선","신촌","63","1","6322","2368","11244","13172","28702","31615","39998","69853","28949","85681","27523","52271","32688","47372","41112","51058","44428","58760","45543","52880","50937","47690","60511","48050","76658","61654","82750","87991","58278","62184","59308","33355","61848","26885","65025","24020","23158","18304","7","146","0","0","0","0","0","0","20200603"
"202005","2호선","아현","10","0","3865","959","9450","6350","22624","9701","29828","17694","18457","10863","13279","8592","12375","8390","13059","9402","12935","10380","12996","11347","14780","12330","15684","14022","17370","18221","17814","25430","10297","21209","7338","13559","5876","13226","4293","12557","1697","8100","1","38","2","1","0","1","0","0","20200603"
"202005","2호선","양천구청","17","0","4291","859","10083","2021","27391","4732","24849","8887","14986","4790","9296","4169","8535","4279","9385","5263","8721","6522","6936","6686","6628","8604","7197","10251","7604","14949","8502","24839","3721","22595","2755","13162","2496","11349","2141","10400","744","7697","4","806","0","0","0","0","0","0","20200603"
"202005","2호선","역삼","29","4","3298","7013","7995","38621","12778","109296","21684","283135","20631","234435","20195","91759","27333","56881","33077","48674","40762","56707","48232","48155","65292","42965","83033","37333","156711","40620","238289","47952","123765","32877","71584","19213","70247","14946","50086","11827","16109","8408","3","4","0","0","0","0","0","0","20200603"
"202005","2호선","영등포구청","27","0","5137","2945","11751","12035","36139","31154","40661","104752","26421","48621","20808","24619","21119","21554","22419","22517","24135","24178","25234","23016","27119","23474","31424","25064","44949","31942","91857","48921","34952","34943","24332","20742","24255","18761","19310","17922","6984","12248","3","784","0","0","0","0","0","0","20200603"
"202005","2호선","왕십리(성동구청)","690","2","7114","827","9145","5357","22888","9890","39581","25131","24247","16441","16152","11985","16516","13177","18808","15007","20532","17013","20528","16989","21450","18426","25750","21683","30316","30442","34456","49678","23135","34458","21265","19769","23746","16918","25381","15773","14530","12134","85","489","0","0","0","0","0","0","20200603"
"202005","2호선","용답","2","1","2208","255","2813","912","6174","1700","10972","2683","5413","1321","3571","1700","3345","2020","3382","2269","3787","2662","3386","2915","3339","3633","3613","4608","3768","5257","3436","9089","2235","6630","1611","4350","1327","4609","1062","4372","507","3052","0","7","0","0","0","0","0","0","20200603"
"202005","2호선","용두(동대문구청)","10","0","1021","179","1203","875","4084","2067","6647","5291","3417","3304","2845","2932","3214","3069","3452","2830","3540","3412","3575","3781","4068","3996","3869","3786","4268","3991","5388","6386","2674","4922","1576","2780","1434","2567","926","1873","287","1510","0","35","0","0","0","0","0","0","20200603"
"202005","2호선","을지로3가","6","0","797","1401","1829","17605","4264","58198","7491","128467","7523","61308","9067","26567","12149","20918","13389","18482","17027","21423","20679","18959","24847","16833","30406","16830","62724","19139","110698","23749","48526","13561","31975","7099","33026","4669","28834","3572","12951","2476","10","330","0","0","0","0","0","0","20200603"
"202005","2호선","을지로4가","7","3","873","951","1236","10515","2336","29326","4133","68258","5506","36628","7846","22396","10936","20026","13830","18472","16227","17642","18736","17361","21758","14896","24182","12381","43863","11001","63995","9727","29889","5673","15145","2681","11770","2238","8723","1801","3209","1322","4","150","0","0","0","0","0","0","20200603"
"202005","2호선","을지로입구","118","1","2173","1852","2744","20414","6825","103779","10761","252416","11656","131870","14177","56071","20445","48149","24489","40680","34737","39940","40514","35051","50277","31970","58649","29310","124705","32411","212601","35334","92835","19077","85894","10813","57398","9066","37696","7622","10873","5285","8","3457","0","0","0","1","0","0","20200603"
"202005","2호선","이대","33","0","2549","1562","5953","10927","16111","9138","20827","27708","13272","27760","10622","18864","11609","15305","14856","16548","16100","19792","15751","17747","18474","16101","24496","16683","31922","18994","28697","26889","18508","20384","15629","12454","14966","11473","12668","11135","3959","8726","2","80","0","0","0","0","0","0","20200603"
"202005","2호선","잠실(송파구청)","75","3","10959","5278","41832","30538","98029","66536","141404","150005","108729","122532","67528","74263","66206","75216","72286","78139","79690","84763","80599","83495","88597","88892","103827","100653","142466","127613","191551","190106","124146","135565","118144","81797","90509","73688","75349","70192","24491","42922","9","595","0","0","0","0","0","0","20200603"
"202005","2호선","잠실나루","5","0","2462","1526","10259","10099","33733","19645","39992","32856","24716","22945","18855","15927","18297","13837","18147","16488","17799","17372","18678","15647","19840","15745","23858","16183","29442","21188","28538","34865","14984","26841","10915","16259","8113","14795","6301","14672","2425","9452","1","149","0","0","0","0","0","0","20200603"
"202005","2호선","잠실새내","14","3","4439","890","14623","7595","47604","13927","61899","23881","38049","26868","24361","20823","23053","21178","25221","23132","25989","27498","24637","28717","26232","30569","30186","35322","30943","47629","35889","76670","27027","56599","23654","32105","24594","26539","23962","24704","11987","13909","7","1640","0","0","0","0","0","0","20200603"
"202005","2호선","종합운동장","3","0","1702","1044","5215","5775","14837","9688","20012","17542","15163","10566","10742","7253","7978","6553","8364","7589","9094","8489","8431","8829","9241","9740","11111","10487","12862","13855","15113","21269","8054","15848","5297","9838","5644","9235","4615","9908","1547","5876","11","562","0","1","0","0","0","0","20200603"
"202005","2호선","충정로(경기대입구)","29","2","2940","832","5924","5396","13492","16819","18892","51539","12754","27711","9390","11986","10184","9660","10312","9187","11093","10994","11409","9760","11910","10175","14265","10850","22233","13505","43612","19210","15388","14315","9463","9591","9060","9166","7135","8168","2389","6112","4","190","0","0","0","0","0","0","20200603"
"202005","2호선","한양대","5","1","1260","241","2190","5255","4562","9984","7274","29737","5426","23317","4644","15761","6024","10772","7074","12351","7617","13186","8407","11175","10045","8857","15181","8086","23771","8543","23199","10397","11703","6664","9926","4787","10320","4324","9677","4101","4665","3081","1","14","0","0","0","0","0","0","20200603"
"202005","2호선","합정","104","2","7345","3023","14966","13378","36436","29766","48114","83437","31719","63267","22915","40504","24108","36991","27867","42369","32147","47876","33916","44925","36636","42734","43439","48420","61769","62472","100488","89650","63997","66399","51875","35537","57578","28204","56906","24555","23612","18431","9","994","0","0","0","0","0","0","20200603"
"202005","2호선","홍대입구","519","4","16849","3488","22025","13883","50721","26951","64827","83691","42626","93331","32047","63111","36270","66955","43023","82004","53619","95520","55578","94506","65319","92867","80429","95320","103125","111782","136389","144910","105253","108153","98462","60401","113108","45802","114627","37573","46763","29981","232","4952","0","0","0","0","0","0","20200603"
"202005","3호선","가락시장","12","0","2449","682","6319","5077","17305","9101","19557","25509","13618","14166","11851","9834","11955","10127","11857","10262","12210","10846","12593","11658","13390","12881","14291","13680","16861","15962","26682","22205","12198","16788","8843","11034","8002","9124","6186","8717","1737","4800","3","1282","0","0","0","0","0","0","20200603"
"202005","3호선","경복궁(정부서울청사)","90","13","2532","1274","5059","11937","11474","36606","16876","94710","16367","43625","12848","26947","14019","25692","15395","24257","19506","25799","22715","24370","27733","21330","35460","20763","50683","22171","85980","27471","37356","18821","27373","10477","27738","9042","20402","8398","6371","5577","9","339","1","3","0","0","0","0","20200603"
"202005","3호선","경찰병원","5","0","2321","139","6587","3104","18165","7080","22521","25587","13880","12890","10084","7953","8832","6194","8274","7324","9538","8188","8869","8146","9164","8172","9370","8848","13630","11541","17708","18155","6755","15479","4938","9982","5175","8028","3452","7796","764","4365","4","1008","0","0","0","0","0","0","20200603"
"202005","3호선","고속터미널","98","0","4579","3097","6170","25605","22113","41218","35153","66320","38214","86721","40130","77383","51569","80680","61208","78023","67073","81330","72454","84206","83945","87678","95542","85099","115285","91185","123958","103566","103244","69213","117360","39990","75214","28999","53317","20279","17684","12685","6","469","1","1","0","0","0","0","20200603"
"202005","3호선","교대(법원.검찰청)","19","0","1231","584","2942","5723","6465","18345","9562","43356","8327","30415","9337","13832","11954","10229","13139","9199","16297","9971","18625","9673","21091","8881","22961","8665","35129","11418","59352","15629","25920","8955","20278","4497","21351","3416","23901","2929","6284","2440","7","40","1","3","2","0","0","0","20200603"
"202005","3호선","구파발","90","5","8617","1465","26857","8488","74000","19519","74820","25759","37834","24931","26301","24933","24259","20382","26221","21292","25361","23406","25888","23304","27384","23635","30892","28388","32371","35938","30058","61533","18900","54804","15059","31995","13547","28143","11377","23053","2682","22769","6","2506","0","0","0","0","0","0","20200603"
"202005","3호선","금호","29","4","4489","578","8904","2622","22839","4182","31977","7889","20752","6411","13050","6089","11424","6421","11080","7441","11441","8292","10016","9301","9504","11391","10119","13470","10976","17899","10779","27191","7229","20608","5633","14473","4772","12437","3784","11300","1437","6621","4","2","0","0","0","0","0","0","20200603"
"202005","3호선","남부터미널(예술의전당)","45","3","2580","1076","7788","24517","22387","51502","34392","136513","28827","72134","28070","42567","30994","34004","31710","34733","36559","37751","37282","39974","42012","38107","46881","39747","78095","43629","125891","51713","60862","35493","40157","21911","36665","16489","27365","12915","8394","8333","0","90","0","0","0","0","0","0","20200603"
"202005","3호선","녹번","13","3","7984","1162","18340","8760","48688","7178","57518","16581","33259","9246","19748","8569","16580","8209","16693","9130","15464","10200","14916","11415","13620","13851","16420","17616","17757","23742","17384","42442","8715","38701","6313","23387","5179","20738","4199","18640","1245","12152","0","20","0","0","0","0","0","0","20200603"
"202005","3호선","대청","23","0","3358","1087","9139","6487","22693","10460","26769","19389","14253","11861","11238","6701","10705","6662","10729","7238","11970","8207","11587","9166","13035","10676","14422","11938","18574","15550","21596","22150","11700","20028","6970","12981","5917","11230","4264","12454","1376","7475","0","133","0","0","0","0","0","0","20200603"
"202005","3호선","대치","4","0","2304","699","10242","7199","20991","15438","19828","22703","11975","15236","9544","11278","9393","10110","11730","12308","12794","15366","12284","13782","14732","14269","15133","17950","22620","21932","24401","24884","15737","20098","11709","10798","13197","9893","27160","9727","2956","5687","0","39","0","0","0","0","0","0","20200603"
"202005","3호선","도곡","29","0","1013","312","3287","3587","7288","10599","9110","18542","5938","14216","4378","6808","4902","5508","5428","5934","6021","5929","6485","5240","7651","5204","10032","5592","14171","6812","15907","8977","8922","7965","5580","4375","5370","4129","3943","3876","1067","2271","6","1631","0","0","0","0","0","0","20200603"
"202005","3호선","독립문","97","1","4691","714","5672","4585","13448","11398","17189","18332","12776","13205","10592","13679","9695","9654","11224","9116","11448","10387","12053","9871","12789","10330","13772","10992","13841","12762","15396","15823","8163","13648","5423","8134","4321","7625","3099","7095","835","4390","0","4458","0","2","0","0","0","0","20200603"
"202005","3호선","동대입구","18","0","1064","1000","2066","7567","3971","13574","5901","42914","4901","21692","4289","14024","5044","12178","6366","10182","8014","11428","10531","9752","11642","8014","14404","7847","32428","8960","28891","9996","13612","6317","9803","3912","10192","3992","8193","3243","2268","2215","3","401","0","0","0","0","0","0","20200603"
"202005","3호선","매봉","4","0","1425","467","5540","8590","12201","17779","15359","57757","11007","30565","9098","12168","9162","10237","9495","9708","11026","9940","12552","9328","14020","9694","15912","9912","28171","13168","53537","18198","20731","13357","12676","7747","13486","6655","8993","6479","2528","3928","1","511","0","0","0","0","0","0","20200603"
"202005","3호선","무악재","25","2","1806","271","4479","1606","12320","2586","14718","5004","8896","3124","6179","3045","5167","3256","5100","3300","4926","3626","4255","4261","4233","4983","4554","6347","5406","7962","5776","13059","2919","11724","2133","7459","1818","6549","1425","5937","506","4326","0","1","0","0","0","0","0","0","20200603"
"202005","3호선","불광","27","2","8490","912","16599","5611","43969","9428","54162","29968","30834","31231","22132","25353","21527","21674","22024","23222","23835","23946","23522","24925","24352","27306","25716","30105","27550","35711","29931","52871","18213","43985","13778","27242","11942","22392","8820","20691","2652","13669","5","413","0","1","0","0","0","0","20200603"
