supply_id,unit_code,item_code,item_name,category,stock_level,avg_daily_usage,weekend_usage_ratio,delivery_lead_time,requested_quantity,reorder_threshold,auto_reorder_flag,request_date,is_weekend,is_weekend_check
SUPP01183,15A,ITEM010,Mask,위생,21.0,4.4,0.11,7,26,20,1,2024-04-04,0,False
SUPP01184,39C,ITEM020,Toothpaste,위생,26.0,5.3,0.31,5,37,20,1,2024-01-16,0,False
SUPP01185,12C,ITEM001,Toilet Paper,위생,7.537605137904934,11.19945772297476,0.3,4,50,30,1,2024-04-28,1,True
SUPP01186,12C,ITEM013,Blanket,의복,18.0,3.7,0.38,4,26,20,1,2024-06-13,0,False
SUPP01187,21C,ITEM001,Toilet Paper,위생,14.564095840505537,9.586762399260644,0.1,2,66,30,1,2024-06-28,0,False
SUPP01188,15C,ITEM005,Notebook,사무,3.0,0.8,0.25,2,10,20,1,2024-04-26,0,False
SUPP01189,31A,ITEM016,Printer Ink,사무,16.0,3.4,0.31,4,23,20,1,2024-01-10,0,False
SUPP01190,17C,ITEM015,USB Drive,사무,40.0,8.3,0.15,4,52,20,1,2024-05-01,0,False
SUPP01191,29B,ITEM017,Combat Boots,의복,30.0,6.3,0.21,3,44,20,1,2024-02-07,0,False
SUPP01192,15A,ITEM016,Printer Ink,사무,16.0,3.3,0.38,7,32,20,1,2024-02-13,0,False
SUPP01193,31A,ITEM013,Blanket,의복,17.0,3.6,0.11,4,20,20,1,2024-04-04,0,False
SUPP01194,15C,ITEM011,Glasses,의복,13.0,2.8,0.5,2,10,20,1,2024-03-14,0,False
SUPP01195,18C,ITEM017,Combat Boots,의복,23.0,4.8,0.15,5,35,20,1,2024-06-30,1,True
SUPP01196,31A,ITEM017,Combat Boots,의복,37.0,7.7,0.35,4,61,20,1,2024-04-22,0,False
SUPP01197,39C,ITEM002,Medical Gloves,의료,44.558772233137994,2.0552272573828416,0.39,5,32,15,0,2024-02-20,0,False
SUPP01198,15A,ITEM013,Blanket,의복,26.0,5.3,0.31,7,45,20,1,2024-02-21,0,False
SUPP01199,11A,ITEM014,Canned Meat,식량,22.0,4.6,0.42,6,25,20,1,2024-04-01,0,False
SUPP01200,29B,ITEM011,Glasses,의복,28.0,5.8,0.4,3,38,20,1,2024-02-28,0,False
SUPP01201,15C,ITEM010,Mask,위생,26.0,5.4,0.35,2,39,20,1,2024-01-13,1,True
SUPP01202,18C,ITEM003,Soap,위생,29.96583455564157,4.20459117828773,0.19,5,27,20,0,2024-06-17,0,False
SUPP01203,19C,ITEM017,Combat Boots,의복,26.0,5.3,0.28,6,36,20,1,2024-01-12,0,False
SUPP01204,18A,ITEM015,USB Drive,사무,28.0,5.7,0.42,5,37,20,1,2024-02-19,0,False
SUPP01205,15C,ITEM009,First Aid Kit,의료,4.0,0.9,0.15,2,10,16,1,2024-02-26,0,False
SUPP01206,18A,ITEM010,Mask,위생,23.0,4.8,0.28,5,34,20,1,2024-06-26,0,False
SUPP01207,15A,ITEM008,Rice Pack,식량,26.0,5.4,0.38,7,36,20,1,2024-04-28,1,True
SUPP01208,12C,ITEM013,Blanket,의복,21.0,4.3,0.49,4,24,20,1,2024-02-26,0,False
SUPP01209,15C,ITEM018,Bandage,의료,15.0,3.1,0.4,2,25,10,1,2024-06-30,1,True
SUPP01210,19C,ITEM005,Notebook,사무,7.0,1.5,0.42,6,10,20,1,2024-01-08,0,False
SUPP01211,36B,ITEM006,Pencil,사무,55.0,11.2,0.18,2,77,20,1,2024-04-15,0,False
SUPP01212,21C,ITEM017,Combat Boots,의복,18.0,3.8,0.27,2,22,20,1,2024-05-16,0,False
SUPP01213,18A,ITEM011,Glasses,의복,23.0,4.8,0.39,5,37,20,1,2024-04-29,0,False
SUPP01214,21C,ITEM020,Toothpaste,위생,33.0,6.9,0.33,2,40,20,1,2024-03-03,1,True
SUPP01215,39C,ITEM016,Printer Ink,사무,37.0,7.7,0.15,5,53,20,1,2024-03-12,0,False
SUPP01216,36B,ITEM009,First Aid Kit,의료,10.0,2.1,0.22,2,16,16,1,2024-05-10,0,False
SUPP01217,21C,ITEM002,Medical Gloves,의료,43.18594598243368,1.8233631724278678,0.22,2,25,15,0,2024-01-13,1,True
SUPP01218,33B,ITEM005,Notebook,사무,13.0,2.7,0.43,6,24,20,1,2024-05-16,0,False
SUPP01219,33B,ITEM001,Toilet Paper,위생,7.934562549451814,11.420055717160643,0.15,6,68,30,1,2024-02-21,0,False
SUPP01220,18C,ITEM004,Canned Food,식량,43.0,8.9,0.14,5,64,20,1,2024-03-02,1,True
SUPP01221,29B,ITEM004,Canned Food,식량,37.0,7.7,0.14,3,43,20,1,2024-04-28,1,True
SUPP01222,12C,ITEM003,Soap,위생,24.22877195477892,4.300330136821996,0.21,4,31,20,0,2024-04-18,0,False
SUPP01223,15A,ITEM009,First Aid Kit,의료,27.0,5.6,0.3,7,45,16,1,2024-01-08,0,False
SUPP01224,15C,ITEM012,Hand Sanitizer,위생,29.0,6.0,0.5,2,38,20,1,2024-04-04,0,False
SUPP01225,17C,ITEM010,Mask,위생,12.0,2.5,0.24,4,23,20,1,2024-05-04,1,True
SUPP01226,39C,ITEM002,Medical Gloves,의료,48.518117003518256,1.973585358829074,0.39,5,17,15,0,2024-06-21,0,False
SUPP01227,18A,ITEM011,Glasses,의복,20.0,4.2,0.35,5,25,20,1,2024-02-22,0,False
SUPP01228,15A,ITEM010,Mask,위생,23.0,4.7,0.28,7,30,20,1,2024-03-03,1,True
SUPP01229,36B,ITEM006,Pencil,사무,28.0,5.8,0.39,2,35,20,1,2024-04-04,0,False
SUPP01230,40A,ITEM018,Bandage,의료,26.0,5.4,0.48,3,43,10,1,2024-03-21,0,False
SUPP01231,33B,ITEM002,Medical Gloves,의료,45.947875492632335,2.7120014090798747,0.49,6,25,15,0,2024-02-26,0,False
SUPP01232,40A,ITEM002,Medical Gloves,의료,41.12245694731409,1.9858486780216464,0.15,3,23,15,0,2024-06-30,1,True
SUPP01233,19C,ITEM010,Mask,위생,15.0,3.2,0.49,6,21,20,1,2024-05-26,1,True
SUPP01234,39C,ITEM016,Printer Ink,사무,24.0,4.9,0.14,5,28,20,1,2024-03-07,0,False
SUPP01235,17C,ITEM012,Hand Sanitizer,위생,10.0,2.1,0.34,4,17,20,1,2024-02-15,0,False
SUPP01236,15C,ITEM001,Toilet Paper,위생,14.27024379211619,10.099395934915941,0.45,2,58,30,1,2024-04-03,0,False
SUPP01237,18C,ITEM008,Rice Pack,식량,9.0,1.9,0.45,5,18,20,1,2024-05-17,0,False
SUPP01238,17C,ITEM016,Printer Ink,사무,12.0,2.6,0.33,4,22,20,1,2024-04-22,0,False
SUPP01239,39C,ITEM018,Bandage,의료,34.0,7.1,0.39,5,57,10,1,2024-04-02,0,False
SUPP01240,17C,ITEM013,Blanket,의복,29.0,6.1,0.14,4,34,20,1,2024-05-25,1,True
SUPP01241,39C,ITEM015,USB Drive,사무,29.0,5.9,0.17,5,34,20,1,2024-05-19,1,True
SUPP01242,39C,ITEM012,Hand Sanitizer,위생,33.0,6.8,0.13,5,47,20,1,2024-02-18,1,True
SUPP01243,31A,ITEM008,Rice Pack,식량,29.0,5.9,0.32,4,41,20,1,2024-01-23,0,False
SUPP01244,18A,ITEM010,Mask,위생,24.0,4.9,0.34,5,32,20,1,2024-03-02,1,True
SUPP01245,11A,ITEM014,Canned Meat,식량,20.0,4.1,0.27,6,36,20,1,2024-01-11,0,False
SUPP01246,40A,ITEM005,Notebook,사무,19.0,4.0,0.32,3,25,20,1,2024-03-13,0,False
SUPP01247,11A,ITEM018,Bandage,의료,34.0,7.0,0.17,6,51,10,1,2024-04-27,1,True
SUPP01248,11A,ITEM019,Flashlight,사무,23.0,4.7,0.45,6,34,20,1,2024-03-28,0,False
SUPP01249,11A,ITEM015,USB Drive,사무,29.0,6.1,0.16,6,39,20,1,2024-03-29,0,False
SUPP01250,21C,ITEM006,Pencil,사무,3.0,0.8,0.14,2,10,20,1,2024-02-24,1,True
SUPP01251,33B,ITEM011,Glasses,의복,30.0,6.2,0.29,6,43,20,1,2024-06-01,1,True
SUPP01252,31A,ITEM011,Glasses,의복,20.0,4.2,0.42,4,35,20,1,2024-01-09,0,False
SUPP01253,15C,ITEM020,Toothpaste,위생,44.0,9.1,0.18,2,69,20,1,2024-01-12,0,False
SUPP01254,31A,ITEM020,Toothpaste,위생,32.0,6.7,0.31,4,34,20,1,2024-05-18,1,True
SUPP01255,12C,ITEM018,Bandage,의료,9.0,2.0,0.13,4,10,10,1,2024-04-22,0,False
SUPP01256,12C,ITEM018,Bandage,의료,19.0,3.9,0.41,4,26,10,1,2024-06-14,0,False
SUPP01257,21C,ITEM010,Mask,위생,25.0,5.1,0.4,2,40,20,1,2024-06-04,0,False
SUPP01258,33B,ITEM002,Medical Gloves,의료,47.10123594659015,2.0643304323909715,0.28,6,13,15,0,2024-01-08,0,False
SUPP01259,17C,ITEM009,First Aid Kit,의료,14.0,2.9,0.17,4,22,16,1,2024-06-23,1,True
SUPP01260,18A,ITEM014,Canned Meat,식량,31.0,6.5,0.14,5,59,20,1,2024-02-05,0,False
SUPP01261,33B,ITEM019,Flashlight,사무,20.0,4.2,0.3,6,26,20,1,2024-05-04,1,True
SUPP01262,21C,ITEM010,Mask,위생,24.0,4.9,0.28,2,36,20,1,2024-02-19,0,False
SUPP01263,39C,ITEM004,Canned Food,식량,50.0,10.3,0.22,5,72,20,1,2024-04-16,0,False
SUPP01264,36B,ITEM006,Pencil,사무,35.0,7.3,0.38,2,55,20,1,2024-01-09,0,False
SUPP01265,18A,ITEM014,Canned Meat,식량,31.0,6.5,0.35,5,50,20,1,2024-03-07,0,False
SUPP01266,29B,ITEM004,Canned Food,식량,36.0,7.5,0.42,3,55,20,1,2024-02-22,0,False
SUPP01267,40A,ITEM015,USB Drive,사무,19.0,3.9,0.17,3,34,20,1,2024-03-22,0,False
SUPP01268,18A,ITEM016,Printer Ink,사무,24.0,4.9,0.24,5,40,20,1,2024-04-19,0,False
SUPP01269,21C,ITEM007,Shirt,의복,12.0,2.5,0.41,2,19,20,1,2024-05-24,0,False
SUPP01270,39C,ITEM017,Combat Boots,의복,24.0,4.9,0.23,5,33,20,1,2024-02-22,0,False
SUPP01271,39C,ITEM019,Flashlight,사무,28.0,5.8,0.46,5,42,20,1,2024-06-04,0,False
SUPP01272,18C,ITEM019,Flashlight,사무,27.0,5.5,0.26,5,30,20,1,2024-04-23,0,False
SUPP01273,11A,ITEM017,Combat Boots,의복,27.0,5.5,0.23,6,35,20,1,2024-03-03,1,True
SUPP01274,33B,ITEM006,Pencil,사무,21.0,4.3,0.24,6,25,20,1,2024-05-22,0,False
SUPP01275,39C,ITEM011,Glasses,의복,15.0,3.2,0.34,5,26,20,1,2024-01-19,0,False
SUPP01276,12C,ITEM016,Printer Ink,사무,29.0,6.0,0.38,4,48,20,1,2024-05-03,0,False
SUPP01277,11A,ITEM008,Rice Pack,식량,25.0,5.1,0.42,6,39,20,1,2024-03-26,0,False
SUPP01278,15C,ITEM011,Glasses,의복,27.0,5.6,0.11,2,38,20,1,2024-03-10,1,True
SUPP01279,36B,ITEM007,Shirt,의복,15.0,3.2,0.39,2,18,20,1,2024-02-16,0,False
SUPP01280,21C,ITEM019,Flashlight,사무,9.0,2.0,0.1,2,18,20,1,2024-04-17,0,False
SUPP01281,40A,ITEM010,Mask,위생,37.0,7.6,0.26,3,58,20,1,2024-06-24,0,False
SUPP01282,33B,ITEM009,First Aid Kit,의료,10.0,2.2,0.4,6,14,16,1,2024-01-20,1,True
SUPP01283,15A,ITEM004,Canned Food,식량,49.0,10.1,0.48,7,70,20,1,2024-02-06,0,False
SUPP01284,12C,ITEM015,USB Drive,사무,27.0,5.6,0.12,4,37,20,1,2024-05-09,0,False
SUPP01285,19C,ITEM013,Blanket,의복,16.0,3.4,0.15,6,25,20,1,2024-02-05,0,False
SUPP01286,29B,ITEM002,Medical Gloves,의료,38.0250715014877,1.409787575726572,0.37,3,10,15,0,2024-05-12,1,True
SUPP01287,17C,ITEM002,Medical Gloves,의료,45.80594753626681,2.2048858013792643,0.22,4,10,15,0,2024-03-04,0,False
SUPP01288,39C,ITEM016,Printer Ink,사무,20.0,4.1,0.49,5,22,20,1,2024-01-07,1,True
SUPP01289,15A,ITEM009,First Aid Kit,의료,2.0,0.5,0.23,7,10,16,1,2024-04-29,0,False
SUPP01290,39C,ITEM013,Blanket,의복,18.0,3.8,0.4,5,35,20,1,2024-01-22,0,False
SUPP01291,18A,ITEM003,Soap,위생,20.02850733787765,3.2897311454596023,0.4,5,47,20,0,2024-02-15,0,False
SUPP01292,12C,ITEM009,First Aid Kit,의료,22.0,4.6,0.17,4,37,16,1,2024-06-16,1,True
SUPP01293,18A,ITEM013,Blanket,의복,19.0,4.0,0.17,5,31,20,1,2024-04-19,0,False
SUPP01294,18C,ITEM002,Medical Gloves,의료,36.81646992184477,1.613919135293878,0.36,5,10,15,0,2024-02-15,0,False
SUPP01295,18A,ITEM008,Rice Pack,식량,29.0,5.9,0.18,5,41,20,1,2024-01-28,1,True
SUPP01296,18C,ITEM009,First Aid Kit,의료,6.0,1.4,0.17,5,10,16,1,2024-03-27,0,False
SUPP01297,29B,ITEM016,Printer Ink,사무,17.0,3.5,0.39,3,29,20,1,2024-02-04,1,True
SUPP01298,21C,ITEM002,Medical Gloves,의료,40.39561947080753,2.444197248974622,0.11,2,13,15,0,2024-05-08,0,False
SUPP01299,18C,ITEM006,Pencil,사무,21.0,4.4,0.4,5,35,20,1,2024-06-05,0,False
SUPP01300,15A,ITEM008,Rice Pack,식량,18.0,3.8,0.15,7,27,20,1,2024-01-09,0,False
SUPP01301,11A,ITEM005,Notebook,사무,2.0,0.5,0.12,6,10,20,1,2024-01-09,0,False
SUPP01302,39C,ITEM009,First Aid Kit,의료,10.0,2.2,0.22,5,11,16,1,2024-01-22,0,False
SUPP01303,17C,ITEM001,Toilet Paper,위생,8.138814419096665,9.684820142209013,0.45,4,67,30,1,2024-03-10,1,True
SUPP01304,11A,ITEM009,First Aid Kit,의료,9.0,2.0,0.18,6,13,16,1,2024-05-20,0,False
SUPP01305,40A,ITEM010,Mask,위생,22.0,4.5,0.29,3,36,20,1,2024-05-26,1,True
SUPP01306,21C,ITEM004,Canned Food,식량,41.0,8.5,0.26,2,66,20,1,2024-06-09,1,True
SUPP01307,18A,ITEM003,Soap,위생,31.019932715815138,3.95396441603305,0.22,5,42,20,0,2024-03-05,0,False
SUPP01308,19C,ITEM010,Mask,위생,20.0,4.2,0.31,6,33,20,1,2024-05-19,1,True
SUPP01309,40A,ITEM015,USB Drive,사무,22.0,4.5,0.12,3,18,20,1,2024-02-12,0,False
SUPP01310,12C,ITEM011,Glasses,의복,34.0,7.0,0.13,4,47,20,1,2024-01-17,0,False
SUPP01311,18C,ITEM014,Canned Meat,식량,31.0,6.5,0.47,5,45,20,1,2024-03-08,0,False
SUPP01312,39C,ITEM006,Pencil,사무,28.0,5.8,0.46,5,45,20,1,2024-01-29,0,False
SUPP01313,36B,ITEM012,Hand Sanitizer,위생,11.0,2.3,0.36,2,16,20,1,2024-05-14,0,False
SUPP01314,33B,ITEM013,Blanket,의복,25.0,5.2,0.28,6,28,20,1,2024-02-13,0,False
SUPP01315,15A,ITEM017,Combat Boots,의복,19.0,4.0,0.3,7,20,20,1,2024-05-12,1,True
SUPP01316,17C,ITEM016,Printer Ink,사무,17.0,3.6,0.22,4,22,20,1,2024-05-13,0,False
SUPP01317,31A,ITEM003,Soap,위생,28.380626090109814,3.8741542935588855,0.42,4,44,20,0,2024-01-07,1,True
SUPP01318,15A,ITEM002,Medical Gloves,의료,36.06917026610536,2.9478889294042485,0.19,7,26,15,0,2024-06-22,1,True
SUPP01319,29B,ITEM011,Glasses,의복,30.0,6.3,0.3,3,46,20,1,2024-02-23,0,False
SUPP01320,36B,ITEM009,First Aid Kit,의료,10.0,2.1,0.12,2,10,16,1,2024-02-15,0,False
SUPP01321,19C,ITEM003,Soap,위생,30.499376400679964,3.0250656488742393,0.37,6,41,20,0,2024-05-17,0,False
SUPP01322,33B,ITEM018,Bandage,의료,21.0,4.4,0.38,6,29,10,1,2024-01-04,0,False
SUPP01323,36B,ITEM020,Toothpaste,위생,22.0,4.6,0.46,2,39,20,1,2024-06-01,1,True
SUPP01324,18A,ITEM015,USB Drive,사무,31.0,6.5,0.29,5,39,20,1,2024-03-31,1,True
SUPP01325,18C,ITEM014,Canned Meat,식량,24.0,4.9,0.39,5,33,20,1,2024-03-01,0,False
SUPP01326,21C,ITEM002,Medical Gloves,의료,44.103564676989905,1.061528558755651,0.34,2,10,15,0,2024-06-14,0,False
SUPP01327,17C,ITEM017,Combat Boots,의복,25.0,5.2,0.41,4,39,20,1,2024-06-08,1,True
SUPP01328,15C,ITEM008,Rice Pack,식량,37.0,7.7,0.4,2,58,20,1,2024-05-30,0,False
SUPP01329,18C,ITEM010,Mask,위생,19.0,4.0,0.33,5,24,20,1,2024-04-20,1,True
SUPP01330,15C,ITEM018,Bandage,의료,35.0,7.3,0.4,2,55,10,1,2024-02-06,0,False
SUPP01331,40A,ITEM019,Flashlight,사무,29.0,5.9,0.36,3,48,20,1,2024-01-03,0,False
SUPP01332,21C,ITEM008,Rice Pack,식량,33.0,6.8,0.16,2,52,20,1,2024-01-13,1,True
SUPP01333,33B,ITEM008,Rice Pack,식량,30.0,6.3,0.49,6,41,20,1,2024-06-10,0,False
SUPP01334,39C,ITEM003,Soap,위생,34.960840153557065,4.637450176451983,0.44,5,34,20,0,2024-03-28,0,False
SUPP01335,31A,ITEM003,Soap,위생,31.025506914086925,4.132244590165004,0.46,4,27,20,0,2024-03-16,1,True
SUPP01336,12C,ITEM012,Hand Sanitizer,위생,26.0,5.3,0.22,4,41,20,1,2024-01-08,0,False
SUPP01337,11A,ITEM017,Combat Boots,의복,26.0,5.3,0.5,6,39,20,1,2024-03-23,1,True
SUPP01338,21C,ITEM004,Canned Food,식량,46.0,9.5,0.35,2,60,20,1,2024-01-09,0,False
SUPP01339,18C,ITEM017,Combat Boots,의복,7.0,1.6,0.4,5,11,20,1,2024-06-04,0,False
SUPP01340,17C,ITEM014,Canned Meat,식량,14.0,2.9,0.13,4,28,20,1,2024-03-18,0,False
SUPP01341,11A,ITEM019,Flashlight,사무,26.0,5.4,0.23,6,42,20,1,2024-05-03,0,False
SUPP01342,29B,ITEM009,First Aid Kit,의료,17.0,3.5,0.29,3,21,16,1,2024-05-25,1,True
SUPP01343,29B,ITEM012,Hand Sanitizer,위생,18.0,3.7,0.26,3,18,20,1,2024-02-11,1,True
SUPP01344,36B,ITEM005,Notebook,사무,9.0,2.0,0.16,2,11,20,1,2024-02-10,1,True
SUPP01345,11A,ITEM011,Glasses,의복,29.0,6.0,0.37,6,41,20,1,2024-06-09,1,True
SUPP01346,17C,ITEM020,Toothpaste,위생,23.0,4.7,0.12,4,30,20,1,2024-03-29,0,False
SUPP01347,33B,ITEM003,Soap,위생,22.73459871020622,3.7120147829900967,0.2,6,44,20,0,2024-03-17,1,True
SUPP01348,40A,ITEM015,USB Drive,사무,36.0,7.4,0.29,3,54,20,1,2024-02-23,0,False
SUPP01349,15C,ITEM014,Canned Meat,식량,25.0,5.2,0.13,2,24,20,1,2024-06-12,0,False
SUPP01350,36B,ITEM011,Glasses,의복,30.0,6.3,0.37,2,49,20,1,2024-04-06,1,True
SUPP01351,29B,ITEM020,Toothpaste,위생,12.0,2.5,0.34,3,21,20,1,2024-04-07,1,True
SUPP01352,12C,ITEM008,Rice Pack,식량,32.0,6.6,0.25,4,48,20,1,2024-02-25,1,True
SUPP01353,12C,ITEM004,Canned Food,식량,50.0,10.2,0.44,4,74,20,1,2024-04-09,0,False
SUPP01354,18C,ITEM012,Hand Sanitizer,위생,17.0,3.5,0.38,5,23,20,1,2024-05-24,0,False
SUPP01355,33B,ITEM008,Rice Pack,식량,29.0,5.9,0.25,6,41,20,1,2024-01-10,0,False
SUPP01356,39C,ITEM006,Pencil,사무,10.0,2.2,0.11,5,22,20,1,2024-02-13,0,False
SUPP01357,29B,ITEM015,USB Drive,사무,18.0,3.8,0.32,3,25,20,1,2024-05-09,0,False
SUPP01358,19C,ITEM012,Hand Sanitizer,위생,20.0,4.2,0.25,6,31,20,1,2024-05-21,0,False
SUPP01359,33B,ITEM016,Printer Ink,사무,13.0,2.8,0.17,6,22,20,1,2024-06-17,0,False
SUPP01360,40A,ITEM016,Printer Ink,사무,22.0,4.6,0.49,3,32,20,1,2024-05-09,0,False
SUPP01361,15C,ITEM020,Toothpaste,위생,22.0,4.5,0.36,2,30,20,1,2024-01-19,0,False
SUPP01362,17C,ITEM020,Toothpaste,위생,29.0,5.9,0.28,4,32,20,1,2024-03-20,0,False
SUPP01363,11A,ITEM004,Canned Food,식량,28.0,5.7,0.27,6,43,20,1,2024-03-29,0,False
SUPP01364,29B,ITEM011,Glasses,의복,29.0,5.9,0.12,3,46,20,1,2024-01-01,0,False
SUPP01365,11A,ITEM013,Blanket,의복,18.0,3.8,0.24,6,26,20,1,2024-05-09,0,False
SUPP01366,12C,ITEM009,First Aid Kit,의료,5.0,1.1,0.31,4,13,16,1,2024-01-27,1,True
SUPP01367,17C,ITEM004,Canned Food,식량,37.0,7.7,0.4,4,55,20,1,2024-01-02,0,False
SUPP01368,17C,ITEM012,Hand Sanitizer,위생,29.0,6.1,0.1,4,32,20,1,2024-06-27,0,False
SUPP01369,17C,ITEM009,First Aid Kit,의료,11.0,2.3,0.23,4,10,16,1,2024-05-17,0,False
SUPP01370,12C,ITEM013,Blanket,의복,28.0,5.8,0.4,4,38,20,1,2024-01-19,0,False
SUPP01371,40A,ITEM016,Printer Ink,사무,26.0,5.4,0.15,3,34,20,1,2024-05-20,0,False
SUPP01372,11A,ITEM006,Pencil,사무,47.0,9.7,0.48,6,68,20,1,2024-06-24,0,False
SUPP01373,15A,ITEM010,Mask,위생,22.0,4.5,0.15,7,26,20,1,2024-04-23,0,False
SUPP01374,11A,ITEM013,Blanket,의복,23.0,4.8,0.27,6,42,20,1,2024-02-25,1,True
SUPP01375,18A,ITEM007,Shirt,의복,20.0,4.2,0.3,5,18,20,1,2024-06-26,0,False
SUPP01376,15C,ITEM019,Flashlight,사무,24.0,4.9,0.15,2,33,20,1,2024-04-04,0,False
SUPP01377,19C,ITEM019,Flashlight,사무,26.0,5.4,0.28,6,34,20,1,2024-06-21,0,False
SUPP01378,15A,ITEM017,Combat Boots,의복,11.0,2.4,0.47,7,10,20,1,2024-06-15,1,True
SUPP01379,15C,ITEM013,Blanket,의복,23.0,4.8,0.26,2,36,20,1,2024-05-28,0,False
SUPP01380,36B,ITEM013,Blanket,의복,19.0,3.9,0.2,2,22,20,1,2024-02-26,0,False
SUPP01381,33B,ITEM002,Medical Gloves,의료,49.986305425920825,2.5885849423478358,0.39,6,10,15,0,2024-04-11,0,False
SUPP01382,33B,ITEM010,Mask,위생,26.0,5.4,0.23,6,33,20,1,2024-06-17,0,False
SUPP01383,31A,ITEM013,Blanket,의복,24.0,4.9,0.26,4,24,20,1,2024-03-10,1,True
SUPP01384,33B,ITEM009,First Aid Kit,의료,20.0,4.2,0.44,6,28,16,1,2024-03-22,0,False
SUPP01385,11A,ITEM001,Toilet Paper,위생,7.210745626037223,11.970238299663565,0.17,6,81,30,1,2024-02-18,1,True
SUPP01386,12C,ITEM014,Canned Meat,식량,23.0,4.7,0.17,4,29,20,1,2024-06-20,0,False
SUPP01387,19C,ITEM016,Printer Ink,사무,26.0,5.4,0.27,6,44,20,1,2024-06-11,0,False
SUPP01388,39C,ITEM020,Toothpaste,위생,9.0,1.9,0.14,5,14,20,1,2024-03-31,1,True
SUPP01389,18C,ITEM015,USB Drive,사무,27.0,5.5,0.2,5,42,20,1,2024-01-05,0,False
SUPP01390,31A,ITEM001,Toilet Paper,위생,12.833603021935332,9.002736794960704,0.37,4,77,30,1,2024-06-27,0,False
SUPP01391,21C,ITEM017,Combat Boots,의복,17.0,3.6,0.39,2,22,20,1,2024-02-26,0,False
SUPP01392,21C,ITEM013,Blanket,의복,29.0,6.1,0.11,2,41,20,1,2024-04-01,0,False
SUPP01393,18C,ITEM015,USB Drive,사무,21.0,4.3,0.4,5,28,20,1,2024-02-05,0,False
SUPP01394,15C,ITEM016,Printer Ink,사무,20.0,4.1,0.42,2,26,20,1,2024-05-17,0,False
SUPP01395,18C,ITEM016,Printer Ink,사무,34.0,7.1,0.17,5,44,20,1,2024-06-26,0,False
SUPP01396,18C,ITEM002,Medical Gloves,의료,41.10629438414425,1.6327140971841836,0.1,5,17,15,0,2024-06-13,0,False
SUPP01397,21C,ITEM017,Combat Boots,의복,30.0,6.3,0.48,2,36,20,1,2024-04-21,1,True
SUPP01398,31A,ITEM011,Glasses,의복,10.0,2.1,0.3,4,17,20,1,2024-05-27,0,False
SUPP01399,36B,ITEM008,Rice Pack,식량,20.0,4.1,0.15,2,32,20,1,2024-01-13,1,True
SUPP01400,11A,ITEM020,Toothpaste,위생,29.0,6.1,0.15,6,41,20,1,2024-05-01,0,False
SUPP01401,17C,ITEM003,Soap,위생,31.460907712922427,4.595633710285421,0.13,4,49,20,0,2024-04-18,0,False
SUPP01402,33B,ITEM012,Hand Sanitizer,위생,23.0,4.7,0.21,6,32,20,1,2024-05-26,1,True
SUPP01403,33B,ITEM020,Toothpaste,위생,29.0,5.9,0.48,6,39,20,1,2024-04-01,0,False
SUPP01404,12C,ITEM016,Printer Ink,사무,18.0,3.8,0.18,4,25,20,1,2024-04-11,0,False
SUPP01405,31A,ITEM014,Canned Meat,식량,33.0,6.8,0.48,4,53,20,1,2024-02-25,1,True
SUPP01406,12C,ITEM016,Printer Ink,사무,23.0,4.7,0.44,4,31,20,1,2024-02-14,0,False
SUPP01407,39C,ITEM017,Combat Boots,의복,18.0,3.8,0.33,5,29,20,1,2024-02-29,0,False
SUPP01408,39C,ITEM011,Glasses,의복,19.0,3.9,0.35,5,20,20,1,2024-02-23,0,False
SUPP01409,12C,ITEM017,Combat Boots,의복,24.0,4.9,0.23,4,35,20,1,2024-02-06,0,False
SUPP01410,31A,ITEM019,Flashlight,사무,21.0,4.4,0.48,4,35,20,1,2024-02-06,0,False
SUPP01411,12C,ITEM001,Toilet Paper,위생,11.970789770836312,8.820636678016518,0.17,4,75,30,1,2024-01-14,1,True
SUPP01412,33B,ITEM012,Hand Sanitizer,위생,24.0,4.9,0.3,6,30,20,1,2024-04-04,0,False
SUPP01413,15A,ITEM015,USB Drive,사무,22.0,4.5,0.48,7,30,20,1,2024-06-20,0,False
SUPP01414,18A,ITEM018,Bandage,의료,27.0,5.5,0.48,5,31,10,1,2024-04-11,0,False
SUPP01415,21C,ITEM014,Canned Meat,식량,20.0,4.2,0.25,2,33,20,1,2024-02-11,1,True
SUPP01416,21C,ITEM001,Toilet Paper,위생,9.672323667684637,11.391378952654428,0.31,2,81,30,1,2024-01-01,0,False
SUPP01417,19C,ITEM013,Blanket,의복,27.0,5.5,0.32,6,37,20,1,2024-01-23,0,False
SUPP01418,18C,ITEM015,USB Drive,사무,26.0,5.4,0.21,5,45,20,1,2024-01-28,1,True
SUPP01419,18A,ITEM007,Shirt,의복,9.0,2.0,0.37,5,17,20,1,2024-05-11,1,True
SUPP01420,11A,ITEM015,USB Drive,사무,20.0,4.1,0.22,6,28,20,1,2024-06-17,0,False
SUPP01421,31A,ITEM020,Toothpaste,위생,30.0,6.2,0.26,4,50,20,1,2024-01-18,0,False
SUPP01422,40A,ITEM010,Mask,위생,29.0,5.9,0.42,3,44,20,1,2024-02-18,1,True
SUPP01423,18A,ITEM014,Canned Meat,식량,17.0,3.5,0.33,5,30,20,1,2024-02-16,0,False
