soldier_id,unit_code,region,lat,lon,rank,facility_type,facility_usage,usage_frequency_per_week,satisfaction_score,distance_to_facility,has_private_space,mental_wellbeing_score,date,facility_access_score,expected_mental_score,mental_gap_score,expected_mental_score_adj,expected_mental_score_v4
S20240702214,18사단,충청권,37.861628,127.495114,병장,독서실,1,3,5,278.1,침상형,1,2024-09-18,-178.10000000000002,-1.95,1.568606076788048,-1.45,-0.5686060767880481
S20240702215,25사단,수도권,38.241181,127.204043,일병,노래방,1,4,2,395.8,침상형,1,2024-07-11,-295.8,-6.4,6.382764085663567,-6.4,-5.382764085663567
S20240702216,12사단,수도권,36.590989,128.797476,이병,체력단련실,0,1,3,387.0,침상형,1,2024-12-08,-287.0,-5.68,6.035851435794072,-5.68,-5.035851435794072
S20240702217,22사단,전라권,36.375512,127.712869,이병,상담실,1,1,5,331.3,침상형,2,2024-11-05,-231.3,-3.28,0.8149068882342034,-2.78,-2.0420551301072822
S20240702218,18사단,영남권,36.142035,127.346598,상병,상담실,1,3,4,201.5,침상형,1,2024-11-12,-101.5,-0.54,1.31,0.4599999999999999,-0.31
S20240702219,23사단,전라권,36.055294,127.17705,병장,PX,1,5,5,480.0,격리형,1,2024-11-05,-380.0,-7.0,7.06603231554434,-6.5,-6.06603231554434
S20240702220,13사단,충청권,38.436285,128.019385,일병,독서실,1,2,6,154.7,격리형,3,2024-07-31,-54.69999999999999,1.63,0.8599999999999999,2.13,2.14
S20240702221,16사단,영남권,37.805752,128.636159,상병,독서실,1,3,4,179.9,침상형,1,2024-12-23,-79.9,0.0,0.73,0.5,0.27
S20240702222,13사단,전라권,37.079317,127.100173,일병,독서실,0,3,1,417.3,침상형,3,2024-11-03,-317.3,-7.43,0.9759774958923972,-7.43,-6.826868970762719
S20240702223,24사단,영남권,36.683918,129.00317,일병,노래방,0,3,6,160.4,침상형,1,2024-08-16,-60.400000000000006,1.49,-0.99,1.99,1.99
S20240702224,17사단,영남권,36.82979,126.780158,이병,PX,0,1,4,370.4,격리형,3,2024-12-28,-270.4,-4.76,0.6611188416772529,-4.26,-3.822528880494111
S20240702225,20사단,충청권,36.811804,128.697671,상병,노래방,0,2,4,351.1,격리형,3,2024-10-15,-251.1,-4.28,1.4781165046661373,-3.78,-2.80245861254546
S20240702226,19사단,전라권,38.253354,126.522113,일병,PX,1,1,2,326.0,격리형,4,2024-07-19,-226.0,-4.65,0.40631604332468546,-4.65,-3.993916638934608
S20240702227,12사단,전라권,36.329842,129.309927,이병,PX,1,2,4,329.5,격리형,1,2024-09-19,-229.5,-3.74,0.36542712171322933,-3.24,-2.4176127803419085
S20240702228,25사단,전라권,37.74078,128.658628,병장,독서실,1,4,2,171.4,침상형,2,2024-10-31,-71.4,-0.79,1.6984727598819689,-0.79,0.3015272401180311
S20240702229,22사단,수도권,37.478135,126.582828,상병,PX,1,3,2,178.8,격리형,2,2024-11-11,-78.80000000000001,-0.97,1.6807303304304728,-0.97,0.319269669569527
S20240702230,22사단,강원권,36.518561,126.855333,이병,체력단련실,1,2,7,120.1,격리형,2,2024-10-15,-20.099999999999994,3.0,-1.66,3.5,3.66
S20240702231,25사단,영남권,35.781477,128.839939,일병,독서실,0,3,2,356.2,격리형,3,2024-08-18,-256.2,-5.4,1.0197792945983817,-5.4,-4.13936097060182
S20240702232,24사단,영남권,35.714588,129.233407,일병,상담실,1,1,4,437.1,침상형,1,2024-09-11,-337.1,-6.43,0.48545807315072176,-5.93,-5.507807587453268
S20240702233,15사단,수도권,35.655678,128.398497,상병,PX,0,1,4,480.3,격리형,2,2024-08-19,-380.3,-7.51,1.44754442937373,-6.51,-6.380440747472171
S20240702234,23사단,충청권,36.314095,128.400019,일병,노래방,0,2,3,382.7,격리형,3,2024-09-19,-282.7,-5.57,1.0110503472023873,-5.57,-4.979248359747404
S20240702235,16사단,충청권,36.699852,127.411136,상병,체력단련실,1,3,5,335.3,침상형,1,2024-10-03,-235.3,-3.38,0.9750973499563125,-2.38,-3.27
S20240702236,14사단,강원권,37.047524,127.611633,상병,상담실,1,3,6,259.5,격리형,2,2024-07-12,-159.5,-0.99,1.5063167146049303,0.01,0.4936832853950698
S20240702237,14사단,수도권,36.452636,128.93745,일병,PX,1,0,5,270.5,격리형,2,2024-07-23,-170.5,-1.76,0.8278912207053277,-1.26,-0.5442769200221726
S20240702238,14사단,충청권,38.392123,127.150857,일병,노래방,0,0,4,195.8,침상형,1,2024-08-23,-95.8,-0.4,1.15,0.0999999999999999,-0.15
S20240702239,12사단,전라권,37.817507,126.974919,일병,체력단련실,0,3,3,396.4,침상형,1,2024-10-26,-296.4,-5.91,1.1991397183890333,-5.91,-6.1
S20240702240,14사단,수도권,36.21934,128.267529,이병,PX,1,2,4,362.8,침상형,3,2024-08-28,-262.8,-4.57,0.19084459016755378,-4.07,-3.3506675744546315
S20240702241,21사단,강원권,36.321746,127.636976,병장,체력단련실,1,4,4,391.5,침상형,1,2024-12-11,-291.5,-5.29,1.338984171332867,-4.79,-4.640505666235121
S20240702242,11사단,강원권,38.068735,128.399368,이병,상담실,0,2,2,240.1,침상형,2,2024-07-03,-140.1,-2.5,3.4818260845997706,-2.5,-1.4818260845997708
S20240702243,22사단,전라권,37.984336,126.70206,병장,노래방,1,4,2,297.4,침상형,2,2024-08-27,-197.4,-3.93,4.964349339322167,-3.93,-2.964349339322167
S20240702244,16사단,전라권,35.603996,128.113748,병장,노래방,0,2,4,185.5,격리형,3,2024-12-30,-85.5,-0.14,0.48890722182561014,0.36,0.12
S20240702245,11사단,전라권,37.897015,127.80033,병장,독서실,0,3,6,420.7,격리형,3,2024-08-26,-320.7,-5.02,1.351936010174792,-4.02,-3.574245502221185
S20240702246,20사단,수도권,36.227361,127.963607,상병,체력단련실,0,3,5,180.8,격리형,2,2024-11-22,-80.80000000000001,0.48,1.15,0.98,0.85
S20240702247,16사단,영남권,36.897289,129.377989,일병,PX,1,1,1,204.8,침상형,2,2024-12-14,-104.8,-2.12,0.6164329776814184,-2.12,-1.182260818275746
S20240702248,11사단,전라권,37.992616,129.275692,상병,독서실,1,2,4,367.2,침상형,3,2024-09-28,-267.2,-4.68,6.773508771284682,-3.68,-3.773508771284682
S20240702249,16사단,충청권,37.725851,126.735383,이병,상담실,0,1,4,123.7,침상형,3,2024-08-24,-23.700000000000003,1.41,1.23,1.91,1.77
S20240702250,20사단,강원권,37.840894,128.959558,병장,상담실,1,3,4,463.4,격리형,2,2024-08-14,-363.4,-7.08,0.8057671205174373,-6.08,-7.29
S20240702251,18사단,전라권,36.753552,127.324469,상병,독서실,0,1,3,250.4,침상형,3,2024-07-01,-150.4,-2.26,0.004094470178577114,-2.26,-1.1987318742427124
S20240702252,21사단,영남권,38.039615,128.125407,병장,노래방,0,4,2,190.1,격리형,1,2024-07-21,-90.1,-1.25,1.1497533190523768,-1.25,-0.1497533190523767
S20240702253,12사단,충청권,37.928848,128.956463,상병,상담실,1,4,3,111.2,격리형,2,2024-07-21,-11.200000000000005,1.22,0.5,1.22,1.5
S20240702254,12사단,강원권,37.297896,126.833488,병장,PX,0,1,4,255.5,격리형,3,2024-08-21,-155.5,-1.89,0.8079794260568245,-1.39,-0.8463733839768377
S20240702255,24사단,전라권,35.946693,127.551802,이병,독서실,0,2,6,277.2,격리형,4,2024-09-20,-177.2,-1.43,0.4084162548194231,-0.93,-0.3937945045171356
S20240702256,25사단,수도권,37.387215,126.770172,병장,PX,1,2,5,214.7,침상형,1,2024-12-18,-114.7,-0.37,1.06,0.63,-0.06
S20240702257,23사단,전라권,36.45865,129.227862,상병,독서실,0,3,5,394.3,침상형,1,2024-12-27,-294.3,-4.86,4.35775838728283,-4.36,-3.35775838728283
S20240702258,22사단,강원권,37.024134,128.221405,일병,독서실,1,2,3,413.0,침상형,1,2024-09-05,-313.0,-6.32,0.9052001679844912,-6.32,-5.237617128914887
S20240702259,14사단,충청권,38.451005,127.189928,이병,독서실,1,3,1,489.9,격리형,1,2024-10-21,-389.9,-9.25,1.2407489372662541,-9.25,-8.311640753819816
S20240702260,21사단,전라권,38.375596,128.952987,이병,노래방,1,1,1,452.5,침상형,1,2024-08-13,-352.5,-8.31,1.189537457903108,-8.31,-7.569800568667832
S20240702261,13사단,수도권,36.231507,127.596802,일병,독서실,1,2,3,415.8,침상형,1,2024-12-07,-315.8,-6.4,0.9686901399869965,-6.4,-5.213643863304543
S20240702262,14사단,수도권,36.493719,126.986696,상병,상담실,1,5,5,496.1,침상형,2,2024-07-10,-396.1,-7.4,8.499752050239852,-6.9,-6.499752050239853
S20240702263,23사단,강원권,35.589532,129.236409,병장,노래방,1,4,5,490.7,격리형,2,2024-09-02,-390.7,-7.27,8.44067634928529,-6.77,-6.44067634928529
S20240702264,22사단,강원권,36.421179,127.875103,이병,체력단련실,1,2,5,109.0,격리형,3,2024-09-07,-9.0,2.28,0.2400000000000002,3.28,2.76
S20240702265,17사단,강원권,38.280355,127.704421,상병,상담실,0,4,5,280.5,격리형,8,2024-09-06,-180.5,-2.01,8.314971815249818,-1.5099999999999998,-0.3149718152498173
S20240702266,23사단,영남권,37.958178,127.009096,상병,노래방,1,2,1,117.3,격리형,2,2024-07-28,-17.299999999999997,0.07,1.86,0.07,0.14
S20240702267,21사단,충청권,36.051671,128.022138,일병,노래방,0,0,4,114.8,침상형,1,2024-12-28,-14.799999999999995,1.63,-1.0099999999999998,2.13,2.01
S20240702268,11사단,수도권,36.969632,128.180494,병장,PX,1,2,2,111.2,격리형,2,2024-10-24,-11.200000000000005,0.72,1.1,0.72,0.9
S20240702269,16사단,충청권,37.478808,126.51711,일병,독서실,0,1,3,225.4,침상형,2,2024-08-20,-125.4,-1.64,1.0490565298890508,-1.64,-0.7043925073297896
S20240702270,25사단,수도권,36.909732,127.093533,상병,상담실,0,2,4,160.2,침상형,2,2024-12-28,-60.19999999999999,0.5,1.21,1.0,0.79
S20240702271,25사단,충청권,36.421531,129.266433,이병,상담실,0,2,1,442.5,침상형,2,2024-07-04,-342.5,-8.06,9.656600139237746,-8.06,-7.656600139237747
S20240702272,13사단,충청권,37.569506,129.245786,상병,상담실,1,4,4,176.7,격리형,9,2024-09-17,-76.69999999999999,0.08,0.21149422630359072,1.08,1.584536414804031
S20240702273,21사단,충청권,38.339822,128.32491,상병,PX,1,2,2,141.7,침상형,2,2024-07-17,-41.69999999999999,-0.04,1.91,-0.04,0.09
S20240702274,20사단,수도권,36.812826,129.353189,상병,체력단련실,1,5,3,179.8,격리형,2,2024-10-16,-79.80000000000001,-0.5,1.4257587548912234,-0.5,0.5742412451087766
S20240702275,17사단,영남권,36.455976,128.775714,병장,독서실,1,5,2,349.0,격리형,3,2024-09-12,-249.0,-5.22,1.3128708003066512,-5.22,-4.395323314790248
S20240702276,20사단,전라권,36.553038,127.687379,이병,독서실,0,1,4,162.2,격리형,2,2024-12-22,-62.19999999999999,0.45,1.26,0.95,0.74
S20240702277,12사단,강원권,38.161499,128.308317,상병,체력단련실,0,5,3,181.4,침상형,1,2024-12-31,-81.4,-0.54,1.37,-0.54,-0.37
S20240702278,24사단,수도권,38.460791,128.77545,일병,노래방,0,3,5,152.8,격리형,1,2024-07-23,-52.80000000000001,1.18,-0.5900000000000001,1.68,1.59
S20240702279,12사단,수도권,38.499059,127.217604,일병,독서실,1,2,2,199.3,격리형,3,2024-07-18,-99.3,-1.48,4.45,-1.48,-1.45
S20240702280,23사단,강원권,38.046728,126.764997,일병,상담실,0,1,2,293.7,격리형,3,2024-11-06,-193.7,-3.84,5.524239122156645,-3.84,-2.524239122156646
S20240702281,14사단,영남권,35.761248,128.674779,상병,체력단련실,1,2,4,288.8,격리형,7,2024-08-04,-188.8,-2.72,9.63,-2.22,-2.63
S20240702282,11사단,강원권,36.991929,127.833263,이병,독서실,0,2,4,370.3,침상형,1,2024-09-02,-270.3,-4.76,0.303978035060595,-3.76,-3.8973733464832807
S20240702283,13사단,충청권,35.797261,127.007124,일병,상담실,1,2,4,111.9,침상형,1,2024-08-28,-11.900000000000006,1.7,-1.08,2.2,2.08
S20240702284,23사단,강원권,38.296734,128.531529,병장,PX,1,4,4,188.9,침상형,1,2024-07-01,-88.9,-0.22,0.97,0.28,0.03
S20240702285,19사단,수도권,36.597783,128.4747,일병,PX,1,1,4,107.5,격리형,3,2024-11-08,-7.5,1.81,0.7999999999999998,2.31,2.2
S20240702286,17사단,강원권,36.81271,129.122233,이병,독서실,0,2,6,461.8,격리형,2,2024-09-05,-361.8,-6.04,1.024296117975503,-5.04,-4.941459863307965
S20240702287,25사단,충청권,37.051951,128.878677,일병,PX,1,2,4,224.2,침상형,1,2024-08-06,-124.2,-1.1,1.91,-0.1,-0.91
S20240702288,17사단,수도권,36.697891,129.197959,일병,PX,0,1,4,166.4,격리형,3,2024-07-29,-66.4,0.34,1.0806614817668383,0.8400000000000001,1.9193385182331613
S20240702289,23사단,수도권,37.6923,129.065742,상병,노래방,1,1,3,158.8,침상형,1,2024-09-27,-58.80000000000001,0.03,0.77,0.03,0.23
S20240702290,23사단,전라권,36.994875,128.830558,이병,독서실,1,2,1,227.7,격리형,3,2024-12-08,-127.7,-2.69,0.4503282864746596,-2.69,-2.052534195739099
S20240702291,21사단,수도권,38.345205,127.356512,이병,독서실,0,2,7,368.6,격리형,2,2024-10-08,-268.6,-3.22,0.8460555449886143,-2.22,-2.2023197124733205
S20240702292,14사단,전라권,38.291436,128.063988,일병,체력단련실,1,3,1,306.0,침상형,1,2024-10-30,-206.0,-4.65,0.4535394225125536,-4.65,-3.5932734512556648
S20240702293,12사단,충청권,36.133478,128.638651,상병,PX,0,3,1,371.4,침상형,2,2024-09-28,-271.4,-6.28,7.203953385464287,-6.28,-5.203953385464287
S20240702294,25사단,전라권,38.285873,128.326245,일병,노래방,0,1,6,180.0,격리형,1,2024-11-09,-80.0,1.0,-0.47,1.5,1.47
S20240702295,24사단,강원권,37.750882,128.975305,병장,상담실,0,4,1,349.3,침상형,2,2024-07-14,-249.3,-5.73,1.2828064225393299,-5.73,-4.876537521923028
S20240702296,14사단,충청권,36.998796,128.049181,일병,독서실,0,2,5,327.9,침상형,6,2024-12-08,-227.9,-3.2,0.336830770364855,-2.7,-2.349465899000994
S20240702297,16사단,전라권,37.211754,129.14232,병장,상담실,1,3,3,169.4,격리형,3,2024-11-27,-69.4,-0.24,1.9885389160008733,-0.24,1.0114610839991267
S20240702298,21사단,충청권,37.361355,128.694471,상병,체력단련실,1,2,5,199.2,격리형,4,2024-12-23,-99.2,0.02,2.373632333918094,0.52,1.6263676660819062
S20240702299,21사단,수도권,38.162101,127.225893,이병,체력단련실,1,2,6,274.4,격리형,3,2024-11-08,-174.39999999999998,-1.36,0.8833429417946188,-0.8600000000000001,0.1554299297717543
S20240702300,13사단,영남권,37.892238,129.301651,이병,PX,0,2,1,405.5,격리형,2,2024-09-23,-305.5,-7.14,0.0584764350316882,-7.14,-7.55
S20240702301,11사단,전라권,35.889716,126.768229,이병,PX,0,0,2,459.5,격리형,4,2024-11-28,-359.5,-7.99,0.4086476065638652,-7.99,-7.531455254706074
S20240702302,24사단,전라권,37.725058,128.18579,상병,상담실,0,2,3,488.9,격리형,2,2024-07-21,-388.9,-8.22,0.9367732385780839,-8.22,-7.82749949134328
S20240702303,22사단,충청권,36.976149,127.836944,상병,노래방,0,3,1,350.9,침상형,1,2024-12-18,-250.9,-5.77,0.29388669265727135,-5.77,-6.09
S20240702304,18사단,전라권,38.09314,128.881883,이병,체력단련실,1,2,6,453.6,격리형,3,2024-07-26,-353.6,-5.84,1.1965389918720328,-5.34,-4.418555176286219
S20240702305,22사단,수도권,35.559474,127.033029,상병,상담실,1,3,4,171.6,격리형,6,2024-08-10,-71.6,0.21,0.2629332089899635,0.71,1.3707049532771545
S20240702306,23사단,충청권,36.800301,127.69909,이병,체력단련실,0,2,3,344.7,격리형,2,2024-10-30,-244.7,-4.62,0.8852768696583041,-4.62,-3.233379898565917
S20240702307,15사단,수도권,36.389681,129.273238,병장,PX,1,4,2,459.5,격리형,6,2024-08-07,-359.5,-7.99,0.3805852552978335,-7.99,-7.597663849272372
S20240702308,25사단,영남권,36.02581,128.132644,이병,PX,0,1,7,285.1,격리형,2,2024-09-26,-185.1,-1.13,1.948518037486216,-0.1299999999999999,0.0514819625137843
S20240702309,15사단,전라권,35.887457,129.306696,일병,상담실,0,3,4,473.1,침상형,1,2024-07-11,-373.1,-7.33,0.30290977984570255,-6.83,-6.315496407296601
S20240702310,21사단,충청권,37.57013,127.710318,이병,노래방,1,1,4,266.6,침상형,2,2024-07-29,-166.60000000000002,-2.17,3.123892617660782,-1.67,-1.1238926176607822
S20240702311,14사단,수도권,37.49258,127.807998,상병,노래방,1,2,2,112.6,침상형,2,2024-08-29,-12.599999999999994,0.69,1.14,0.69,0.86
S20240702312,16사단,충청권,37.278541,128.871575,상병,독서실,0,1,1,496.6,침상형,2,2024-08-30,-396.6,-9.42,11.98,-9.42,-9.98
S20240702313,13사단,강원권,37.708809,128.987445,일병,상담실,1,1,2,234.3,침상형,1,2024-11-24,-134.3,-2.36,1.900485688633687,-2.36,-0.9004856886336869
S20240702314,19사단,전라권,36.496967,127.685621,상병,체력단련실,0,2,1,165.3,침상형,2,2024-12-21,-65.30000000000001,-1.13,1.2943816865388862,-1.13,-0.2503855273799626
S20240702315,15사단,전라권,36.374369,128.260319,일병,PX,0,2,5,234.7,격리형,4,2024-12-24,-134.7,-0.87,0.9050203575725233,0.13,0.6088890243450255
S20240702316,13사단,수도권,36.237209,127.672985,일병,PX,1,2,1,150.2,침상형,1,2024-07-22,-50.19999999999999,-0.75,1.74,-0.75,-0.74
S20240702317,21사단,수도권,36.356141,129.332636,병장,노래방,0,5,2,350.6,침상형,1,2024-09-16,-250.6,-5.26,1.0077107431399095,-5.26,-4.454865299772118
S20240702318,11사단,충청권,35.80446,127.457607,일병,상담실,0,3,2,222.4,격리형,2,2024-10-21,-122.4,-2.06,0.6363039297342223,-2.06,-1.2877637701945055
S20240702319,20사단,수도권,37.065094,128.473188,이병,상담실,1,0,2,164.1,침상형,6,2024-10-31,-64.1,-0.6,0.5711576249203154,-0.6,0.7563946898784599
S20240702320,22사단,전라권,35.774631,129.136733,상병,PX,1,4,1,356.8,격리형,2,2024-11-19,-256.8,-5.92,0.9715241601460394,-5.92,-4.91765913026857
S20240702321,16사단,강원권,37.24888,127.410862,상병,독서실,0,3,2,283.0,침상형,10,2024-08-13,-183.0,-3.58,12.318746093430123,-3.58,-2.3187460934301245
S20240702322,25사단,강원권,37.789372,129.240453,이병,노래방,1,3,3,139.2,격리형,8,2024-11-21,-39.19999999999999,0.52,1.246068932710547,0.52,0.75
S20240702323,12사단,수도권,35.797544,128.639161,병장,PX,1,3,5,118.8,침상형,2,2024-10-05,-18.8,2.03,-0.5,3.03,2.5
S20240702324,23사단,수도권,38.235752,129.160582,일병,상담실,1,1,3,405.8,격리형,2,2024-09-15,-305.8,-6.14,1.3713812451451652,-6.14,-5.258010028056947
S20240702325,13사단,충청권,35.991062,127.303205,상병,상담실,1,4,4,335.2,격리형,1,2024-11-17,-235.2,-3.88,0.8045750877887404,-3.38,-2.389278559203781
S20240702326,11사단,강원권,38.128039,128.156016,병장,노래방,0,4,5,313.4,격리형,9,2024-08-24,-213.4,-2.83,10.350184191129674,-1.83,-1.350184191129675
S20240702327,19사단,충청권,37.192727,127.655146,일병,독서실,0,1,1,487.9,침상형,1,2024-08-20,-387.9,-9.2,0.8119227274328877,-9.2,-8.687902397479842
S20240702328,18사단,강원권,37.003226,128.135561,이병,독서실,0,1,5,292.3,격리형,3,2024-10-10,-192.3,-2.31,0.3235614513056747,-1.81,-1.3504339944532524
S20240702329,22사단,영남권,36.594511,126.991724,병장,체력단련실,0,4,3,360.8,침상형,1,2024-12-14,-260.8,-5.02,5.246494557060276,-5.02,-4.246494557060276
S20240702330,12사단,전라권,37.944005,126.689781,이병,상담실,0,2,4,215.5,침상형,2,2024-12-08,-115.5,-0.89,1.3622874021471705,0.1099999999999999,0.6377125978528294
S20240702331,25사단,강원권,37.77834,127.86378,상병,체력단련실,0,3,2,108.1,침상형,2,2024-12-08,-8.099999999999994,0.8,1.02,0.8,0.98
S20240702332,22사단,강원권,37.899506,129.050115,상병,상담실,1,3,3,409.7,격리형,1,2024-07-29,-309.7,-6.24,0.2994747415862654,-6.24,-5.056272855271579
S20240702333,21사단,영남권,36.237349,126.767188,병장,상담실,0,3,4,147.0,격리형,2,2024-09-07,-47.0,0.82,0.8500000000000001,1.82,1.15
S20240702334,18사단,충청권,36.176827,126.860342,병장,체력단련실,0,3,3,402.4,침상형,1,2024-12-06,-302.4,-6.06,6.030053507465139,-6.06,-5.030053507465139
S20240702335,22사단,영남권,38.27679,126.922234,상병,PX,1,1,5,358.6,격리형,2,2024-09-18,-258.6,-3.97,0.3938045804896938,-2.97,-2.889662766835894
S20240702336,24사단,강원권,37.483901,128.130369,이병,PX,1,1,3,454.9,격리형,9,2024-07-31,-354.9,-7.37,0.5294196479493443,-7.37,-6.675212413187422
S20240702337,19사단,전라권,37.734222,128.929273,일병,독서실,0,1,2,197.0,침상형,1,2024-10-20,-97.0,-1.42,1.4029689657409177,-1.42,-0.4029689657409177
S20240702338,11사단,수도권,35.685141,126.708751,이병,노래방,1,0,2,337.0,격리형,4,2024-08-15,-237.0,-4.92,0.5412980474457637,-4.92,-4.026825036076764
S20240702339,23사단,수도권,37.875852,128.157729,일병,노래방,1,5,2,233.3,격리형,2,2024-10-05,-133.3,-2.33,0.5451185307683653,-2.33,-1.0693479784164892
S20240702340,15사단,충청권,37.338842,127.784873,이병,노래방,0,0,5,160.3,침상형,8,2024-08-21,-60.30000000000001,0.99,0.6934535856259674,1.49,2.220512461409981
S20240702341,18사단,수도권,38.117556,128.539426,상병,상담실,1,4,6,463.7,침상형,1,2024-11-15,-363.7,-6.09,0.9135822770026345,-5.59,-5.383278126920166
S20240702342,25사단,수도권,37.560845,127.127864,병장,PX,0,4,5,457.4,침상형,1,2024-09-12,-357.4,-6.43,0.0749789390036057,-5.93,-5.768836966866857
S20240702343,21사단,전라권,38.095972,127.268554,병장,독서실,1,4,3,130.1,침상형,2,2024-08-10,-30.099999999999994,0.75,1.0,0.75,1.0
S20240702344,24사단,전라권,36.291824,129.146213,상병,독서실,1,2,3,128.0,격리형,1,2024-09-15,-28.0,0.8,-0.05,0.8,1.05
S20240702345,12사단,충청권,35.803807,126.774354,일병,독서실,1,3,4,421.3,격리형,2,2024-11-08,-321.3,-6.03,1.2995416377658962,-5.03,-6.17
S20240702346,14사단,영남권,37.187435,129.001254,상병,PX,0,1,3,231.7,격리형,1,2024-10-22,-131.7,-1.79,1.4773215722256072,-1.79,-0.4773215722256072
S20240702347,17사단,강원권,35.518372,127.759629,병장,상담실,0,3,2,314.4,격리형,2,2024-08-21,-214.4,-4.36,5.141034319904987,-4.36,-3.1410343199049877
S20240702348,13사단,영남권,36.574402,127.797455,일병,독서실,1,2,1,219.1,침상형,2,2024-12-09,-119.1,-2.48,4.58,-2.48,-2.58
S20240702349,23사단,충청권,37.265987,126.578091,이병,상담실,1,3,3,335.1,침상형,1,2024-12-24,-235.1,-4.38,0.580083618077395,-4.38,-4.47
S20240702350,22사단,강원권,36.160083,128.755963,이병,독서실,0,2,1,178.3,격리형,2,2024-12-03,-78.30000000000001,-1.46,0.7245420188792429,-1.46,-0.4647413975680905
S20240702351,15사단,전라권,35.924592,128.858917,일병,노래방,0,2,5,277.1,침상형,2,2024-09-25,-177.10000000000002,-1.93,1.439241800489889,-1.43,-0.7498686000472449
S20240702352,18사단,강원권,38.404668,128.220501,상병,PX,1,3,3,160.8,침상형,1,2024-10-17,-60.80000000000001,-0.02,0.8200000000000001,-0.02,0.18
S20240702353,22사단,수도권,36.692787,127.050515,이병,노래방,1,2,4,123.6,격리형,1,2024-11-18,-23.599999999999994,1.41,-0.77,1.91,1.77
S20240702354,20사단,영남권,35.756548,128.419831,상병,PX,1,2,3,223.1,격리형,3,2024-09-07,-123.1,-1.58,1.0527842709657633,-1.58,-1.48
S20240702355,13사단,수도권,37.419136,127.658662,상병,PX,1,4,5,298.9,침상형,1,2024-10-28,-198.9,-2.47,0.40866286518947453,-1.4700000000000002,-1.5840085376934532
S20240702356,14사단,수도권,35.746426,129.106587,이병,상담실,0,1,1,322.0,침상형,1,2024-09-05,-222.0,-5.05,1.0065659285527264,-5.05,-4.571289880884867
S20240702357,24사단,수도권,35.915913,128.070489,병장,독서실,0,3,2,376.4,격리형,4,2024-08-30,-276.4,-5.91,0.7508530345639244,-5.91,-4.866202892686913
S20240702358,25사단,전라권,37.296468,128.873837,상병,독서실,0,1,2,250.5,격리형,2,2024-09-09,-150.5,-2.76,1.1022398198338113,-2.76,-2.0383215792276905
S20240702359,19사단,전라권,37.030761,129.0289,일병,PX,1,0,1,343.8,침상형,2,2024-11-29,-243.8,-5.6,0.10306452704719599,-5.6,-4.537300728607148
S20240702360,24사단,영남권,36.564647,128.075323,이병,노래방,0,3,1,324.8,침상형,1,2024-11-28,-224.8,-5.12,0.04019394584903818,-5.12,-5.39
S20240702361,24사단,전라권,37.800387,126.870704,이병,상담실,0,0,2,123.7,침상형,2,2024-07-30,-23.700000000000003,0.41,1.4300000000000002,0.41,0.57
S20240702362,17사단,강원권,38.096465,128.330619,병장,PX,1,4,4,178.6,격리형,2,2024-11-23,-78.6,0.04,1.7,1.04,0.3
S20240702363,11사단,수도권,37.423798,129.183574,이병,체력단련실,0,2,3,341.5,침상형,1,2024-10-04,-241.5,-4.54,0.43137418132144234,-4.54,-3.31513148379796
S20240702364,24사단,전라권,37.886985,127.290575,병장,독서실,1,3,4,493.2,격리형,3,2024-08-25,-393.2,-7.83,1.4411377053720789,-7.33,-6.734428859868437
S20240702365,22사단,전라권,38.177639,127.582465,일병,독서실,0,2,4,494.0,침상형,1,2024-08-22,-394.0,-7.85,0.10831810034411327,-7.35,-6.861254187651904
S20240702366,14사단,강원권,36.899638,128.420302,상병,노래방,1,2,2,125.0,침상형,2,2024-07-07,-25.0,0.38,1.47,0.38,0.53
S20240702367,14사단,영남권,36.08075,127.953647,일병,상담실,0,2,5,334.2,침상형,1,2024-10-05,-234.2,-3.35,1.3131184081852876,-2.85,-2.5331698121306507
S20240702368,19사단,영남권,35.881973,127.480044,이병,체력단련실,0,1,3,312.7,격리형,6,2024-10-21,-212.7,-3.82,0.23056536346041745,-3.82,-2.8152582651404066
S20240702369,16사단,영남권,38.192335,129.132016,상병,상담실,1,3,6,200.5,격리형,3,2024-11-02,-100.5,0.49,1.254257180814494,0.99,1.745742819185506
S20240702370,19사단,영남권,37.649763,129.385489,병장,체력단련실,1,3,4,181.0,격리형,3,2024-12-27,-81.0,-0.02,1.789518916875871,0.98,1.210481083124129
S20240702371,22사단,전라권,37.851514,128.012513,상병,상담실,0,3,4,219.4,침상형,1,2024-11-09,-119.4,-0.99,1.78,0.01,-0.78
S20240702372,25사단,영남권,36.979792,126.950185,병장,상담실,0,4,3,127.3,침상형,1,2024-12-09,-27.3,0.82,-0.07,0.82,1.07
S20240702373,16사단,수도권,37.991526,128.067046,일병,PX,0,2,2,262.5,침상형,2,2024-12-08,-162.5,-3.06,0.3268662554487607,-3.06,-1.9840777676833272
S20240702374,16사단,전라권,36.186489,127.085519,일병,PX,0,2,4,348.2,격리형,2,2024-10-29,-248.2,-4.2,1.4647586544891953,-3.7,-4.22
S20240702375,15사단,전라권,36.672133,126.885708,이병,상담실,1,2,6,446.6,격리형,3,2024-08-07,-346.6,-5.67,1.0126992129164767,-5.17,-4.354449113375288
S20240702376,15사단,수도권,37.838709,129.227991,이병,독서실,0,1,5,251.5,침상형,2,2024-10-30,-151.5,-1.29,2.154259168253315,-0.29,-0.1542591682533147
